ID_UBICACION;MARCA;TEMPORADAS;STOCK_TOTAL_UBICACION;VALOR_STOCK_€;CLASES_ABC;DIAS_MAX;OCUPACION_%;STOCK_EXACTO_BUSQUEDA;PRODUCTOS_A;PRODUCTOS_B;PRODUCTOS_C;PRODUCTOS_D
CLABD/Stock/StorageBD/CLA-050-03-02-03;BLACK;I25;24;336.48;B+A+C+D;133;20;1;[DFSH391013-BLAC-38] 3u (I25) 133d;[DFSH391013-BLAC-36] 1u (I25) 133d | [DFSH391013-BLAC-37] 2u (I25) 133d | [DFSH391013-BLAC-39] 3u (I25) 133d | [DFSH391013-BLAC-40] 2u (I25) 133d | [DFSH391012-BLAC-38] 3u (I25) 133d | [DFSH391012-BLAC-39] 3u (I25) 133d;[DFSH391013-BLAC-41] 1u (I25) 133d | [DFSH391012-BLAC-37] 2u (I25) 133d | [DFSH391012-BLAC-40] 2u (I25) 133d | [DFSH391012-BLAC-41] 1u (I25) 133d;[DFSH391012-BLAC-36] 1u (I25) 133d
CLABD/Stock/StorageBD/CLA-050-07-01-02;BLACK;I25;32;385.65;B+A+C;133;30;1;[DFSH391013-BLAC-38] 3u (I25) 133d | [DFSH391001-BLAC-38] 10u (I25) 133d | [DFSH391001-BLAC-38] 10u (I25) 133d;[DFSH391013-BLAC-36] 1u (I25) 133d | [DFSH391013-BLAC-37] 2u (I25) 133d | [DFSH391013-BLAC-39] 3u (I25) 133d | [DFSH391013-BLAC-40] 2u (I25) 133d;[DFSH391013-BLAC-41] 1u (I25) 133d;
CLABD/Stock/StorageBD/CLA-050-07-02-03;BLACK;I25;34;481.69;B+A+C;133;30;1;[DFSH391013-BLAC-38] 3u (I25) 133d;[DFSH391013-BLAC-36] 1u (I25) 133d | [DFSH391013-BLAC-37] 2u (I25) 133d | [DFSH391013-BLAC-39] 3u (I25) 133d | [DFSH391013-BLAC-40] 2u (I25) 133d | [DFSH391010-BLAC-40] 10u (I25) 133d;[DFSH391013-BLAC-41] 1u (I25) 133d | [DFSH391012-BEIG-36] 1u (I25) 133d | [DFSH391012-BEIG-37] 2u (I25) 133d | [DFSH391012-BEIG-38] 3u (I25) 133d | [DFSH391012-BEIG-39] 3u (I25) 133d | [DFSH391012-BEIG-40] 2u (I25) 133d | [DFSH391012-BEIG-41] 1u (I25) 133d;
CLABD/Stock/StorageBD/CLA-050-08-02-02;BLACK;I25;12;165.19;B+A+C;133;10;1;[DFSH391013-BLAC-38] 3u (I25) 133d;[DFSH391013-BLAC-36] 1u (I25) 133d | [DFSH391013-BLAC-37] 2u (I25) 133d | [DFSH391013-BLAC-39] 3u (I25) 133d | [DFSH391013-BLAC-40] 2u (I25) 133d;[DFSH391013-BLAC-41] 1u (I25) 133d;
CLABD/Stock/StorageBD/CLA-056-09-01-03;BLACK;V25+V21+V19+I19+V17;739;4179.34;A+B+C;1183;95;1;[DFSU915001-TAN] 50u (V25) 295d | [DFKSUN0262-0801] 50u (V25) 302d | [DFKSUN0260-0801] 50u (V25) 295d | [DFKSUN1526-0803] 50u (V25) 539d | [DFKSUN0522-0800] 50u (V25) 630d | [DFKSUN0522-0800] 50u (V25) 630d | [DFKSUN0522-0800] 50u (V25) 630d | [DFKSUN0522-0800] 50u (V25) 630d;[DFKSUN0844-0800] 50u (V21) 1183d | [DFKSUN0844-0800] 50u (V21) 1183d | [DFKWAT0102-0020] 25u (I19) 231d;[DFKSUN1025] 66u (V19) 231d | [DFKWAT0082-0040] 16u (I19) 231d | [DFKWAT0091-0020] 1u (I19) 231d | [HVKAWAT111-0001-UNI] 39u (V17) 386d | [HVKAWAT111-0001-UNI] 42u (V17) 386d | [HVKAWAT111-0001-UNI] 50u (V17) 386d;
CLABD/Stock/StorageBD/CLA-064-09-03-02;BLACK;I25;24;337.64;B+A+C;133;20;1;[DFSH391013-BLAC-38] 3u (I25) 133d;[DFSH391013-BLAC-36] 1u (I25) 133d | [DFSH391013-BLAC-37] 2u (I25) 133d | [DFSH391013-BLAC-39] 3u (I25) 133d | [DFSH391013-BLAC-40] 2u (I25) 133d;[DFSH391013-BLAC-41] 1u (I25) 133d | [DFSH391012-BEIG-36] 1u (I25) 133d | [DFSH391012-BEIG-37] 2u (I25) 133d | [DFSH391012-BEIG-38] 3u (I25) 133d | [DFSH391012-BEIG-39] 3u (I25) 133d | [DFSH391012-BEIG-40] 2u (I25) 133d | [DFSH391012-BEIG-41] 1u (I25) 133d;
CLABD/Stock/StorageBD/CLA-065-08-02-01;BLACK;I25;34;481.97;B+A+C;133;30;1;[DFSH391013-BLAC-38] 3u (I25) 133d | [DFSH391010-BLAC-37] 2u (I25) 133d | [DFSH391010-BLAC-38] 3u (I25) 133d | [DFSH391010-BLAC-39] 3u (I25) 133d | [DFSH391010-BLAC-39] 10u (I25) 133d;[DFSH391013-BLAC-36] 1u (I25) 133d | [DFSH391013-BLAC-37] 2u (I25) 133d | [DFSH391013-BLAC-39] 3u (I25) 133d | [DFSH391013-BLAC-40] 2u (I25) 133d | [DFSH391010-BLAC-36] 1u (I25) 133d | [DFSH391010-BLAC-40] 2u (I25) 133d | [DFSH391010-BLAC-41] 1u (I25) 133d;[DFSH391013-BLAC-41] 1u (I25) 133d;
CLABD/Stock/StorageBD/CLA-066-06-02-02;BLACK;I25;34;402.00;B+A+C;149;30;1;[DFSH321090-GOLD-37] 2u (I25) 149d | [DFSH321090-GOLD-38] 3u (I25) 149d | [DFSH391013-BLAC-38] 3u (I25) 133d | [DFSH391001-BLAC-37] 10u (I25) 133d;[DFSH321090-GOLD-36] 1u (I25) 149d | [DFSH321090-GOLD-39] 3u (I25) 149d | [DFSH321090-GOLD-40] 2u (I25) 149d | [DFSH321090-GOLD-41] 1u (I25) 149d | [DFSH391013-BLAC-36] 1u (I25) 133d | [DFSH391013-BLAC-37] 2u (I25) 133d | [DFSH391013-BLAC-39] 3u (I25) 133d | [DFSH391013-BLAC-40] 2u (I25) 133d;[DFSH391013-BLAC-41] 1u (I25) 133d;
CLABD/Stock/StorageBD/CLA-068-03-02-01;BLACK;I22+I24;34;1006.01;B+C+A;155;50;1;[DFTXPUF005-BLAC-L] 1u (I22) 155d;[DFTXPUF005-BLAC-XL] 2u (I22) 154d | [DFTXPUF005-NAVY-S] 2u (I24) 154d | [DFTXPUF005-SILV-XS] 1u (I24) 154d | [DFTXPUF005-NAVY-S] 1u (I24) 154d | [DFTXPUF005-BLAC-XL] 2u (I22) 154d | [DFTXBOM004-KHAK-S] 2u (I22) 154d | [DFTXHOD007-BLAC-S] 8u (I24) 154d | [DFTXBOM004-BLAC-M] 1u (I22) 154d | [DFTXHOD021-WINE-M] 3u (I24) 154d | [DFTXPUF005-BLAC-S] 4u (I22) 155d | [DFTXPUF005-BLAC-M] 2u (I22) 155d | [DFTXPUF005-BLAC-S] 4u (I22) 155d;[DFTXJOG004-BEIG-S] 1u (I22) 154d;
CLABD/Stock/StorageBD/CLA-071-02-01-02;BLACK;I24+I25+V23;42;425.87;A+B+C;405;70;1;[DFSH375001-BLAC-39] 1u (I24) 155d | [DFSH371006-BEIG-38] 1u (I25) 155d | [DFSH371006-BLAC-37] 1u (I25) 155d | [DFSH371006-BEIG-41] 1u (I25) 169d | [DFSH370012-TAUP-41] 1u (I25) 155d | [DFSH347002-BLAC-44] 1u (I24) 155d | [DFSH371004-BLAC-38] 1u (I25) 155d | [DFSH371004-BLAC-41] 1u (I25) 155d | [DFSH371004-BLAC-37] 1u (I25) 155d | [DFSH347002-BEIG-37] 3u (I24) 155d;[DFSH347003-SILV-36] 1u (I24) 155d | [DFSH347003-SILV-37] 2u (I24) 155d | [DFSH347003-SILV-36] 1u (I24) 155d | [DFSH347003-SILV-37] 2u (I24) 155d | [DFSH347003-SILV-39] 1u (I24) 155d | [DFSH347003-SILV-41] 1u (I24) 155d | [NVK33410-0020-40] 6u (V23) 405d | [NVK33410-0020-36] 1u (V23) 405d | [NVK33410-0006-39] 4u (V23) 405d | [NVK33410-0006-37] 7u (V23) 405d | [NVK33410-0006-40] 1u (V23) 405d;[DFSH370010-BLAC-42] 1u (I24) 155d | [DFSH347002-BEIG-36] 1u (I24) 155d | [DFSH347002-BEIG-41] 1u (I24) 155d;
CLABD/Stock/StorageBD/CLA-071-08-01-02;BLACK;I25+I24;26;300.78;A+C;440;20;1;[DFSH370011-BLAC-39] 12u (I25) 177d | [DFSH375001-BLAC-38] 2u (I24) 440d | [DFSH375001-BLAC-37] 8u (I24) 440d | [DFSH375001-BLAC-36] 2u (I24) 440d | [DFSH381001-BLAC-40] 1u (I25) 251d;;[DFSH371011-BLAC-41] 1u (I24) 237d;
CLAGD/Stock/StorageGD/CLA-072-13-03-01;GOLD;I25+I22+I20+I19+I23+I24;49;139.89;A+D+C+B;36;40;1;[BJSH543008-TAN-40] 1u (I25) 36d | [BJSH543008-TAN-39] 1u (I25) 36d | [BJSH543008-TAN-38] 2u (I25) 36d | [BJSH543008-TAN-37] 2u (I25) 36d | [BJSH543008-TAN-33] 1u (I25) 36d | [BJSH543008-TAN-34] 1u (I25) 36d | [BJSH543008-TAN-36] 2u (I25) 36d | [BJSH543008-TAN-35] 2u (I25) 36d;[28001-0020-25] 4u (I22) 36d | [KIS10219-0047-20] 1u (I20) 36d | [JIS10278-0078-23] 1u (I19) 36d | [JIS10278-0078-22] 1u (I19) 36d | [28001-0002-32] 1u (I22) 36d | [BWSH190017-BLAC-40] 1u (I24) 36d | [BWSH190017-BLAC-39] 2u (I24) 36d | [BWSH190017-BLAC-38] 2u (I24) 36d | [BWSH190017-BLAC-37] 2u (I24) 36d | [BWSH190017-BLAC-36] 1u (I24) 36d;[28011-0002-30] 1u (I22) 36d | [28012-0002-27] 1u (I22) 36d | [28011-0002-26] 1u (I22) 36d | [MI126578-0002-25] 1u (I22) 36d | [MI126578-0002-24] 1u (I22) 36d | [OSSH102088-TAUP-22] 1u (I23) 36d | [MI126581-0021-27] 1u (I22) 36d | [MI126578-0002-28] 1u (I22) 36d | [BWSH190017-BLAC-41] 1u (I24) 36d;[BWSH543008-TAN-41] 1u (I25) 36d | [BWSH543008-TAN-40] 2u (I25) 36d | [BWSH543008-TAN-39] 3u (I25) 36d | [BWSH543008-TAN-38] 3u (I25) 36d | [BWSH543008-TAN-37] 2u (I25) 36d | [BWSH543008-TAN-36] 1u (I25) 36d
CLAGD/Stock/StorageGD/CLA-072-15-01-03;GENERIC;V22+I25+V25+I19+I18+I21;124;777.75;D+B+C+A;590;120;1;[COSH542021-TAUP-27] 10u (I25) 436d;[MV231601-0020-39] 1u (V22) 584d | [MV231601-0020-39] 1u (V22) 584d | [MV231601-0020-39] 1u (V22) 584d | [MV231601-0020-39] 1u (V22) 584d | [MV231601-0020-39] 1u (V22) 584d | [COSH282101-WHIT-31] 10u (V25) 366d | [COSH282101-WHIT-29] 10u (V25) 366d | [MV231601-0001-37] 1u (V22) 590d;[MV230026-0371-38] 7u (V22) 345d | [MV230026-0371-37] 8u (V22) 345d | [MV230026-0371-40] 2u (V22) 345d | [MV230026-0371-41] 1u (V22) 345d | [MV231605-0020-37] 1u (V22) 590d | [IIK10141-0020-37] 1u (I19) 373d | [HIK10104-0481-36] 1u (I18) 373d | [HIK10104-0399-39] 1u (I18) 373d | [HIK10104-0399-41] 1u (I18) 373d;[MV231601-0020-36] 2u (V22) 584d | [MV231601-0020-37] 3u (V22) 584d | [MV231601-0020-38] 2u (V22) 584d | [MV231601-0020-40] 1u (V22) 584d | [MV231601-0020-36] 2u (V22) 584d | [MV231601-0020-37] 3u (V22) 584d | [MV231601-0020-38] 2u (V22) 584d | [MV231601-0020-40] 1u (V22) 584d | [MV231601-0020-36] 2u (V22) 584d | [MV231601-0020-37] 3u (V22) 584d | [MV231601-0020-38] 2u (V22) 584d | [MV231601-0020-40] 1u (V22) 584d | [MV231601-0020-36] 2u (V22) 584d | [MV231601-0020-37] 3u (V22) 584d | [MV231601-0020-38] 2u (V22) 584d | [MV231601-0020-40] 1u (V22) 584d | [MV231601-0020-36] 2u (V22) 584d | [MV231601-0020-37] 3u (V22) 584d | [MV231601-0020-38] 2u (V22) 584d | [MV231601-0020-40] 1u (V22) 584d | [COSH282101-WHIT-33] 10u (V25) 366d | [COSH282101-WHIT-33] 10u (V25) 366d | [MV231601-0020-38] 2u (V22) 590d | [LI558635-0160-36] 2u (I21) 373d | [LI558636-0054-37] 1u (I21) 373d
CLAGD/Stock/StorageGD/CLAGD/Stock/EXTB2BGD/CLA-009-07-03-01;GOLD;I25;50;190.30;C+A;142;50;0;[BJSH543008-TAUP-40] 10u (I25) 142d | [BJSH543001-BLAC-37] 10u (I25) 142d | [BJSH542020-TAN-37] 10u (I25) 142d | [BJSH542020-TAN-37] 10u (I25) 142d;;[COSH542105-TAN-24] 10u (I25) 142d;
CLAGD/Stock/StorageGD/CLA-040-06-01-01;GOLD;V22+I25+V23+I24;84;478.12;C+B+A+D;1268;80;0;[COSH542020-TAUP-26] 10u (I25) 437d | [COSH542020-TAUP-26] 10u (I25) 437d;[MV231601-0001-37] 3u (V22) 1255d | [MV231601-0001-37] 2u (V22) 1255d | [COSH200002-NAVY-28] 10u (I25) 225d | [BWSH368001-BLAC-36] 1u (I24) 387d | [BWSH368001-BLAC-37] 2u (I24) 387d | [BWSH368001-BLAC-38] 3u (I24) 387d | [BWSH368001-BLAC-39] 3u (I24) 387d | [BWSH368001-BLAC-40] 2u (I24) 387d | [BWSH368001-BLAC-41] 1u (I24) 387d;[MV231601-0001-38] 2u (V22) 1268d | [MV231601-0001-41] 2u (V22) 1268d | [MV231601-0001-36] 1u (V22) 1255d | [MV231601-0001-40] 1u (V22) 1268d | [MV231601-0001-41] 3u (V22) 1268d | [MV231601-0001-36] 2u (V22) 1255d | [MV231601-0001-38] 2u (V22) 1268d | [NV121504-0043-24] 1u (V23) 584d | [NV121504-0043-25] 1u (V23) 584d | [NV121504-0043-26] 1u (V23) 584d | [NV121504-0043-27] 1u (V23) 584d | [NV121504-0043-28] 1u (V23) 584d | [NV121504-0043-29] 2u (V23) 584d | [NV121504-0043-30] 1u (V23) 584d | [NV121504-0043-31] 1u (V23) 584d | [NV121504-0043-32] 1u (V23) 584d | [NV121504-0043-33] 1u (V23) 584d | [NV121504-0043-34] 1u (V23) 584d;[NV128333-0001-36] 12u (V23) 730d
CLAGD/Stock/StorageGD/CLA-040-06-02-02;GOLD;I25;40;0.00;B+C+A;455;40;0;[BJSH543008-BLAC-35] 10u (I25) 455d;[COSH542065-TAN-35] 10u (I25) 437d | [COSH542065-TAN-31] 10u (I25) 437d;[COSH542065-TAN-30] 10u (I25) 437d;
CLAGD/Stock/StorageGD/CLA-040-07-01-01;GOLD;I25+V23+V24+V25;80;565.54;A+B+D+C;584;80;0;[COSH542020-TAUP-35] 10u (I25) 437d;[BJSH543001-BLAC-35] 10u (I25) 395d | [NV128527-0160-24] 1u (V23) 584d;[OSSH143073-BLUE-20] 1u (V24) 569d | [OSSH143073-BLUE-21] 1u (V24) 569d | [OSSH143073-BLUE-22] 2u (V24) 569d | [OSSH143073-BLUE-23] 2u (V24) 569d | [OSSH143073-BLUE-24] 2u (V24) 569d | [OSSH143073-BLUE-25] 2u (V24) 569d | [OSSH143073-BLUE-26] 2u (V24) 569d;[NV128524-0040_C_24_35_12] 1u (V23) 29d | [NV128527-0160-25] 1u (V23) 584d | [NV128527-0160-26] 1u (V23) 584d | [NV128527-0160-27] 1u (V23) 584d | [NV128527-0160-28] 1u (V23) 584d | [NV128527-0160-29] 1u (V23) 584d | [NV128527-0160-30] 1u (V23) 584d | [NV128527-0160-31] 1u (V23) 584d | [NV128527-0160-32] 1u (V23) 584d | [NV128527-0160-33] 1u (V23) 584d | [NV128527-0160-34] 1u (V23) 584d | [NV128527-0160-35] 1u (V23) 584d | [NV128527-0160-27] 1u (V23) 584d | [NV128527-0160-28] 1u (V23) 584d | [NV128527-0160-29] 1u (V23) 584d | [NV128527-0160-30] 2u (V23) 584d | [NV128527-0160-31] 2u (V23) 584d | [NV128527-0160-32] 2u (V23) 584d | [NV128527-0160-33] 1u (V23) 584d | [NV128527-0160-34] 1u (V23) 584d | [NV126507-0043-27] 2u (V23) 584d | [NV126507-0043-28] 2u (V23) 584d | [NV126507-0043-29] 2u (V23) 584d | [NV126507-0043-30] 1u (V23) 584d | [NV126507-0043-31] 1u (V23) 584d | [NV126507-0043-32] 1u (V23) 584d | [NV126507-0043-33] 1u (V23) 584d | [NV126507-0043-34] 1u (V23) 584d | [NV126507-0043-35] 1u (V23) 584d | [BJSH360003-BEIG-35] 2u (V25) 16d | [BJSH360003-BEIG-36] 2u (V25) 16d | [BJSH360003-BEIG-37] 2u (V25) 16d | [BJSH360003-BEIG-38] 1u (V25) 16d | [BJSH360003-BEIG-39] 1u (V25) 16d | [BJSH360003-BEIG-33] 1u (V25) 16d | [BJSH360003-BEIG-34] 2u (V25) 16d | [BJSH360003-BEIG-40] 1u (V25) 16d
CLAGD/Stock/StorageGD/CLA-042-04-01-01;GOLD;I25+I24;34;60.10;A+B+C;232;30;0;[BJSH542020-BLAC-34] 10u (I25) 161d;[COSH244004-PEWT-28] 10u (I24) 232d | [COSH244004-PEWT-29] 6u (I24) 232d | [COSH244004-PEWT-32] 2u (I24) 232d;[COSH244004-PEWT-31] 6u (I24) 232d;
CLAGD/Stock/StorageGD/CLA-043-02-01-02;GOLD;I25+I24;90;360.60;A+B+C;519;90;0;[BJSH542020-BLAC-34] 10u (I25) 449d | [BJSH542020-BLAC-34] 10u (I25) 449d | [BJSH542020-TAUP-41] 10u (I25) 350d | [BJSH542020-TAUP-40] 10u (I25) 161d | [BJSH542020-TAUP-39] 10u (I25) 161d | [BJSH542020-TAUP-36] 10u (I25) 161d;[COSH283094-GOLD-23] 10u (I24) 511d | [COSH283094-SILV-22] 10u (I24) 511d;[COSH283094-GOLD-25] 10u (I24) 519d;
CLAGD/Stock/StorageGD/CLA-044-04-01-01;GENERIC;V22+I25+V25+V24;95;629.74;B+C+A+D;730;90;0;[BJSH542020-TAUP-40] 10u (I25) 161d | [BJSH542020-TAUP-39] 10u (I25) 161d | [BJSH542020-TAUP-38] 10u (I25) 161d | [COSH542020-TAN-23] 10u (I25) 300d;[MV231605-0001-39] 12u (V22) 730d | [MV232104-0021-38] 3u (V22) 300d | [MV232104-0021-39] 3u (V22) 300d | [MV232104-0021-37] 1u (V22) 65d | [BJSH387001-BLAC-34] 1u (V25) 332d;[MV231605-0001-40] 12u (V22) 730d | [BJSH355001-OFFW-34] 12u (V24) 625d;[BJSH387001-BLAC-32] 1u (V25) 332d | [BJSH387001-BLAC-33] 1u (V25) 332d | [BJSH387001-BLAC-35] 2u (V25) 332d | [BJSH387001-BLAC-36] 2u (V25) 332d | [BJSH387001-BLAC-37] 2u (V25) 332d | [BJSH387001-BLAC-38] 1u (V25) 332d | [BJSH387001-BLAC-39] 1u (V25) 332d | [BJSH387001-BLAC-40] 1u (V25) 332d
CLAGD/Stock/StorageGD/CLA-044-09-01-02;GOLD;I25+V24;62;171.10;A+C+B;584;60;0;[COSH542020-TAN-25] 10u (I25) 304d | [COSH542020-TAN-23] 10u (I25) 304d | [COSH542020-TAN-23] 10u (I25) 304d | [BJSH542020-TAUP-33] 10u (I25) 350d;[BJSH542083-BLAC-34] 10u (I25) 498d;[OSSH122060-WHIT-19] 1u (V24) 584d | [OSSH122060-WHIT-20] 1u (V24) 584d | [OSSH122060-WHIT-21] 2u (V24) 584d | [OSSH122060-WHIT-22] 2u (V24) 584d | [OSSH122060-WHIT-23] 2u (V24) 584d | [OSSH122060-WHIT-24] 2u (V24) 584d | [OSSH122060-WHIT-25] 1u (V24) 584d | [OSSH122060-WHIT-26] 1u (V24) 584d;
CLAGD/Stock/StorageGD/CLA-045-01-01-03;GOLD;V24+I25;104;879.55;C+B+A;584;80;0;[BJSH542020-TAN-37] 10u (I25) 304d;[COSH285049-WHIT-34] 1u (V24) 559d | [COSH285049-WHIT-35] 1u (V24) 559d | [COSH265050-WHIT-31] 2u (V24) 584d | [COSH265050-WHIT-32] 2u (V24) 584d | [COSH265050-WHIT-33] 1u (V24) 584d | [COSH265050-WHIT-34] 1u (V24) 584d | [COSH265050-WHIT-35] 1u (V24) 584d | [COSH265050-WHIT-31] 1u (V24) 584d | [COSH265050-WHIT-32] 1u (V24) 584d | [COSH265050-WHIT-33] 1u (V24) 584d | [COSH265050-WHIT-34] 1u (V24) 584d | [COSH265050-WHIT-35] 1u (V24) 584d | [COSH265050-WHIT-31] 1u (V24) 584d | [COSH265050-WHIT-32] 1u (V24) 584d | [COSH265050-WHIT-33] 1u (V24) 584d | [COSH265050-WHIT-34] 1u (V24) 584d | [COSH265050-WHIT-35] 1u (V24) 584d | [COSH285049-WHIT-34] 1u (V24) 584d | [COSH285049-WHIT-35] 1u (V24) 584d | [BJSH543008-BLAC-40] 10u (I25) 455d;[COSH285049-WHIT-27] 1u (V24) 559d | [COSH285049-WHIT-28] 1u (V24) 559d | [COSH285049-WHIT-29] 1u (V24) 559d | [COSH285049-WHIT-30] 2u (V24) 559d | [COSH285049-WHIT-31] 2u (V24) 559d | [COSH285049-WHIT-32] 2u (V24) 559d | [COSH285049-WHIT-33] 1u (V24) 559d | [COSH265050-WHIT-27] 1u (V24) 584d | [COSH265050-WHIT-28] 1u (V24) 584d | [COSH265050-WHIT-29] 1u (V24) 584d | [COSH265050-WHIT-30] 2u (V24) 584d | [COSH265050-WHIT-27] 2u (V24) 584d | [COSH265050-WHIT-28] 2u (V24) 584d | [COSH265050-WHIT-29] 2u (V24) 584d | [COSH265050-WHIT-30] 1u (V24) 584d | [COSH265050-WHIT-27] 2u (V24) 584d | [COSH265050-WHIT-28] 2u (V24) 584d | [COSH265050-WHIT-29] 2u (V24) 584d | [COSH265050-WHIT-30] 1u (V24) 584d | [COSH285049-WHIT-27] 1u (V24) 584d | [COSH285049-WHIT-28] 1u (V24) 584d | [COSH285049-WHIT-29] 1u (V24) 584d | [COSH285049-WHIT-30] 2u (V24) 584d | [COSH285049-WHIT-31] 2u (V24) 584d | [COSH285049-WHIT-32] 2u (V24) 584d | [COSH285049-WHIT-33] 1u (V24) 584d | [BJSH586086-PINK-26] 2u (V24) 584d | [BJSH586086-PINK-27] 2u (V24) 584d | [BJSH586086-PINK-28] 2u (V24) 584d | [BJSH586086-PINK-29] 2u (V24) 584d | [BJSH586086-PINK-30] 2u (V24) 584d | [BJSH586086-PINK-31] 2u (V24) 584d | [BJSH586086-PINK-32] 2u (V24) 584d | [BJSH586086-PINK-33] 2u (V24) 584d | [BJSH586086-PINK-34] 2u (V24) 584d | [BJSH586086-PINK-35] 2u (V24) 584d | [BJSH586086-PINK-36] 2u (V24) 584d | [BJSH586086-PINK-37] 2u (V24) 584d;
CLAGD/Stock/StorageGD/CLA-046-02-01-01;GOLD;I25+I20;83;356.51;A+B+D+C;149;80;0;[BJSH542020-TAUP-35] 10u (I25) 142d | [BJSH542020-TAUP-33] 10u (I25) 142d | [BJSH542020-TAN-37] 10u (I25) 142d | [BJSH542020-BLAC-38] 10u (I25) 142d | [BJSH542020-BLAC-38] 10u (I25) 142d;[KI226831-0078-38] 2u (I20) 57d | [KI226831-0078-41] 1u (I20) 57d | [KI226826-0020-38] 2u (I20) 57d | [KI226826-0020-37] 1u (I20) 57d | [KI226831-0078-37] 1u (I20) 57d | [KI226831-0078-39] 1u (I20) 57d | [KI226831-0078-40] 1u (I20) 57d;[BWSH401007-PINK-37] 2u (I25) 149d | [BWSH401007-PINK-39] 3u (I25) 149d | [BWSH401007-PINK-37] 2u (I25) 149d | [BWSH401007-PINK-39] 3u (I25) 149d;[BWSH401007-PINK-36] 1u (I25) 149d | [BWSH401007-PINK-38] 3u (I25) 149d | [BWSH401007-PINK-40] 2u (I25) 149d | [BWSH401007-PINK-41] 1u (I25) 149d | [BWSH401007-PINK-36] 1u (I25) 149d | [BWSH401007-PINK-38] 3u (I25) 149d | [BWSH401007-PINK-40] 2u (I25) 149d | [BWSH401007-PINK-41] 1u (I25) 149d
CLAGD/Stock/StorageGD/CLA-046-08-01-03;GOLD;I25;27;0.00;A+C+B;498;30;0;[BJSH542083-BLAC-35] 8u (I25) 498d | [BJSH542083-BLAC-35] 7u (I25) 498d;[COSH325003-WHITE-29] 2u (I25) 175d;[COSH325003-WHITE-25] 1u (I25) 175d | [COSH325003-WHITE-26] 1u (I25) 175d | [COSH325003-WHITE-27] 1u (I25) 175d | [COSH325003-WHITE-28] 1u (I25) 175d | [COSH325003-WHITE-30] 2u (I25) 175d | [COSH325003-WHITE-31] 1u (I25) 175d | [COSH325003-WHITE-32] 1u (I25) 175d | [COSH325003-WHITE-33] 1u (I25) 175d | [COSH325003-WHITE-34] 1u (I25) 175d;
CLAGD/Stock/StorageGD/CLA-047-08-01-01;GOLD;I25+V25+V24+I20+I23+I17;81;255.41;D+C+B+A;584;80;0;[BJSH543002-TAUP-37] 1u (I25) 57d;[KI226826-0020-37] 2u (I20) 57d | [KI226826-0020-39] 2u (I20) 57d | [KI226826-0020-36] 1u (I20) 57d | [KI226826-0020-38] 2u (I20) 57d | [KI226826-0020-41] 1u (I20) 57d | [KIX102025-BLAC-26] 1u (I23) 57d | [KIX102025-BLAC-24] 1u (I23) 57d | [KIX102025-BLAC-26] 1u (I23) 57d | [KI226826-0020-37] 2u (I20) 57d | [KI226826-0020-38] 2u (I20) 57d | [KI226826-0020-39] 3u (I20) 57d | [KV226811-0020-41] 1u (I17) 57d | [KI226826-0020-36] 1u (I20) 57d | [KI226826-0020-38] 2u (I20) 57d | [KI226826-0020-39] 2u (I20) 57d | [KI226826-0020-36] 2u (I20) 57d | [KI226831-0078-40] 1u (I20) 57d | [KI226831-0078-41] 1u (I20) 57d | [KI226826-0020-37] 1u (I20) 57d | [COSH327001-TAN-33] 1u (I25) 57d | [COSH327001-TAUP-33] 1u (I25) 57d | [COSH327003-TAN-32] 1u (I25) 57d | [COSH327003-TAUP-32] 1u (I25) 57d | [COSH327001-NAVY-33] 1u (I25) 57d;[COSH300093-GOLD-25] 1u (V24) 584d | [COSH300093-GOLD-26] 1u (V24) 584d | [COSH300093-GOLD-27] 1u (V24) 584d | [COSH300093-GOLD-28] 1u (V24) 584d | [COSH300093-GOLD-29] 1u (V24) 584d | [COSH300093-GOLD-30] 1u (V24) 584d | [COSH300093-GOLD-31] 1u (V24) 584d | [COSH300093-GOLD-32] 1u (V24) 584d | [COSH300093-GOLD-33] 1u (V24) 584d | [COSH300093-GOLD-34] 1u (V24) 584d | [COSH300093-GOLD-35] 1u (V24) 584d | [COSH300093-GOLD-36] 1u (V24) 584d;[COSH249005-PINK-25] 10u (I25) 217d | [COSH215043-SILV-24] 1u (V25) 318d | [COSH215043-SILV-25] 1u (V25) 318d | [COSH215043-SILV-26] 1u (V25) 318d | [COSH215043-SILV-27] 1u (V25) 318d | [COSH215043-SILV-28] 1u (V25) 318d | [COSH215043-SILV-29] 2u (V25) 318d | [COSH215043-SILV-30] 1u (V25) 318d | [COSH215043-SILV-31] 1u (V25) 318d | [COSH215043-SILV-32] 1u (V25) 318d | [COSH215043-SILV-33] 1u (V25) 318d | [COSH215043-SILV-34] 1u (V25) 318d | [COSH215043-SILV-24] 1u (V25) 318d | [COSH215043-SILV-25] 1u (V25) 318d | [COSH215043-SILV-26] 1u (V25) 318d | [COSH215043-SILV-27] 1u (V25) 318d | [COSH215043-SILV-28] 1u (V25) 318d | [COSH215043-SILV-29] 2u (V25) 318d | [COSH215043-SILV-30] 1u (V25) 318d | [COSH215043-SILV-31] 1u (V25) 318d | [COSH215043-SILV-32] 1u (V25) 318d | [COSH215043-SILV-33] 1u (V25) 318d | [COSH215043-SILV-34] 1u (V25) 318d
