ID_UBICACION;MARCA;TEMPORADAS;STOCK_TOTAL_UBICACION;VALOR_STOCK_€;CLASES_ABC;DIAS_MAX;OCUPACION_%;STOCK_EXACTO_BUSQUEDA;PRODUCTOS_A;PRODUCTOS_B;PRODUCTOS_C;PRODUCTOS_D
CLAGD/Stock/StorageGD/CLA-041-01-01-01;GOLD;I24+I22;111;433.08;C+B+A;1324;100;12;[OSSH505003-NAVY-24] 2u (I24) 437d | [OSSH505003-NAVY-25] 2u (I24) 437d | [OSSH505003-NAVY-24] 2u (I24) 437d | [OSSH505003-NAVY-25] 2u (I24) 437d;[OSSH505003-NAVY-20] 2u (I24) 437d | [OSSH505003-NAVY-21] 2u (I24) 437d | [OSSH505003-NAVY-22] 2u (I24) 437d | [OSSH505003-NAVY-23] 2u (I24) 437d | [OSSH505003-NAVY-20] 2u (I24) 437d | [OSSH505003-NAVY-21] 2u (I24) 437d | [OSSH505003-NAVY-22] 2u (I24) 437d | [OSSH505003-NAVY-23] 2u (I24) 437d | [LI231007-0022_-41] 2u (I22) 1294d | [LI231007-0022_-40] 1u (I22) 1324d | [LI231007-0022_-36] 3u (I22) 1324d | [LI231007-0022_-38] 2u (I22) 590d | [LI231007-0022_-37] 1u (I22) 1066d | [LI231007-0022_-38] 2u (I22) 590d | [LI231007-0022_-39] 6u (I22) 590d | [LI231007-0022_-37] 1u (I22) 1066d | [LI231007-0022_-36] 3u (I22) 1324d | [LI231007-0022_-38] 4u (I22) 590d | [LI231007-0022_-40] 1u (I22) 1324d | [LI231007-0022_-37] 1u (I22) 1066d;[OSSH102102-NAVY-20] 1u (I24) 379d | [OSSH102102-NAVY-21] 1u (I24) 379d | [OSSH102102-NAVY-22] 2u (I24) 379d | [OSSH102102-NAVY-23] 2u (I24) 379d | [OSSH102102-NAVY-24] 2u (I24) 379d | [OSSH102102-NAVY-25] 2u (I24) 379d | [OSSH102102-NAVY-26] 2u (I24) 379d | [OSSH102102-NAVY-19] 1u (I24) 472d | [OSSH102102-NAVY-20] 1u (I24) 472d | [OSSH102102-NAVY-21] 2u (I24) 472d | [OSSH102102-NAVY-22] 2u (I24) 472d | [OSSH102102-NAVY-23] 2u (I24) 472d | [OSSH102102-NAVY-24] 2u (I24) 472d | [OSSH102102-NAVY-25] 1u (I24) 472d | [OSSH102102-NAVY-26] 1u (I24) 472d | [OSSH102102-BORD-20] 1u (I24) 472d | [OSSH102102-BORD-21] 1u (I24) 472d | [OSSH102102-BORD-22] 2u (I24) 472d | [OSSH102102-BORD-23] 2u (I24) 472d | [OSSH102102-BORD-24] 2u (I24) 472d | [OSSH102102-BORD-25] 2u (I24) 472d | [OSSH102102-BORD-26] 2u (I24) 472d | [OSSH102102-BORD-19] 1u (I24) 472d | [OSSH102102-BORD-20] 1u (I24) 472d | [OSSH102102-BORD-21] 2u (I24) 472d | [OSSH102102-BORD-22] 2u (I24) 472d | [OSSH102102-BORD-23] 2u (I24) 472d | [OSSH102102-BORD-24] 2u (I24) 472d | [OSSH102102-BORD-25] 1u (I24) 472d | [OSSH102102-BORD-26] 1u (I24) 472d | [BWSH347006-BLAC-36] 1u (I24) 387d | [BWSH347006-BLAC-37] 2u (I24) 387d | [BWSH347006-BLAC-38] 3u (I24) 387d | [BWSH347006-BLAC-39] 3u (I24) 387d | [BWSH347006-BLAC-40] 2u (I24) 387d | [BWSH347006-BLAC-41] 1u (I24) 387d;
CLAGD/Stock/StorageGD/CLA-041-01-01-03;GOLD;I25+V22+V23;41;187.29;A+C+D;584;40;12;[COSH542021-NAVY-29] 10u (I25) 198d | [COSH542021-NAVY-28] 10u (I25) 198d;;[MV232308-0020-36] 2u (V22) 584d | [MV232308-0020-37] 4u (V22) 584d | [MV232308-0020-38] 3u (V22) 584d | [MV232308-0020-39] 2u (V22) 584d | [MV232308-0020-40] 1u (V22) 584d;[NV234401-0020-36] 2u (V23) 584d | [NV234401-0020-37] 3u (V23) 584d | [NV234401-0020-38] 2u (V23) 584d | [NV234401-0020-39] 1u (V23) 584d | [NV234401-0020-40] 1u (V23) 584d
CLABD/Stock/StorageBD/CLA-062-01-01-01;BLACK;I25+V25;44;332.82;A+B+C;323;40;12;[DFSH375005-TAN-42] 12u (I25) 146d;[DFSH334001-BEIG-44] 10u (V25) 323d | [DFSH334001-BEIG-44] 10u (V25) 323d;[DFSH370019-BLAC-37] 12u (I25) 146d;
CLABD/Stock/StorageBD/CLA-064-04-01-03;BLACK;V26+I25;60;668.35;B+A+C+D;149;50;12;[DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-42] 2u (V26) 149d | [DFSH387006-BLAC-45] 2u (V26) 149d;[DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387005-CREA-41] 1u (I25) 149d | [DFSH387005-CREA-42] 2u (I25) 149d | [DFSH387005-CREA-43] 3u (I25) 149d | [DFSH387005-CREA-44] 3u (I25) 149d | [DFSH387005-CREA-45] 2u (I25) 149d;[DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-43] 3u (V26) 149d | [DFSH387006-BLAC-44] 3u (V26) 149d | [DFSH387005-CREA-46] 1u (I25) 149d;[DFSH387006-BLAC-46] 1u (V26) 149d
CLABD/Stock/StorageBD/CLA-071-08-01-01;GENERIC;V22+I24+I25+V23;83;541.11;C+A+B;730;80;12;[DFSH321090-BLAC-38] 2u (I24) 141d | [DFSH370011-BROW-39] 2u (I25) 155d | [DFSH371004-TAN-40] 1u (I25) 155d | [DFSH371004-TAN-37] 2u (I25) 155d | [DFSH370004-BLAC-40] 1u (I25) 155d | [DFSH369003-BLAC-37] 2u (I24) 155d | [DFSH370004-BLAC-40] 5u (I25) 155d;[DFSH321090-BLAC-37] 2u (I24) 141d | [DFSH321090-BLAC-39] 1u (I24) 141d | [DFSH370010-ORAN-37] 1u (I24) 155d | [DFSH371010-BLAC-37] 5u (I25) 155d | [NVK33410-0009-40] 5u (V23) 405d | [NVK33410-0009-38] 3u (V23) 405d | [NVK33410-0009-37] 7u (V23) 405d | [NVK33410-0009-39] 1u (V23) 405d | [NVK33410-0009-36] 1u (V23) 405d;[MVK22035-0001-38] 10u (V22) 730d | [MVK22035-0001-37] 20u (V22) 730d | [DFACTOW002-BLAC] 12u (V23) 387d;
CLABD/Stock/StorageBD/CLA-071-08-01-03;BLACK;V25+V24+V22+I23+V23+V20+I25;82;491.85;B+C+D+A;36;60;12;[DFSH334011-PINK-38] 1u (I23) 36d | [DFSH397001-BLAC-43] 2u (V24) 36d;[DFSH404002-ABUR-39] 1u (V25) 36d | [DFSH334001-BEIG-44] 1u (V25) 36d | [DFSH334010-PINK-40] 1u (V24) 36d | [DFSH334001-PINK-38] 1u (V24) 36d | [DFSH404001-SILV-36] 1u (V25) 36d | [DFSH404001-SILV-39] 1u (V25) 36d | [DFSH404004-ORAN-38] 1u (V25) 36d | [DFSH334001-BLUE-44] 1u (V24) 36d | [DFSH404001-SILV-38] 1u (V25) 36d | [DFSH404001-SILV-37] 2u (V25) 36d | [DFSH404001-SILV-40] 2u (V25) 36d | [DFSH404004-ORAN-40] 1u (V25) 36d | [DFSH334001-BEIG-39] 1u (V25) 36d | [DFSH404001-SILV-41] 1u (V25) 36d | [DFSH404004-MULT-41] 1u (V25) 36d | [DFSH334001-BEIG-44] 1u (V25) 36d | [DFSH406003-GREE-39] 1u (V25) 36d | [DFSH406003-BURG-41] 1u (V25) 36d | [DFSH394001-BLAC-39] 1u (V25) 36d | [DFSH406002-DOTT-40] 1u (V25) 36d | [DFSH334011-ORAN-39] 1u (I23) 36d | [NVK36101-0202-45] 1u (V23) 36d | [DFSH394001-BLAC-37] 1u (V25) 36d | [KV330025-0012-36] 1u (V20) 36d | [DFSH334011-ORAN-36] 1u (I23) 36d | [DFSH334011-ORAN-39] 1u (I23) 36d | [DFSH387005-CREA-41] 1u (I25) 36d;[DFSH334001-BEIG-45] 5u (V25) 36d | [DFSH334009-ORAN-39] 1u (V24) 36d | [LVK22702-0052-41] 2u (V22) 36d | [DFSH334011-PINK-40] 2u (I23) 36d | [DFSH334011-BLAC-38] 1u (I23) 36d | [DFSH334011-PINK-39] 2u (I23) 36d | [DFSH334011-BEIG-40] 1u (I23) 36d | [DFSH394002-BLAC-36] 1u (V25) 36d | [DFSH334001-BEIG-41] 1u (V25) 36d | [DFSH394002-BLAC-37] 1u (V25) 36d | [DFSH392001-SILV-37] 1u (V24) 36d | [DFSH392001-SILV-38] 2u (V24) 36d | [DFSH392001-SILV-39] 3u (V24) 36d | [DFSH392001-SILV-40] 2u (V24) 36d | [DFSH334011-PINK-37] 1u (I23) 36d | [DFSH394001-BLAC-36] 1u (V25) 36d | [DFSH334011-BLAC-39] 1u (I23) 36d | [DFSH334011-BLAC-40] 1u (I23) 36d | [DFSH397001-OFFW-42] 1u (V24) 36d | [DFSH397001-FBLA-37] 3u (V24) 36d | [DFSH397001-OFFW-41] 1u (V24) 36d | [DFSH397001-OFFW-40] 1u (V24) 36d | [DFSH397001-BLAC-41] 1u (V24) 36d | [DFSH397001-BLAC-42] 1u (V24) 36d | [DFSH397001-BLAC-44] 1u (V24) 36d | [DFSH387005-CREA-37] 2u (I25) 36d | [DFSH387005-CREA-38] 2u (I25) 36d | [DFSH387005-CREA-36] 1u (I25) 36d | [DFSH387005-CREA-39] 2u (I25) 36d | [DFSH387005-CREA-40] 1u (I25) 36d;[DFSH334001-KHAK-40] 1u (V24) 36d | [DFSH334001-KHAK-37] 2u (V24) 36d | [BJSH384001-OFFW-37] 1u (V25) 36d
CLAGD/Stock/StorageGD/CLA-072-14-01-03;GOLD;V24+I25+V23;64;346.62;C+A+D;324;60;12;[BJSH542020-NAVY-41] 10u (I25) 128d | [BJSH542020-TAN-38] 10u (I25) 128d | [BJSH542020-TAN-38] 10u (I25) 128d | [COSH542084-BRON-30] 10u (I25) 128d;;[BWSH300083-BLAC-38] 3u (V24) 128d | [BWSH300083-BLAC-39] 3u (V24) 128d | [BWSH300083-BLAC-41] 1u (V24) 128d | [BWSH300083-BLAC-40] 2u (V24) 128d | [BWSH300083-BLAC-37] 2u (V24) 128d | [BWSH300083-BLAC-36] 1u (V24) 128d;[NV128537-0037-34] 1u (V23) 324d | [NV128537-0037-30] 1u (V23) 324d | [NV128537-0037-31] 1u (V23) 324d | [NV128537-0037-35] 1u (V23) 324d | [NV128537-0037-27] 1u (V23) 324d | [NV128537-0037-26] 1u (V23) 324d | [NV128537-0037-25] 1u (V23) 324d | [NV128537-0037-24] 1u (V23) 324d | [NV128537-0037-33] 1u (V23) 324d | [NV128537-0037-28] 1u (V23) 324d | [NV128537-0037-29] 1u (V23) 324d | [NV128537-0037-32] 1u (V23) 324d
CLABD/Stock/StorageBD/CLA-070-01-01-02;BLACK;I23+I25;52;338.96;C+B+A;177;40;11;[DFSH370011-BLAC-38] 12u (I25) 177d | [DFSH370011-BLAC-38] 12u (I25) 177d;[DFSH334011-ORAN-39] 1u (I23) 120d;[DFSH334011-BLAC-39] 3u (I23) 121d | [DFSH334011-BLAC-38] 3u (I23) 121d | [DFSH334011-ORAN-38] 1u (I23) 120d | [DFSH334011-BLAC-37] 2u (I23) 121d | [DFSH334011-BEIG-36] 1u (I23) 120d | [DFSH334011-BEIG-37] 2u (I23) 120d | [DFSH334011-PINK-39] 1u (I23) 121d | [DFSH334011-BEIG-37] 7u (I23) 120d | [DFSH334011-BEIG-36] 2u (I23) 120d | [DFSH334011-BLAC-37] 1u (I23) 121d | [DFSH334011-PINK-41] 1u (I23) 120d | [DFSH334011-BLAC-40] 2u (I23) 121d | [DFSH334011-ORAN-37] 1u (I23) 121d;
CLAGD/Stock/StorageGD/CLAGD/Stock/EXTB2BGD/CLA-009-02-03-01;BLACK;I25;109;55.33;C+B+A;154;110;10;[DFSH370021-BURG-38] 2u (I25) 154d | [DFSH370021-BURG-39] 2u (I25) 154d | [DFSH370021-BURG-40] 1u (I25) 154d;[DFSH370021-BURG-37] 2u (I25) 154d | [DFSH370021-BURG-41] 1u (I25) 154d;[DFSH370021-BURG-36] 1u (I25) 154d | [COSH283119-WHIT-29] 10u (I25) 148d | [COSH283119-BLAC-36] 10u (I25) 148d | [COSH283119-BEIG-32] 10u (I25) 148d | [COSH283119-BEIG-30] 10u (I25) 148d | [COSH283119-BEIG-28] 10u (I25) 148d | [COSH542104-GOLD-34] 10u (I25) 141d | [COSH542104-GOLD-34] 10u (I25) 141d | [COSH542104-GOLD-34] 10u (I25) 141d | [COSH542104-GOLD-28] 10u (I25) 141d | [COSH542104-GOLD-25] 10u (I25) 141d;
CLAGD/Stock/StorageGD/CLA-041-02-01-03;GOLD;V22+V25+I24+I23;58;239.06;B+A+D+C;15;60;10;[BJSH543006-BLAC-40] 10u (I24) 15d;[MV232305-0020-38] 10u (V22) 15d | [COSH264013-MULT-33] 10u (V25) 15d | [BJSH542076-BLAC-32] 1u (I23) 15d | [BJSH542076-BLAC-30] 2u (I23) 15d | [BJSH542076-BLAC-37] 1u (I23) 15d | [COSH264013-MULT-33] 10u (V25) 15d;[MV232308-0020-40] 10u (V22) 15d;[BJSH592001-BLAC-35] 2u (I23) 15d | [BJSH542065-TAN-30] 1u (I23) 15d | [BJSH387004-MULT-37] 1u (V25) 15d
CLAGD/Stock/StorageGD/CLA-042-06-01-02;GOLD;I25+I24+V24+V22;101;235.63;B+A+C;730;100;10;[COSH542020-TAUP-30] 10u (I25) 437d | [COSH542020-TAUP-30] 10u (I25) 437d | [BJSH542020-NAVY-33] 10u (I25) 437d;[COSH542065-TAUP-29] 10u (I25) 437d | [COSH542065-TAUP-29] 10u (I25) 437d | [COSH542065-TAUP-26] 10u (I25) 437d | [BJSH527060-OFFW-36] 3u (V24) 638d;[COSH264005-BLAC-22] 10u (I24) 449d | [BJSH527060-OFFW-35] 2u (V24) 638d | [BJSH527060-OFFW-37] 2u (V24) 638d | [MVS14163-0001-24] 12u (V22) 730d | [MVS14163-0001-22] 12u (V22) 730d;
CLAGD/Stock/StorageGD/CLA-042-08-01-03;GENERIC;V23+I25+V24;80;420.20;D+B+C+A;730;80;10;[COSH542083-TAUP-29] 10u (I25) 190d | [BJSH542020-TAUP-35] 10u (I25) 161d;[BJSH542021-TAN-23] 10u (I25) 730d | [BJSH542021-TAN-23] 10u (I25) 730d | [BJSH542021-TAN-23] 10u (I25) 730d;[BJSH534002-BLAC-35] 10u (V24) 610d;[NV556205-0043-34] 10u (V23) 730d | [NV556205-0043-33] 10u (V23) 730d
CLABD/Stock/StorageBD/CLA-064-05-01-02;BLACK;V26+V24;96;923.30;C+B+A;624;80;10;[DFSH387006-WHIT-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d;[DFSH387006-WHIT-40] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d;[DFSH387006-WHIT-36] 1u (V26) 149d | [DFSH387006-WHIT-37] 2u (V26) 149d | [DFSH387006-WHIT-38] 3u (V26) 149d | [DFSH387006-WHIT-39] 3u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH392001-WHIT-36] 1u (V24) 624d | [DFSH392001-WHIT-37] 2u (V24) 624d | [DFSH392001-WHIT-38] 3u (V24) 624d | [DFSH392001-WHIT-39] 3u (V24) 624d | [DFSH392001-WHIT-40] 2u (V24) 624d | [DFSH392001-WHIT-41] 1u (V24) 624d | [DFSH392001-WHIT-36] 1u (V24) 624d | [DFSH392001-WHIT-37] 2u (V24) 624d | [DFSH392001-WHIT-38] 3u (V24) 624d | [DFSH392001-WHIT-39] 3u (V24) 624d | [DFSH392001-WHIT-40] 2u (V24) 624d | [DFSH392001-WHIT-41] 1u (V24) 624d;
CLABD/Stock/StorageBD/CLA-064-09-02-01;BLACK;V26;84;910.03;C+B+A;149;70;10;[DFSH387006-WHIT-41] 1u (V26) 149d | [DFSH387006-WHIT-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d | [DFSH387006-BLAC-38] 3u (V26) 149d | [DFSH387006-BLAC-39] 3u (V26) 149d | [DFSH387006-BLAC-41] 1u (V26) 149d;[DFSH387006-WHIT-40] 2u (V26) 149d | [DFSH387006-WHIT-40] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d | [DFSH387006-BLAC-36] 1u (V26) 149d | [DFSH387006-BLAC-37] 2u (V26) 149d;[DFSH387006-WHIT-36] 1u (V26) 149d | [DFSH387006-WHIT-37] 2u (V26) 149d | [DFSH387006-WHIT-38] 3u (V26) 149d | [DFSH387006-WHIT-39] 3u (V26) 149d | [DFSH387006-WHIT-36] 1u (V26) 149d | [DFSH387006-WHIT-37] 2u (V26) 149d | [DFSH387006-WHIT-38] 3u (V26) 149d | [DFSH387006-WHIT-39] 3u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d | [DFSH387006-BLAC-40] 2u (V26) 149d;
CLABD/Stock/StorageBD/CLA-070-07-03-03;BLACK;I25+V23;105;1084.14;A+C+D;28;100;10;[DFSH371006-BLAC-38] 12u (I25) 28d | [DFSH371006-BLAC-38] 12u (I25) 28d | [NVK22060-0001-37] 9u (V23) 28d | [NVK22060-0001-37] 9u (V23) 28d | [NVK22060-0001-37] 9u (V23) 28d | [NVK22060-0001-37] 9u (V23) 28d | [NVK22060-0001-37] 9u (V23) 28d;;[DFSH407005-BLAC-40] 3u (I25) 28d | [DFSH407005-BLAC-41] 1u (I25) 28d | [DFSH407005-BLAC-36] 1u (I25) 28d | [DFSH407005-BLAC-37] 2u (I25) 28d | [DFSH407005-BLAC-38] 3u (I25) 28d | [DFSH407006-MINT-36] 1u (I25) 28d | [DFSH407006-MINT-37] 2u (I25) 28d | [DFSH407006-MINT-38] 3u (I25) 28d | [DFSH407006-MINT-39] 3u (I25) 28d | [DFSH407006-MINT-41] 1u (I25) 28d | [DFSH407006-MINT-36] 1u (I25) 28d | [DFSH407006-MINT-37] 2u (I25) 28d | [DFSH407006-MINT-38] 3u (I25) 28d | [DFSH407006-MINT-39] 3u (I25) 28d | [DFSH407006-MINT-41] 1u (I25) 28d;[DFSH407005-BLAC-39] 2u (I25) 28d | [DFSH407006-MINT-40] 2u (I25) 28d | [DFSH407006-MINT-40] 2u (I25) 28d
CLAGD/Stock/StorageGD/CLA-043-08-01-01;GOLD;V22+I25+I24;43;209.20;D+C+B+A;455;30;9;[BJSH543008-BLAC-35] 10u (I25) 455d;[MV231507-0001-38] 2u (V22) 357d;[MV231507-0001-39] 2u (V22) 357d | [OSSX102098-BLAC-24] 2u (I24) 246d | [OSSX102098-BLAC-21] 2u (I24) 246d | [OSSX102098-BLAC-23] 2u (I24) 246d | [OSSX102098-BLAC-20] 1u (I24) 246d | [OSSP122073-NAVY-21] 1u (I24) 246d | [OSSP122032-NAVY-25] 2u (I24) 246d | [OSSP122032-NAVY-23] 2u (I24) 246d | [OSSX102103-PINK-26] 1u (I24) 246d | [COSP265068-PLOM-31] 1u (I24) 246d | [OSSP122073-BLAC-24] 1u (I24) 246d | [OSSP122073-BLAC-20] 1u (I24) 246d | [OSSP122073-NAVY-23] 1u (I24) 246d | [OSSP122073-NAVY-22] 1u (I24) 246d;[MV231508-0160-38] 3u (V22) 357d | [MV231508-0160-40] 2u (V22) 357d | [MV231508-0160-37] 3u (V22) 357d | [MV231508-0160-39] 3u (V22) 357d
CLAGD/Stock/StorageGD/CLA-047-07-01-02;GOLD;V20+I24+V25;56;172.36;C+A+B;888;60;9;[BJSH542090-GOLD-33] 4u (I24) 387d;[BJSH542090-GOLD-41] 4u (I24) 359d | [BJSH542090-GOLD-34] 3u (I24) 387d;[JVK25102-0598-37] 7u (V20) 888d | [JVK25102-0598-38] 2u (V20) 888d | [BWSH360003-BEIG-38] 3u (V25) 133d | [BWSH360003-BEIG-37] 2u (V25) 133d | [BWSH360003-BEIG-36] 1u (V25) 133d | [BWSH360003-BEIG-39] 3u (V25) 133d | [BWSH360003-BEIG-41] 1u (V25) 133d | [BWSH360003-BEIG-40] 2u (V25) 133d | [BWSH360003-BEIG-36] 1u (V25) 133d | [BWSH360003-BEIG-37] 2u (V25) 133d | [BWSH360003-BEIG-38] 3u (V25) 133d | [BWSH360003-BEIG-39] 3u (V25) 133d | [BWSH360003-BEIG-40] 2u (V25) 133d | [BWSH360003-BEIG-41] 1u (V25) 133d | [BWSH360003-BEIG-36] 1u (V25) 133d | [BWSH360003-BEIG-37] 2u (V25) 133d | [BWSH360003-BEIG-38] 3u (V25) 133d | [BWSH360003-BEIG-39] 3u (V25) 133d | [BWSH360003-BEIG-40] 2u (V25) 133d | [BWSH360003-BEIG-41] 1u (V25) 133d;
CLABD/Stock/StorageBD/CLA-064-08-01-02;BLACK;I25+V26+V25;119;1628.84;D+C+A+B;37;60;8;[DFSH407007-COW-38] 1u (I25) 37d;[DFSH407001-BEIG-40] 1u (V26) 37d | [DFSH407007-COW-37] 1u (I25) 37d | [DFSH407002-BEIG-40] 1u (V26) 37d | [DFSH407007-LEOP-40] 1u (I25) 37d | [DFSH407002-BLAC-41] 1u (V26) 37d | [DFSH407001-KHAK-38] 5u (V26) 37d | [DFSH407001-KHAK-36] 1u (V26) 37d | [DFSH407001-KHAK-37] 2u (V26) 37d | [DFSH407001-KHAK-39] 1u (V26) 37d | [DFSH407007-LEOP-40] 2u (I25) 37d | [DFSH414001-TAUP-39] 2u (I25) 37d | [DFSH414001-TAUP-38] 1u (I25) 37d | [DFSH407007-LEOP-38] 4u (I25) 37d | [DFSH407001-KHAK-36] 2u (V26) 37d | [DFSH407001-KHAK-38] 2u (V26) 37d | [DFSH407001-KHAK-39] 1u (V26) 37d | [DFSH407001-KHAK-41] 1u (V26) 37d | [DFSH407007-LEOP-40] 1u (I25) 37d | [DFSH407001-KHAK-39] 3u (V26) 37d | [DFSH407001-KHAK-36] 3u (V26) 37d | [DFSH407001-KHAK-37] 7u (V26) 37d | [DFSH407001-KHAK-38] 3u (V26) 37d | [DFSH407002-TAUP-39] 2u (V26) 37d | [DFSH407007-LEOP-38] 1u (I25) 37d | [DFSH407001-KHAK-41] 1u (V26) 37d | [DFSH407002-BLAC-40] 1u (V26) 37d | [DFSH407001-KHAK-36] 2u (V26) 37d | [DFSH407001-KHAK-39] 2u (V26) 37d | [DFSH407001-KHAK-40] 3u (V26) 37d | [DFSH407001-KHAK-38] 1u (V26) 37d | [DFSH407001-KHAK-37] 3u (V26) 37d | [DFSH407001-BEIG-38] 2u (V26) 37d | [DFSH407001-BEIG-40] 1u (V26) 37d | [DFSH407001-KHAK-41] 2u (V26) 37d | [DFSH407001-BEIG-40] 1u (V26) 37d | [DFSH407002-TAN-38] 1u (V25) 37d | [DFSH407001-KHAK-39] 3u (V26) 37d | [DFSH407001-KHAK-40] 1u (V26) 37d | [DFSH407001-KHAK-36] 2u (V26) 37d | [DFSH407001-FUCH-38] 1u (V26) 37d | [DFSH407001-TAUP-39] 1u (V26) 37d | [DFSH407002-TAN-41] 1u (V25) 37d | [DFSH407001-KHAK-38] 2u (V26) 37d | [DFSH407001-TAUP-37] 1u (V26) 37d | [DFSH407001-KHAK-37] 1u (V26) 37d | [DFSH407007-LEOP-38] 1u (I25) 37d;[DFSH407005-BLAC-36] 2u (I25) 37d | [DFSH407007-LEOP-36] 1u (I25) 37d | [DFSH407005-BLAC-37] 2u (I25) 37d | [DFSH407005-BLAC-38] 1u (I25) 37d | [DFSH407007-LEOP-37] 3u (I25) 37d | [DFSH407005-BLAC-40] 2u (I25) 37d | [DFSH407006-MINT-38] 1u (I25) 37d | [DFSH407007-LEOP-36] 1u (I25) 37d | [DFSH407005-BLAC-36] 1u (I25) 37d | [DFSH407007-LEOP-37] 1u (I25) 37d | [DFSH414001-TAUP-40] 1u (I25) 37d | [DFSH407007-LEOP-39] 5u (I25) 37d | [DFSH407006-MINT-38] 1u (I25) 37d | [DFSH407007-LEOP-37] 3u (I25) 37d | [DFSH407007-LEOP-36] 1u (I25) 37d | [DFSH414001-CHOC-40] 1u (I25) 37d | [DFSH407007-LEOP-37] 3u (I25) 37d | [DFSH407004-BEIG-36] 1u (I25) 37d | [DFSH407004-BEIG-39] 1u (I25) 37d;[DFSH407005-BLAC-39] 3u (I25) 37d
