ID_UBICACION;MARCA;TEMPORADAS;STOCK_TOTAL_UBICACION;VALOR_STOCK_€;CLASES_ABC;DIAS_MAX;OCUPACION_%;PRODUCTOS_A;PRODUCTOS_B;PRODUCTOS_C;PRODUCTOS_D
CLABD/Stock/StorageBD/CLA-004-05-01-01;BLACK;V25;1200;6276.51;A;91;120;[DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0174-0804] 50u (V25) 91d | [DFKSUN0174-0804] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFSU939002-GREE] 50u (V25) 91d | [DFSU939002-GREE] 50u (V25) 91d | [DFSU939002-GREE] 50u (V25) 91d | [DFKSUN0246-0800] 50u (V25) 91d | [DFSU944001-TORT] 50u (V25) 91d | [DFSU944001-BLAC] 50u (V25) 91d;;;
CLABD/Stock/StorageBD/CLA-004-05-03-01;BLACK;V25;1200;5631.71;A;91;120;[DFKSUN0173-0800] 50u (V25) 91d | [DFKSUN0172-0804] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0214-0802] 50u (V25) 91d | [DFKSUN0143-0800] 50u (V25) 91d | [DFSU939002-BLAC] 50u (V25) 91d | [DFSU939001-SILV] 50u (V25) 91d | [DFSU939001-SILV] 50u (V25) 91d | [DFSU939001-SILV] 50u (V25) 91d | [DFSU939001-GREY] 50u (V25) 91d | [DFSU939001-DGRE] 50u (V25) 91d | [DFKSUN0246-0800] 50u (V25) 91d | [DFKSUN0246-0800] 50u (V25) 91d | [DFKSUN0245-0804] 50u (V25) 91d | [DFSU944001-GREY] 50u (V25) 91d | [DFSU944001-BLAC] 50u (V25) 91d;;;
CLABD/Stock/StorageBD/CLA-004-05-03-03;BLACK;V25;1200;5496.97;A;91;120;[DFSU917001-TRAN] 50u (V25) 91d | [DFSU917001-TRAN] 50u (V25) 91d | [DFKSUN0172-0804] 50u (V25) 91d | [DFKSUN0172-0804] 50u (V25) 91d | [DFKSUN0172-0804] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0214-0802] 50u (V25) 91d | [DFKSUN0214-0802] 50u (V25) 91d | [DFKSUN0143-0800] 50u (V25) 91d | [DFSU939002-BLAC] 50u (V25) 91d | [DFSU939002-BLAC] 50u (V25) 91d | [DFSU939002-BLAC] 50u (V25) 91d | [DFSU939001-GREY] 50u (V25) 91d | [DFSU939001-DGRE] 50u (V25) 91d | [DFKSUN0246-0800] 50u (V25) 91d | [DFKSUN0245-0804] 50u (V25) 91d | [DFSU944001-BLAC] 50u (V25) 91d | [DFSU944001-BLAC] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0214-0802] 50u (V25) 91d | [DFKSUN0214-0802] 50u (V25) 91d;;;
CLABD/Stock/StorageBD/CLA-004-08-02-02;BLACK;V25;1200;5619.70;A;91;120;[DFKSUN0826-0058] 50u (V25) 91d | [DFKSUN0173-0800] 50u (V25) 91d | [DFKSUN0173-0800] 50u (V25) 91d | [DFKSUN0173-0800] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0171-0800] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFKSUN0216-0813] 50u (V25) 91d | [DFSU913001-AMBE] 50u (V25) 91d | [DFKSUN0143-0800] 50u (V25) 91d | [DFKSUN0140] 50u (V25) 91d | [DFSU939002-GREE] 50u (V25) 91d | [DFSU939002-GREE] 50u (V25) 91d | [DFSU939002-GREE] 50u (V25) 91d | [DFSU939002-GREE] 50u (V25) 91d | [DFSU939002-BLAC] 50u (V25) 91d | [DFKSUN0246-0800] 50u (V25) 91d | [DFKSUN0246-0800] 50u (V25) 91d | [DFKSUN0246-0800] 50u (V25) 91d | [DFKSUN0246-0800] 50u (V25) 91d | [DFKSUN0245-0804] 50u (V25) 91d | [DFKSUN0245-0804] 50u (V25) 91d;;;
CLABD/Stock/StorageBD/CLA-004-09-02-01;BLACK;V25;1200;5667.05;A;91;120;[DFSU918001-TRAN] 50u (V25) 91d | [DFSU918001-TRAN] 50u (V25) 91d | [DFSU918001-TORT] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFKSUN0182-0801] 50u (V25) 91d | [DFKSUN0182-0801] 50u (V25) 91d | [DFKSUN0182-0801] 50u (V25) 91d | [DFKSUN0181-0804] 50u (V25) 91d | [DFKSUN0181-0804] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-BLAC] 50u (V25) 91d | [DFSU921001-AMBE] 50u (V25) 91d | [DFSU921001-AMBE] 50u (V25) 91d;;;
CLABD/Stock/StorageBD/CLA-004-09-03-01;BLACK;V25;1200;6006.98;A;91;120;[DFSU918001-TORT] 50u (V25) 91d | [DFSU918001-TORT] 50u (V25) 91d | [DFSU918001-TORT] 50u (V25) 91d | [DFSU918001-TORT] 50u (V25) 91d | [DFSU918001-GREE] 50u (V25) 91d | [DFKSUN0182-0801] 50u (V25) 91d | [DFKSUN0182-0801] 50u (V25) 91d | [DFKSUN0182-0801] 50u (V25) 91d | [DFKSUN0181-0804] 50u (V25) 91d | [DFKSUN0181-0804] 50u (V25) 91d | [DFKSUN0181-0804] 50u (V25) 91d | [DFSU919001-LAVE] 50u (V25) 91d | [DFSU919001-LAVE] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-AMBE] 50u (V25) 91d | [DFSU921001-AMBE] 50u (V25) 91d;;;
CLABD/Stock/StorageBD/CLA-051-03-02-01;BLACK;V25;1200;4080.72;A;39;120;[DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d | [DFKSUN0212-0800] 50u (V25) 39d;;;
CLABD/Stock/StorageBD/CLA-056-04-03-03;BLACK;V25;1200;4080.72;A;206;120;[DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 206d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 206d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 206d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 206d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 206d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 206d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d | [DFKSUN0212-0800] 50u (V25) 171d;;;
CLABD/Stock/StorageBD/CLA-056-08-02-01;BLACK;V25;1200;5637.02;A;214;120;[DFSU906005-KHAK] 50u (V25) 214d | [DFSU906005-KHAK] 50u (V25) 214d | [DFSU906005-KHAK] 50u (V25) 214d | [DFSU906005-KHAK] 50u (V25) 214d | [DFSU906005-KHAK] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-BROW] 50u (V25) 214d | [DFSU906005-AMBE] 50u (V25) 214d | [DFSU906005-AMBE] 50u (V25) 214d | [DFSU906005-AMBE] 50u (V25) 214d | [DFSU906005-AMBE] 50u (V25) 214d | [DFSU906005-AMBE] 50u (V25) 214d | [DFSU906005-AMBE] 50u (V25) 214d | [DFSU906005-AMBE] 50u (V25) 214d | [DFSU906005-AMBE] 50u (V25) 214d;;;
CLABD/Stock/StorageBD/CLA-004-01-03-03;BLACK;V25;1150;5260.49;A;91;115;[DFSU918001-TORT] 50u (V25) 91d | [DFKSUN0182-0801] 50u (V25) 91d | [DFKSUN0182-0801] 50u (V25) 91d | [DFKSUN0181-0804] 50u (V25) 91d | [DFKSUN0164] 50u (V25) 91d | [DFKSUN0163-0804] 50u (V25) 91d | [DFSU919001-LAVE] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-TRAN] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-GREE] 50u (V25) 91d | [DFSU921001-BLAC] 50u (V25) 91d | [DFSU921001-AMBE] 50u (V25) 91d | [DFSU921001-AMBE] 50u (V25) 91d | [DFSU921001-AMBE] 50u (V25) 91d;;;
CLABD/Stock/StorageBD/CLA-004-09-01-02;BLACK;V25;1150;29442.86;A;91;115;[DFKSUN0218-0802] 50u (V25) 91d | [DFKSUN0218-0802] 50u (V25) 91d | [DFKSUN0218-0802] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFKSUN0213-0800] 50u (V25) 91d | [DFSU935001-BLUE] 50u (V25) 91d | [DFKSUN0244-0509] 50u (V25) 91d | [DFSU930001-PURP] 50u (V25) 91d | [DFSU929001-PURP] 50u (V25) 91d | [DFKSUN5411-0003] 50u (V25) 91d | [DFKSUN5411-0003] 50u (V25) 91d | [DFSU930001-GREE] 50u (V25) 91d;;;
CLABD/Stock/StorageBD/CLA-056-09-02-03;BLACK;V25;1150;5483.32;A;214;115;[DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d | [DFSU906004-KHAK] 50u (V25) 214d;;;
