ID_UBICACION;MARCA;TEMPORADAS;STOCK_TOTAL_UBICACION;VALOR_STOCK_€;CLASES_ABC;DIAS_MAX;OCUPACION_%;PRODUCTOS_A;PRODUCTOS_B;PRODUCTOS_C;PRODUCTOS_D
CLABD/Stock/StorageBD/CLA-004-03-01-03;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-004-04-01-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-004-04-01-03;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-004-04-02-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-004-04-02-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-004-04-03-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-004-05-02-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-004-08-01-03;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-010-08-01-03;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-010-09-02-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-01-01-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-01-01-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-02-01-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-02-02-03;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-02-03-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-03-02-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-03-02-03;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-03-03-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-04-01-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-04-02-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-04-02-03;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-05-01-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-05-01-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-06-02-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-06-02-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-06-02-03;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-031-06-03-01;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-048-03-02-02;BLACK;;0;0.00;;-Infinity;0;;;;
CLABD/Stock/StorageBD/CLA-048-04-01-01;BLACK;;0;0.00;;-Infinity;0;;;;
