ID_UBICACION;MARCA;TEMPORADAS;STOCK_TOTAL_UBICACION;VALOR_STOCK_€;CLASES_ABC;DIAS_MAX;OCUPACION_%;STOCK_EXACTO_BUSQUEDA;PRODUCTOS_A;PRODUCTOS_B;PRODUCTOS_C;PRODUCTOS_D
CLAGD/Stock/StorageGD/CLAGD/Stock/EXTB2BGD/CLA-009-07-02-01;GOLD;I25;130;0.00;D;136;130;0;;;;[COSH542105-TAN-35] 10u (I25) 136d | [COSH542105-TAN-34] 10u (I25) 136d | [COSH542105-TAN-34] 10u (I25) 136d | [COSH542105-TAN-34] 10u (I25) 136d | [COSH542105-TAN-33] 10u (I25) 136d | [COSH542105-TAN-30] 10u (I25) 136d | [COSH542105-TAN-29] 10u (I25) 136d | [COSH542105-TAN-28] 10u (I25) 136d | [COSH542105-TAN-26] 10u (I25) 136d | [COSH542105-TAN-26] 10u (I25) 136d | [COSH542105-TAN-26] 10u (I25) 136d | [COSH542105-TAN-25] 10u (I25) 136d | [COSH542105-TAN-22] 10u (I25) 136d
CLAGD/Stock/StorageGD/CLA-040-01-01-02;GOLD;V24+I25;34;200.44;C+D;620;30;0;;;[COSH285038-GOLD-27] 1u (V24) 408d | [COSH285038-GOLD-28] 1u (V24) 408d | [COSH285038-GOLD-29] 1u (V24) 408d | [COSH285038-GOLD-30] 2u (V24) 408d | [COSH285038-GOLD-31] 2u (V24) 408d | [COSH285038-GOLD-32] 2u (V24) 408d | [COSH285038-GOLD-33] 1u (V24) 408d | [COSH285038-GOLD-34] 1u (V24) 408d | [COSH285038-GOLD-35] 1u (V24) 408d | [BJSH328029-BLAC-40] 12u (V24) 620d;[COSH200002-NAVY-30] 10u (I25) 123d
CLAGD/Stock/StorageGD/CLA-041-04-01-03;GOLD;V25+I20+I24+I23+I17;130;408.62;D+B+C+A;579;120;0;[BJSH373001-GOLD-35] 2u (I24) 415d | [COSH283007-WHIT-27] 1u (I23) 514d | [COSH283007-WHIT-28] 1u (I23) 514d | [COSH283007-WHIT-29] 1u (I23) 514d | [COSH283007-WHIT-30] 2u (I23) 514d | [COSH283007-WHIT-32] 1u (I23) 514d | [COSH283007-WHIT-34] 1u (I23) 514d | [COSH283007-WHIT-29] 1u (I23) 381d | [COSH283007-WHIT-30] 2u (I23) 381d | [COSH283007-WHIT-32] 2u (I23) 381d | [COSH283007-WHIT-34] 1u (I23) 381d | [COSH283007-WHIT-27] 1u (I23) 513d | [COSH283007-WHIT-28] 1u (I23) 513d | [COSH283007-WHIT-29] 1u (I23) 513d | [COSH283007-WHIT-30] 2u (I23) 513d | [COSH283007-WHIT-32] 1u (I23) 513d | [COSH283007-WHIT-34] 1u (I23) 513d;[KI226829-0078-41] 7u (I20) 30d | [KI226829-0078-40] 2u (I20) 30d | [KI226829-0078-41] 2u (I20) 30d | [KI226831-0078-41] 1u (I20) 30d | [KI226829-0078-40] 3u (I20) 30d | [KI226826-0020-37] 2u (I20) 30d | [BJSH373001-GOLD-32] 1u (I24) 415d | [BJSH373001-GOLD-33] 1u (I24) 415d | [BJSH373001-GOLD-36] 2u (I24) 415d | [BJSH373001-GOLD-37] 2u (I24) 415d | [BJSH373001-GOLD-38] 1u (I24) 415d | [BJSH373001-GOLD-39] 1u (I24) 415d | [OSSH141064-PEWT-23] 1u (I24) 513d | [OSSH141064-PEWT-24] 1u (I24) 513d | [OSSH141064-PEWT-26] 2u (I24) 513d | [OSSH141064-PEWT-27] 2u (I24) 513d | [OSSH141064-PEWT-28] 2u (I24) 513d | [OSSH141064-PEWT-29] 1u (I24) 513d | [COSH283007-WHIT-31] 2u (I23) 514d | [COSH283007-WHIT-33] 1u (I23) 514d | [COSH283007-WHIT-35] 1u (I23) 514d | [COSH283007-WHIT-36] 1u (I23) 514d | [COSH283007-WHIT-31] 2u (I23) 381d | [COSH283007-WHIT-33] 2u (I23) 381d | [COSH283007-WHIT-35] 1u (I23) 381d | [COSH283007-WHIT-36] 1u (I23) 381d | [COSH283007-WHIT-31] 2u (I23) 513d | [COSH283007-WHIT-33] 1u (I23) 513d | [COSH283007-WHIT-35] 1u (I23) 513d | [COSH283007-WHIT-36] 1u (I23) 513d | [HI222003-0020_-38] 2u (I17) 579d;[BJSH588022-LEOP-32] 1u (I24) 488d | [BJSH588022-LEOP-33] 1u (I24) 488d | [BJSH588022-LEOP-34] 2u (I24) 488d | [BJSH588022-LEOP-35] 2u (I24) 488d | [BJSH588022-LEOP-36] 2u (I24) 488d | [BJSH588022-LEOP-37] 2u (I24) 488d | [BJSH588022-LEOP-38] 1u (I24) 488d | [BJSH588022-LEOP-39] 1u (I24) 488d | [BJSH586092-PLOM-26] 1u (I24) 396d | [BJSH586092-PLOM-27] 1u (I24) 396d | [BJSH586092-PLOM-28] 1u (I24) 396d | [BJSH586092-PLOM-29] 1u (I24) 396d | [BJSH586092-PLOM-30] 1u (I24) 396d | [BJSH586092-PLOM-31] 1u (I24) 396d | [BJSH586092-PLOM-32] 1u (I24) 396d | [BJSH586092-PLOM-33] 1u (I24) 396d | [BJSH586092-PLOM-34] 1u (I24) 396d | [BJSH586092-PLOM-35] 1u (I24) 396d | [BJSH586092-PLOM-36] 1u (I24) 396d | [BJSH586092-PLOM-37] 1u (I24) 396d | [BJSH586092-PLOM-26] 1u (I24) 374d | [BJSH586092-PLOM-27] 1u (I24) 374d | [BJSH586092-PLOM-28] 1u (I24) 374d | [BJSH586092-PLOM-29] 1u (I24) 374d | [BJSH586092-PLOM-30] 1u (I24) 374d | [BJSH586092-PLOM-31] 1u (I24) 374d | [BJSH586092-PLOM-32] 1u (I24) 374d | [BJSH586092-PLOM-33] 1u (I24) 374d | [BJSH586092-PLOM-34] 1u (I24) 374d | [BJSH586092-PLOM-35] 1u (I24) 374d | [BJSH586092-PLOM-36] 1u (I24) 374d | [BJSH586092-PLOM-37] 1u (I24) 374d | [BJSH373001-GOLD-34] 1u (I24) 415d | [BJSH373001-GOLD-40] 1u (I24) 415d | [OSSH141064-PEWT-22] 1u (I24) 513d | [OSSH141064-PEWT-25] 2u (I24) 513d;[COTXTSH050-WHIT-6A] 8u (V25) 277d | [HI222003-0020_-36] 1u (I17) 579d | [HI222003-0020_-37] 2u (I17) 579d | [HI222003-0020_-39] 2u (I17) 579d | [HI222003-0020_-40] 1u (I17) 579d | [HI222003-0020_-41] 1u (I17) 579d
CLAGD/Stock/StorageGD/CLA-042-05-02-03;GOLD;I25+I24+V24;94;227.74;A+C+B;564;90;0;[BJSH542020-NAVY-33] 10u (I25) 432d | [COSH542020-TAUP-25] 10u (I25) 432d | [COSH542020-TAUP-25] 10u (I25) 432d | [COSH542020-TAUP-25] 10u (I25) 432d;[COSH542020-TAUP-24] 10u (I25) 432d | [BJSH527060-OFFW-34] 1u (V24) 421d | [BJSH527060-OFFW-35] 2u (V24) 421d | [BJSH527060-OFFW-36] 2u (V24) 421d;[COSH283092-MULT-24] 10u (I24) 421d | [COSH283092-MULT-23] 10u (I24) 421d | [OSSH143073-BLUE-20] 1u (V24) 564d | [OSSH143073-BLUE-21] 1u (V24) 564d | [OSSH143073-BLUE-22] 2u (V24) 564d | [OSSH143073-BLUE-23] 2u (V24) 564d | [OSSH143073-BLUE-24] 2u (V24) 564d | [OSSH143073-BLUE-25] 2u (V24) 564d | [OSSH143073-BLUE-26] 2u (V24) 564d | [BJSH527060-OFFW-32] 1u (V24) 421d | [BJSH527060-OFFW-33] 1u (V24) 421d | [BJSH527060-OFFW-37] 2u (V24) 421d | [BJSH527060-OFFW-38] 1u (V24) 421d | [BJSH527060-OFFW-39] 1u (V24) 421d | [BJSH527060-OFFW-40] 1u (V24) 421d;
CLAGD/Stock/StorageGD/CLA-044-06-01-01;GOLD;V23+V24+I25;46;260.72;D+C+B;904;40;0;;[NV128317-0011-34] 12u (V23) 725d;[BWSH328029-BLAC-36] 1u (V24) 229d | [BWSH328029-BLAC-41] 1u (V24) 229d | [BWSH328029-BLAC-37] 2u (V24) 229d | [BWSH328029-BLAC-38] 3u (V24) 229d | [BWSH328029-BLAC-40] 2u (V24) 229d | [BWSH328029-BLAC-39] 3u (V24) 229d;[NV558659-0040-27] 1u (V23) 586d | [NV558659-0040-28] 1u (V23) 586d | [NV558659-0040-29] 1u (V23) 586d | [NV558659-0040-32] 1u (V23) 586d | [NV558659-0040-35] 1u (V23) 586d | [NV558659-0040-37] 1u (V23) 586d | [NV558659-0040-38] 1u (V23) 586d | [NV558659-0207-31] 1u (V23) 586d | [NV558659-0207-32] 1u (V23) 586d | [NV558663-0011-28] 1u (V23) 682d | [NV558663-0011-29] 1u (V23) 682d | [NV558663-0011-31] 1u (V23) 904d | [TESH501001-PINK-25] 10u (I25) 148d
CLAGD/Stock/StorageGD/CLA-044-09-02-03;GOLD;I25;100;210.30;A;156;100;0;[BJSH543008-TAN-40] 10u (I25) 156d | [BJSH543008-TAN-38] 10u (I25) 156d | [BJSH543008-TAN-38] 10u (I25) 156d | [BJSH543008-TAN-38] 10u (I25) 156d | [BJSH543008-TAN-37] 10u (I25) 156d | [BJSH543008-TAN-35] 10u (I25) 156d | [BJSH543008-TAN-35] 10u (I25) 156d | [BJSH543001-BLAC-40] 10u (I25) 156d | [BJSH543001-BLAC-38] 10u (I25) 156d | [BJSH543001-BLAC-35] 10u (I25) 156d;;;
CLAGD/Stock/StorageGD/CLA-045-05-03-01;GOLD;I25;110;1107.70;D+B;220;110;0;;[COSH200001-NAVY-36] 10u (I25) 220d | [COSH200001-NAVY-32] 10u (I25) 220d | [COSH200001-NAVY-30] 10u (I25) 220d | [COSH200001-NAVY-29] 10u (I25) 220d | [COSH200001-NAVY-27] 10u (I25) 220d;;[COSH280001-NAVY-25] 10u (I25) 220d | [COSH200001-NAVY-34] 10u (I25) 220d | [COSH200001-NAVY-33] 10u (I25) 220d | [COSH200001-NAVY-28] 10u (I25) 220d | [COSH200001-NAVY-26] 10u (I25) 220d | [COSH200001-NAVY-25] 10u (I25) 220d
CLAGD/Stock/StorageGD/CLA-045-07-02-02;GOLD;I25;90;61.20;B+D;173;90;0;;[BJSH542021-NAVY-41] 10u (I25) 173d;;[BJSH542021-BEIG-41] 10u (I25) 173d | [BJSH542021-BEIG-38] 10u (I25) 173d | [BJSH542021-BEIG-38] 10u (I25) 173d | [BJSH542021-BEIG-37] 10u (I25) 173d | [BJSH542021-BEIG-37] 10u (I25) 173d | [BJSH542021-BEIG-36] 10u (I25) 173d | [BJSH542021-BEIG-35] 10u (I25) 173d | [BJSH542021-BEIG-33] 10u (I25) 173d
CLAGD/Stock/StorageGD/CLA-046-03-02-02;GOLD;I25;160;0.00;A;193;160;0;[COSH542021-TAUP-32] 10u (I25) 193d | [COSH542021-TAUP-31] 10u (I25) 193d | [COSH542021-TAUP-30] 10u (I25) 193d | [COSH542021-TAUP-30] 10u (I25) 193d | [COSH542021-TAUP-30] 10u (I25) 193d | [COSH542021-TAUP-30] 10u (I25) 193d | [COSH542021-TAUP-30] 10u (I25) 193d | [COSH542021-TAUP-29] 10u (I25) 193d | [COSH542021-TAUP-29] 10u (I25) 193d | [COSH542021-TAUP-29] 10u (I25) 193d | [COSH542021-TAUP-28] 10u (I25) 193d | [COSH542021-TAUP-28] 10u (I25) 193d | [COSH542021-TAUP-28] 10u (I25) 193d | [COSH542021-TAUP-28] 10u (I25) 193d | [COSH542021-TAUP-28] 10u (I25) 193d | [COSH542021-TAUP-27] 10u (I25) 193d;;;
CLAWD/Stock/StorageWD/CLA-049-05-01-03;WHITE;V25+V22;1175;1366.50;C+D+A;309;280;0;[KLABOT03-0269-S] 50u (V25) 309d | [KLABOT03-0269-S] 50u (V25) 309d | [KLABOT03-0020-S] 50u (V22) 309d;;[KLATOP21-0824-S] 50u (V25) 309d | [KLATOP21-0824-S] 50u (V25) 309d | [KLATOP21-0824-S] 50u (V25) 309d | [KLATOP21-0824-S] 50u (V25) 309d | [KLATOP21-0824-M] 50u (V25) 309d | [KLATOP21-0824-M] 50u (V25) 309d | [KLATOP21-0824-M] 50u (V25) 309d | [KLATOP06-0824-M] 50u (V25) 309d | [KLATOP06-0824-M] 50u (V25) 309d | [KLATOP06-0824-M] 50u (V25) 309d | [KLABOT03-0824-M] 50u (V25) 309d | [KLABOT03-0824-M] 50u (V25) 309d | [KATXSAR001-0824] 25u (V25) 309d | [KATXSAR001-0824] 25u (V25) 309d | [KATXSAR001-0824] 25u (V25) 309d | [KATXSAR001-0824] 25u (V25) 309d | [KATXSAR001-0824] 25u (V25) 309d | [KLATOP04-0269-ML] 50u (V25) 309d | [KLABOT03-0517-M] 50u (V25) 309d | [KLABOT02-0269-L] 50u (V25) 309d | [KLABOT02-0269-L] 50u (V25) 309d | [KATXSKI001-0269] 25u (V25) 309d | [KATXSKI001-0269] 25u (V25) 309d | [KATXSKI001-0269] 25u (V25) 309d;[KATXSKI001-0517] 25u (V25) 309d
CLAWD/Stock/StorageWD/CLA-049-05-02-01;WHITE;V24;140;1229.20;B;612;70;0;;[KLBGTOT005] 20u (V24) 612d | [KLBGTOT005] 20u (V24) 612d | [KLBGTOT005] 20u (V24) 612d | [KLBGTOT005] 20u (V24) 612d | [KLBGTOT005] 20u (V24) 612d | [KLBGTOT005] 20u (V24) 612d | [KLBGTOT005] 20u (V24) 612d;;
CLABD/Stock/StorageBD/CLA-051-02-02-02;BLACK;I25;60;864.00;D;128;60;0;;;;[DFSH391010-BROW-40] 10u (I25) 128d | [DFSH391010-BLAC-41] 10u (I25) 128d | [DFSH391010-BLAC-40] 10u (I25) 128d | [DFSH391010-BLAC-39] 10u (I25) 128d | [DFSH391010-BLAC-39] 10u (I25) 128d | [DFSH391010-BLAC-38] 10u (I25) 128d
CLABD/Stock/StorageBD/CLA-051-03-02-01;BLACK;V25;1200;4080.72;A;37;120;0;[DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d | [DFKSUN0212-0800] 50u (V25) 37d;;;
CLABD/Stock/StorageBD/CLA-054-02-01-03;BLACK;V25;1450;2744.59;D;214;320;0;;;;[DFTXTSH032-NAVY-M] 20u (V25) 213d | [DFTXTSH032-NAVY-M] 30u (V25) 213d | [DFTXTSH028-WHIT-M] 30u (V25) 213d | [DFTXTSH028-NAVY-M] 30u (V25) 213d | [DFTXTSH025-WHIT-M] 30u (V25) 213d | [DFTXTSH025-BLAC-S] 30u (V25) 213d | [DFTXTSH024-WHIT-M] 30u (V25) 213d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC029-MULT] 50u (V25) 214d | [DFTXSOC028-MULT] 50u (V25) 214d | [DFTXSOC028-MULT] 50u (V25) 214d | [DFTXSOC028-MULT] 50u (V25) 214d | [DFTXSOC028-MULT] 50u (V25) 214d | [DFTXSOC028-MULT] 50u (V25) 214d | [DFTXSOC028-MULT] 50u (V25) 214d | [DFTXSOC028-MULT] 50u (V25) 214d | [DFTXSOC035-MULT] 50u (V25) 214d | [DFTXSOC035-MULT] 50u (V25) 214d | [DFTXSOC034-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC031-MULT] 50u (V25) 214d | [DFTXSOC029-MULT] 50u (V25) 214d | [DFTXSOC029-MULT] 50u (V25) 214d | [DFTXSOC029-MULT] 50u (V25) 214d | [DFTXSOC029-MULT] 50u (V25) 214d
CLABD/Stock/StorageBD/CLA-054-04-01-02;BLACK;I24+V25+V23+I23+V22;408;3614.93;B+D+C;443;140;0;;[DFTXSWE011-BLACK-L] 24u (I24) 443d | [DFTXHOD019-BROW-XL] 16u (I24) 443d | [DFTXHOD019-BROW-L] 10u (I24) 443d | [DFTXHOD019-BROW-M] 16u (I24) 443d | [DFTXHOD019-BROW-M] 16u (I24) 443d | [DFTXHOD019-GREE-L] 16u (I24) 443d | [DFTXHOD019-GREE-M] 16u (I24) 443d | [DFTXHOD018-GREY-M] 16u (I24) 443d | [DFBGGYM002-BLAC] 48u (V23) 61d | [DFBG24W106-SILV] 43u (I23) 61d | [DFACSC2304-BLAC] 40u (I23) 61d;[DFKCAS0106-0058-Iphone X/XS] 38u (V22) 61d;[DFTXTSH024-GREY-M] 30u (V25) 213d | [DFBG25S001-WHIT] 79u (V25) 61d
CLABD/Stock/StorageBD/CLA-054-04-01-03;BLACK;I24+V25;2089;4786.23;A+B+C+D;556;270;0;[DFTXSOC010-BLAC-41-46] 100u (I24) 556d | [DFTXSOC010-BLAC-41-46] 100u (I24) 556d | [DFTXSOC010-BLAC-41-46] 100u (I24) 556d | [DFTXSOC010-BLAC-41-46] 100u (I24) 556d | [DFTXSOC010-BLAC-41-46] 100u (I24) 556d | [DFTXSOC010-BLAC-36-40] 100u (I24) 556d;[DFTXSOC009-GREE-41-46] 100u (I24) 556d | [DFTXSOC009-GREE-41-46] 100u (I24) 556d | [DFTXSOC009-GREE-41-46] 100u (I24) 556d | [DFTXSOC009-GREE-41-46] 100u (I24) 556d | [DFTXSOC009-GREE-41-46] 100u (I24) 556d | [DFTXSOC009-GREE-41-46] 100u (I24) 556d | [DFTXSOC009-GREE-36-40] 100u (I24) 556d | [DFTXSOC009-GREE-36-40] 100u (I24) 556d | [DFTXSOC005-BLUE-41-46] 100u (I24) 556d | [DFTXSOC005-BLUE-41-46] 100u (I24) 556d | [DFTXSOC005-BLUE-41-46] 100u (I24) 556d;[DFTXSOC005-BLUE-36-40] 100u (I24) 556d | [DFTXSOC005-BLUE-36-40] 100u (I24) 556d;[DFTXTSH028-NAVY-M] 22u (V25) 213d | [DFTXTSH028-NAVY-L] 30u (V25) 213d | [DFTXTSH025-WHIT-S] 18u (V25) 213d | [DFTXTSH025-BLAC-S] 30u (V25) 213d | [DFTXTSH025-BLAC-M] 30u (V25) 213d | [DFTXTSH024-GREY-M] 20u (V25) 213d | [DFTXTSH024-BLAC-M] 20u (V25) 213d | [DFTXTSH023-GREY-M] 19u (V25) 213d
CLABD/Stock/StorageBD/CLA-055-03-02-01;BLACK;I24;300;2761.58;B+A;327;60;0;[DFBG24W111-PINK] 50u (I24) 327d | [DFBG24W111-PINK] 50u (I24) 327d | [DFBG24W111-BROW] 50u (I24) 327d;[DFBG24W111-RED] 50u (I24) 327d | [DFBG24W111-RED] 50u (I24) 327d | [DFBG24W111-RED] 50u (I24) 327d;;
CLABD/Stock/StorageBD/CLA-057-03-01-03;BLACK;V25;900;4364.23;A+B+D;185;90;0;[DFSU906002-GOLD] 50u (V25) 185d | [DFSU906005-BROW] 50u (V25) 171d | [DFSU906005-BLAC] 50u (V25) 171d | [DFSU906005-BLAC] 50u (V25) 171d | [DFSU906005-BLAC] 50u (V25) 171d | [DFSU906005-AMBE] 50u (V25) 171d | [DFSU906006-GREE] 50u (V25) 171d | [DFSU906006-GREE] 50u (V25) 171d | [DFSU906006-GREE] 50u (V25) 171d | [DFSU906006-BROW] 50u (V25) 171d | [DFSU906006-BROW] 50u (V25) 171d;[DFSU906002-BLAC] 50u (V25) 185d | [DFSU906002-SILV] 50u (V25) 171d | [DFSU906002-BLAC] 50u (V25) 171d;;[DFSU919001-TORT] 50u (V25) 143d | [DFSU919001-TORT] 50u (V25) 143d | [DFSU919001-LAVE] 50u (V25) 143d | [DFSU942001-BLAC] 50u (V25) 143d
CLABD/Stock/StorageBD/CLA-058-01-03-03;BLACK;I25;96;982.46;A;211;80;0;[DFSH370005-CAME-36] 1u (I25) 211d | [DFSH370005-CAME-37] 2u (I25) 211d | [DFSH370005-CAME-38] 3u (I25) 211d | [DFSH370005-CAME-39] 3u (I25) 211d | [DFSH370005-CAME-40] 2u (I25) 211d | [DFSH370005-CAME-41] 1u (I25) 211d | [DFSH370005-CAME-36] 1u (I25) 211d | [DFSH370005-CAME-37] 2u (I25) 211d | [DFSH370005-CAME-38] 3u (I25) 211d | [DFSH370005-CAME-39] 3u (I25) 211d | [DFSH370005-CAME-40] 2u (I25) 211d | [DFSH370005-CAME-41] 1u (I25) 211d | [DFSH370005-CAME-36] 1u (I25) 211d | [DFSH370005-CAME-37] 2u (I25) 211d | [DFSH370005-CAME-38] 3u (I25) 211d | [DFSH370005-CAME-39] 3u (I25) 211d | [DFSH370005-CAME-40] 2u (I25) 211d | [DFSH370005-CAME-41] 1u (I25) 211d | [DFSH370005-CAME-36] 1u (I25) 211d | [DFSH370005-CAME-37] 2u (I25) 211d | [DFSH370005-CAME-38] 3u (I25) 211d | [DFSH370005-CAME-39] 3u (I25) 211d | [DFSH370005-CAME-40] 2u (I25) 211d | [DFSH370005-CAME-41] 1u (I25) 211d | [DFSH370005-CAME-36] 1u (I25) 211d | [DFSH370005-CAME-37] 2u (I25) 211d | [DFSH370005-CAME-38] 3u (I25) 211d | [DFSH370005-CAME-39] 3u (I25) 211d | [DFSH370005-CAME-40] 2u (I25) 211d | [DFSH370005-CAME-41] 1u (I25) 211d | [DFSH370005-CAME-36] 1u (I25) 211d | [DFSH370005-CAME-37] 2u (I25) 211d | [DFSH370005-CAME-38] 3u (I25) 211d | [DFSH370005-CAME-39] 3u (I25) 211d | [DFSH370005-CAME-40] 2u (I25) 211d | [DFSH370005-CAME-41] 1u (I25) 211d | [DFSH370005-CAME-36] 1u (I25) 211d | [DFSH370005-CAME-37] 2u (I25) 211d | [DFSH370005-CAME-38] 3u (I25) 211d | [DFSH370005-CAME-39] 3u (I25) 211d | [DFSH370005-CAME-40] 2u (I25) 211d | [DFSH370005-CAME-41] 1u (I25) 211d | [DFSH370005-CAME-36] 1u (I25) 211d | [DFSH370005-CAME-37] 2u (I25) 211d | [DFSH370005-CAME-38] 3u (I25) 211d | [DFSH370005-CAME-39] 3u (I25) 211d | [DFSH370005-CAME-40] 2u (I25) 211d | [DFSH370005-CAME-41] 1u (I25) 211d;;;
CLABD/Stock/StorageBD/CLA-058-08-01-02;BLACK;V25;700;3874.58;A+D;534;70;0;[DFKSUN0211-0802] 50u (V25) 185d | [DFKSUN0211-0802] 50u (V25) 185d | [DFKSUN0565-0011] 50u (V25) 297d | [DFKSUN0561-0020] 50u (V25) 297d | [DFKSUN1231-0020] 50u (V25) 375d | [DFKSUN1231-0020] 50u (V25) 375d | [DFKSUN1231-0020] 50u (V25) 375d | [DFSU916001-BLUE] 50u (V25) 534d | [DFKSUN0262-0801] 50u (V25) 297d;;;[DFSU942001-TORT] 50u (V25) 185d | [DFSU942001-TORT] 50u (V25) 185d | [DFSU942001-TORT] 50u (V25) 185d | [DFSU942001-TORT] 50u (V25) 185d | [DFSU942001-BLAC] 50u (V25) 185d
CLABD/Stock/StorageBD/CLA-059-03-01-01;BLACK;I25;144;1251.66;A;200;120;0;[DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d | [DFSH370011-BEIG-38] 12u (I25) 200d;;;
CLABD/Stock/StorageBD/CLA-060-09-01-01;BLACK;I25;108;708.62;D;192;90;0;;;;[DFSH370021-TAUP-39] 12u (I25) 192d | [DFSH370021-TAUP-39] 12u (I25) 192d | [DFSH370021-TAUP-39] 12u (I25) 192d | [DFSH370021-TAUP-39] 12u (I25) 192d | [DFSH370021-TAUP-39] 12u (I25) 192d | [DFSH370021-TAUP-39] 12u (I25) 192d | [DFSH370021-TAUP-39] 12u (I25) 192d | [DFSH370021-TAUP-39] 12u (I25) 192d | [DFSH370021-TAUP-38] 12u (I25) 192d
CLABD/Stock/StorageBD/CLA-062-01-02-02;BLACK;I25;96;1141.44;D;141;80;0;;;;[DFSH375006-CREA-40] 12u (I25) 141d | [DFSH375006-CREA-39] 12u (I25) 141d | [DFSH375006-CREA-38] 12u (I25) 141d | [DFSH375006-CREA-38] 12u (I25) 141d | [DFSH375006-CREA-37] 12u (I25) 141d | [DFSH375006-CREA-36] 12u (I25) 141d | [DFSH370019-BROW-38] 12u (I25) 141d | [DFSH370019-BROW-36] 12u (I25) 141d
CLABD/Stock/StorageBD/CLA-062-03-03-01;BLACK;I24;72;1247.04;B+A;492;60;0;[DFSH347003-SILV-37] 12u (I24) 492d | [DFSH347003-SILV-37] 12u (I24) 492d | [DFSH347003-SILV-37] 12u (I24) 492d;[DFSH347003-SILV-38] 12u (I24) 492d | [DFSH347003-SILV-38] 12u (I24) 492d | [DFSH347003-SILV-36] 12u (I24) 492d;;
CLABD/Stock/StorageBD/CLA-062-04-02-01;BLACK;I25;144;939.89;D+A;157;120;0;[DFSH370011-BROW-42] 12u (I25) 157d | [DFSH370011-BROW-41] 12u (I25) 157d | [DFSH370011-BROW-41] 12u (I25) 157d;;;[DFSH370021-BEIG-40] 12u (I25) 157d | [DFSH370021-BEIG-40] 12u (I25) 157d | [DFSH370021-BEIG-39] 12u (I25) 157d | [DFSH370021-BEIG-39] 12u (I25) 157d | [DFSH370021-BEIG-39] 12u (I25) 157d | [DFSH370021-BEIG-39] 12u (I25) 157d | [DFSH370021-BEIG-39] 12u (I25) 157d | [DFSH370021-BEIG-38] 12u (I25) 157d | [DFSH370021-BEIG-38] 12u (I25) 157d
CLABD/Stock/StorageBD/CLA-063-06-01-02;BLACK;V23;144;645.12;B;725;120;0;;[NVK33410-0269-39] 12u (V23) 725d | [NVK33410-0269-39] 12u (V23) 725d | [NVK33410-0269-40] 12u (V23) 725d | [NVK33410-0269-39] 12u (V23) 725d | [NVK33410-0269-38] 12u (V23) 725d | [NVK33410-0269-37] 12u (V23) 725d | [NVK33410-0269-37] 12u (V23) 725d | [NVK33410-0269-36] 12u (V23) 725d | [NVK33410-0009-39] 12u (V23) 725d | [NVK33410-0009-39] 12u (V23) 725d | [NVK33410-0009-37] 12u (V23) 725d | [NVK33410-0009-37] 12u (V23) 725d;;
