ID_UBICACION;MARCA;TEMPORADAS;STOCK_TOTAL_UBICACION;VALOR_STOCK_€;CLASES_ABC;DIAS_MAX;OCUPACION_%;STOCK_EXACTO_BUSQUEDA;PRODUCTOS_A;PRODUCTOS_B;PRODUCTOS_C;PRODUCTOS_D
CLABD/Stock/StorageBD/CLA-004-08-01-01;BLACK;V25;550;6975.03;A;89;55;100;[DFKSUN0213-0800] 50u (V25) 89d | [DFKSUN0213-0800] 50u (V25) 89d | [DFSU930001-PURP] 50u (V25) 89d | [DFSU930001-PURP] 50u (V25) 89d | [DFSU930001-PURP] 50u (V25) 89d | [DFSU930001-PURP] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0004] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d;;;
CLABD/Stock/StorageBD/CLA-057-03-03-02;BLACK;V25;900;9455.53;A;89;90;100;[DFKSUN0213-0800] 50u (V25) 89d | [DFKSUN0213-0800] 50u (V25) 89d | [DFKSUN0244-0509] 50u (V25) 89d | [DFSU930001-GREE] 50u (V25) 89d | [DFSU930001-GREE] 50u (V25) 89d | [DFSU929001-RED] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFKSUN5412-0020] 50u (V25) 89d | [DFKSUN5412-0020] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0020] 50u (V25) 89d | [DFKSUN5411-0020] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d;;;
CLABD/Stock/StorageBD/CLA-057-08-01-01;BLACK;V25+I23+V22;597;7276.20;B+A;968;65;100;[DFSU906003-GOLD] 50u (V25) 185d | [DFKSUN0213-0800] 50u (V25) 89d | [DFKSUN0213-0800] 50u (V25) 89d;[DFSU931001-RED] 50u (V25) 353d | [DFSU931001-RED] 50u (V25) 353d | [DFSU931001-RED] 50u (V25) 353d | [DFSU931001-RED] 50u (V25) 353d | [DFSU931001-RED] 50u (V25) 353d | [DFSU931001-RED] 50u (V25) 353d | [DFSU909001-DEMI] 31u (I23) 400d | [DFKOPT0331-0001] 66u (V22) 968d | [DFSU910001-WHIT] 50u (I23) 379d;;
CLABD/Stock/StorageBD/CLA-004-07-02-02;BLACK;V25;700;8232.69;A;89;70;50;[DFKSUN0213-0800] 50u (V25) 89d | [DFSU926001-CARE] 50u (V25) 89d | [DFKSUN0244-0509] 50u (V25) 89d | [DFKSUN0244-0509] 50u (V25) 89d | [DFKSUN0244-0509] 50u (V25) 89d | [DFSU930001-GREE] 50u (V25) 89d | [DFSU929001-RED] 50u (V25) 89d | [DFSU929001-RED] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d;;;
CLABD/Stock/StorageBD/CLA-004-07-02-03;BLACK;V25;950;6813.54;A+D;89;95;50;[DFKSUN0213-0800] 50u (V25) 89d | [DFSU929001-RED] 50u (V25) 89d | [DFSU929001-RED] 50u (V25) 89d | [DFSU918001-GREE] 50u (V25) 89d | [DFKSUN0181-0804] 50u (V25) 89d | [DFKSUN0161] 50u (V25) 89d | [DFKSUN0173-0800] 50u (V25) 89d | [DFKSUN0173-0800] 50u (V25) 89d | [DFKSUN0216-0813] 50u (V25) 89d | [DFKSUN0216-0813] 50u (V25) 89d | [DFKSUN0216-0813] 50u (V25) 89d | [DFKSUN0216-0813] 50u (V25) 89d | [DFKSUN0216-0813] 50u (V25) 89d | [DFKSUN0211-0802] 50u (V25) 89d | [DFKSUN0211-0802] 50u (V25) 89d | [DFKSUN0211-0802] 50u (V25) 89d | [DFKSUN0140] 50u (V25) 89d | [DFKSUN0246-0800] 50u (V25) 89d;;;[DFSU944001-BLAC] 50u (V25) 89d
CLABD/Stock/StorageBD/CLA-004-09-01-01;BLACK;V25;1050;6770.84;A+D;89;105;50;[DFSU918001-TRAN] 50u (V25) 89d | [DFSU918001-TORT] 50u (V25) 89d | [DFSU918001-GREE] 50u (V25) 89d | [DFSU918001-GREE] 50u (V25) 89d | [DFSU918001-GREE] 50u (V25) 89d | [DFSU918001-GREE] 50u (V25) 89d | [DFSU918001-GREE] 50u (V25) 89d | [DFSU918001-GREE] 50u (V25) 89d | [DFSU918001-GREE] 50u (V25) 89d | [DFKSUN0182-0801] 50u (V25) 89d | [DFKSUN0182-0801] 50u (V25) 89d | [DFKSUN0181-0804] 50u (V25) 89d | [DFKSUN0181-0804] 50u (V25) 89d | [DFSU921001-TRAN] 50u (V25) 89d | [DFSU921001-GREE] 50u (V25) 89d | [DFSU921001-BLAC] 50u (V25) 89d | [DFSU921001-BLAC] 50u (V25) 89d | [DFKSUN0213-0800] 50u (V25) 89d;;;[DFSU921001-AMBE] 50u (V25) 89d | [DFSU921001-AMBE] 50u (V25) 89d | [DFSU921001-AMBE] 50u (V25) 89d
CLABD/Stock/StorageBD/CLA-054-03-03-02;BLACK;V25;600;4631.18;A+D;143;60;50;[DFKSUN0213-0800] 50u (V25) 143d;;;[DFSU919001-TORT] 50u (V25) 143d | [DFSU919001-TORT] 50u (V25) 143d | [DFSU919001-LAVE] 50u (V25) 143d | [DFSU919001-LAVE] 50u (V25) 143d | [DFSU919001-LAVE] 50u (V25) 143d | [DFSU919001-LAVE] 50u (V25) 143d | [DFSU919001-LAVE] 50u (V25) 143d | [DFSU942001-BLAC] 50u (V25) 143d | [DFSU942001-BLAC] 50u (V25) 143d | [DFSU942001-BLAC] 50u (V25) 143d | [DFSU942001-BLAC] 50u (V25) 143d
CLABD/Stock/StorageBD/CLA-054-07-01-01;BLACK;V25;650;4975.07;D+A;143;65;50;[DFKSUN0218-0802] 50u (V25) 86d | [DFKSUN0218-0802] 50u (V25) 86d | [DFKSUN0213-0800] 50u (V25) 86d | [DFKSUN0212-0800] 50u (V25) 86d | [DFKSUN0212-0800] 50u (V25) 86d | [DFKSUN0212-0800] 50u (V25) 86d;;;[DFSU942001-CREA] 50u (V25) 116d | [DFSU942001-BLAC] 50u (V25) 143d | [DFSU942001-TORT] 50u (V25) 116d | [DFSU942001-TORT] 50u (V25) 116d | [DFSU942001-CREA] 50u (V25) 116d | [DFSU942001-BLAC] 50u (V25) 143d | [DFSU942001-BLAC] 50u (V25) 143d
CLABD/Stock/StorageBD/CLA-054-09-01-03;BLACK;V25+I24+V23+I22;910;5324.72;D+B+A;1095;170;50;[DFKSUN0244-0509] 50u (V25) 59d | [DFSU929001-RED] 50u (V25) 59d | [DFKSUN0213-0800] 50u (V25) 59d | [DFSU929001-PURP] 50u (V25) 59d;[DFTXPUF005-NAVY-XL] 10u (I24) 422d | [DFACEYE006-GREE] 50u (V23) 815d | [DFACEYE006-GREE] 50u (V23) 815d | [DFACEYE006-PURP] 50u (V23) 815d | [DFACEYE003-GREE] 50u (V23) 815d | [DFKCOR0507-0019] 50u (I22) 1095d | [DFKCOR0507-0019] 50u (I22) 1095d | [DFKCOR0507-0019] 50u (I22) 1095d | [DFKCOR0507-0019] 50u (I22) 1095d | [DFKCOR0507-0019] 50u (I22) 1095d;;[DFBG25S001-WHIT] 50u (V25) 318d | [DFBG25S001-WHIT] 50u (V25) 318d | [DFBG25S001-WHIT] 50u (V25) 318d | [DFBG25S001-WHIT] 50u (V25) 318d | [DFBG25S001-WHIT] 50u (V25) 318d
CLABD/Stock/StorageBD/CLA-056-01-01-01;BLACK;V25+V23;650;4899.00;A+D+B;876;65;50;[DFKSUN0229] 50u (V25) 179d | [DFKSUN0229] 50u (V25) 179d | [DFKSUN0213-0800] 50u (V25) 143d | [DFSU921001-GREE] 50u (V25) 143d;[DFSU901001-GREE] 50u (V23) 876d | [DFSU901001-GREE] 50u (V23) 876d | [DFSU901001-GREE] 50u (V23) 876d;;[DFSU934001-TRAN] 50u (V25) 185d | [DFSU947001-SILV] 50u (V25) 143d | [DFSU947001-SILV] 50u (V25) 143d | [DFSU947001-GOLD] 50u (V25) 143d | [DFSU947001-GOLD] 50u (V25) 143d | [DFSU947001-GOLD] 50u (V25) 143d
CLABD/Stock/StorageBD/CLA-057-02-01-02;BLACK;V25;1000;8174.12;D+A+B;353;100;50;[DFKSUN0561-0011] 50u (V25) 297d | [DFKSUN0561-0011] 50u (V25) 297d | [DFKSUN0561-0011] 50u (V25) 297d | [DFKSUN0561-0011] 50u (V25) 297d | [DFKSUN0261-0803] 50u (V25) 297d | [DFKSUN0261-0803] 50u (V25) 297d | [DFKSUN0261-0803] 50u (V25) 290d | [DFSU915001-AMBE] 50u (V25) 298d | [DFKSUN0213-0800] 50u (V25) 143d | [DFSU921001-GREE] 50u (V25) 143d | [DFKSUN0521-0800] 50u (V25) 143d;[DFSU931001-RED] 50u (V25) 353d | [DFSU931001-RED] 50u (V25) 353d | [DFSU915001-TRAN] 50u (V25) 297d | [DFSU915001-TRAN] 50u (V25) 297d;;[DFSU942001-TORT] 50u (V25) 185d | [DFSU942001-TORT] 50u (V25) 185d | [DFSU919001-TORT] 50u (V25) 143d | [DFSU919001-TORT] 50u (V25) 143d | [DFSU942001-TORT] 50u (V25) 143d
CLABD/Stock/StorageBD/CLA-057-03-03-01;BLACK;V25;800;5647.81;A+D;171;80;50;[DFSU906003-GOLD] 50u (V25) 171d | [DFSU906003-GOLD] 50u (V25) 171d | [DFSU906003-GOLD] 50u (V25) 171d | [DFSU906003-GOLD] 50u (V25) 171d | [DFSU906003-GOLD] 50u (V25) 171d | [DFSU906004-RED] 50u (V25) 171d | [DFSU906004-RED] 50u (V25) 171d | [DFSU906004-PURP] 50u (V25) 171d | [DFSU906004-BROW] 50u (V25) 171d | [DFSU906004-BROW] 50u (V25) 171d | [DFKSUN0213-0800] 50u (V25) 141d;;;[DFSU902005-SILV] 50u (V25) 171d | [DFSU902005-SILV] 50u (V25) 171d | [DFSU902005-RED] 50u (V25) 171d | [DFSU902005-GOLD] 50u (V25) 171d | [DFSU902005-GOLD] 50u (V25) 171d
CLABD/Stock/StorageBD/CLA-057-04-01-01;BLACK;V25;850;6373.94;D+A+B;297;85;50;[DFSU902002-BROW] 50u (V25) 297d | [DFKSUN0213-0800] 50u (V25) 141d | [DFKSUN0211-0802] 50u (V25) 136d | [DFKSUN0211-0802] 50u (V25) 136d;[DFSU906002-BLAC] 50u (V25) 171d;;[DFSU902005-SILV] 50u (V25) 297d | [DFSU902005-GOLD] 50u (V25) 297d | [DFSU902005-GOLD] 50u (V25) 297d | [DFSU902005-GOLD] 50u (V25) 297d | [DFSU942001-TORT] 50u (V25) 185d | [DFSU942001-CREA] 50u (V25) 185d | [DFSU942001-TORT] 50u (V25) 136d | [DFSU919001-GREY] 50u (V25) 165d | [DFSU919001-GREY] 50u (V25) 165d | [DFSU936001-ORAN] 50u (V25) 179d | [DFSU936001-ORAN] 50u (V25) 179d | [DFSU936001-ORAN] 50u (V25) 179d
CLABD/Stock/StorageBD/CLA-057-05-03-01;BLACK;I25+V25;396;3994.59;A+B;143;110;50;[DFSH370012-TAUP-42] 12u (I25) 129d | [DFSH370012-TAUP-41] 12u (I25) 129d | [DFSH370012-TAUP-40] 12u (I25) 129d | [DFSH370012-TAUP-39] 12u (I25) 129d | [DFSH370012-TAUP-38] 12u (I25) 129d | [DFSH370012-TAUP-38] 12u (I25) 129d | [DFSH370012-TAUP-37] 12u (I25) 129d | [DFSH370012-TAUP-36] 12u (I25) 129d | [DFKSUN0213-0800] 50u (V25) 143d | [DFSU082010-BROW] 50u (V25) 143d | [DFSU082010-BROW] 50u (V25) 143d | [DFSU082010-BROW] 50u (V25) 143d | [DFSU082010-BROW] 50u (V25) 143d;[DFSU914001-CARE] 50u (V25) 143d;;
CLABD/Stock/StorageBD/CLA-004-02-01-02;BLACK;V25;750;3292.42;A;89;75;0;[DFSU918001-TORT] 50u (V25) 89d | [DFKSUN0164] 50u (V25) 89d | [DFKSUN0163-0804] 50u (V25) 89d | [DFKSUN0161] 50u (V25) 89d | [DFKSUN0171-0800] 50u (V25) 89d | [DFKSUN0216-0813] 50u (V25) 89d | [DFKSUN0216-0813] 50u (V25) 89d | [DFKSUN0216-0813] 50u (V25) 89d | [DFKSUN0214-0802] 50u (V25) 89d | [DFKSUN0140] 50u (V25) 89d | [DFSU921001-TRAN] 50u (V25) 89d | [DFSU921001-TRAN] 50u (V25) 89d | [DFSU921001-TRAN] 50u (V25) 89d | [DFSU921001-GREE] 50u (V25) 89d | [DFSU921001-GREE] 50u (V25) 89d;;;
CLABD/Stock/StorageBD/CLA-004-02-03-03;BLACK;V25;700;3540.80;D+A;89;70;0;[DFSU925001-GREE] 50u (V25) 89d | [DFSU925001-GREE] 50u (V25) 89d | [DFSU925001-GREE] 50u (V25) 89d | [DFSU925001-GREE] 50u (V25) 89d | [DFSU925001-GREE] 50u (V25) 89d | [DFSU925001-BROW] 50u (V25) 89d | [DFSU925001-BROW] 50u (V25) 89d | [DFSU925001-BROW] 50u (V25) 89d | [DFSU925001-BLAC] 50u (V25) 89d | [DFSU926001-CARE] 50u (V25) 89d | [DFSU926001-BLAC] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d;;;[DFSU937001-BLAC] 50u (V25) 89d | [DFSU937001-BLAC] 50u (V25) 89d
CLABD/Stock/StorageBD/CLA-004-08-01-02;BLACK;V25;1050;6367.58;D+A;108;105;0;[DFSU929001-RED] 50u (V25) 89d;;;[DFSU946001-SILV] 50u (V25) 108d | [DFSU946001-SILV] 50u (V25) 108d | [DFSU946001-GOLD] 50u (V25) 108d | [DFSU947001-GOLD] 50u (V25) 108d | [DFSU947001-GOLD] 50u (V25) 108d | [DFSU936001-GREE] 50u (V25) 108d | [DFSU936001-GREE] 50u (V25) 108d | [DFSU936001-GREE] 50u (V25) 108d | [DFSU936001-GREE] 50u (V25) 108d | [DFSU936001-BURG] 50u (V25) 108d | [DFSU936001-BURG] 50u (V25) 108d | [DFSU936001-BURG] 50u (V25) 108d | [DFSU936001-BLAC] 50u (V25) 108d | [DFSU936001-BLAC] 50u (V25) 108d | [DFSU936001-BLAC] 50u (V25) 108d | [DFSU936001-BLAC] 50u (V25) 108d | [DFSU936001-BLAC] 50u (V25) 108d | [DFSU936001-BURG] 50u (V25) 108d | [DFSU936001-BURG] 50u (V25) 108d | [DFSU936001-BURG] 50u (V25) 108d
CLABD/Stock/StorageBD/CLA-004-08-02-01;BLACK;V25;950;5580.53;D+A;89;95;0;[DFSU930001-PURP] 50u (V25) 89d | [DFSU930001-PURP] 50u (V25) 89d | [DFSU930001-GREE] 50u (V25) 89d | [DFSU929001-RED] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d;;;[DFSU935001-BROW] 50u (V25) 89d | [DFSU935001-BLUE] 50u (V25) 89d | [DFSU935001-BLUE] 50u (V25) 89d | [DFSU935001-BLUE] 50u (V25) 89d | [DFSU935001-BLUE] 50u (V25) 89d | [DFSU935001-BLUE] 50u (V25) 89d | [DFSU935001-BLUE] 50u (V25) 89d
CLABD/Stock/StorageBD/CLA-004-09-01-03;BLACK;V25;950;5774.01;D+A;89;95;0;[DFSU925001-GREE] 50u (V25) 89d | [DFSU930001-PURP] 50u (V25) 89d | [DFSU930001-PURP] 50u (V25) 89d | [DFSU930001-GREE] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFSU929001-PURP] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0058] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d | [DFKSUN5411-0003] 50u (V25) 89d;;;[DFSU937001-RUST] 50u (V25) 89d | [DFSU935001-BROW] 50u (V25) 89d | [DFSU935001-BROW] 50u (V25) 89d | [DFSU935001-BLUE] 50u (V25) 89d | [DFSU935001-BLUE] 50u (V25) 89d
CLAGD/Stock/StorageGD/CLAGD/Stock/EXTB2BGD/CLA-009-03-01-01;GOLD;I25;100;0.00;D;143;100;0;;;;[COSH283121-PINK-32] 10u (I25) 143d | [COSH283121-PINK-32] 10u (I25) 143d | [COSH283121-PINK-31] 10u (I25) 143d | [COSH283121-PINK-30] 10u (I25) 143d | [COSH283121-PINK-25] 10u (I25) 143d | [COSH283120-SILV-27] 10u (I25) 143d | [COSH283120-SILV-26] 10u (I25) 143d | [COSH283119-PINK-24] 10u (I25) 143d | [COSH542104-GOLD-36] 10u (I25) 136d | [COSH542104-GOLD-28] 10u (I25) 136d
