ID_UBICACION;MARCA;STOCK_TOTAL;VALOR_STOCK_€;CLASES;DIAS_MAX;OCUPACION_%;DETALLE_CONTENIDO
CLABD/Stock/StorageBD/CLA-057-09-02-03;BLACK;500;0.00;A;375;50;[DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d) | [DFKSUN0261-0803] 50u (375d)
CLABD/Stock/StorageBD/CLA-057-09-03-01;BLACK;108;0.00;B;654;60;[DFACLEI001-BLAC] 18u (654d) | [DFACLEI001-BLAC] 18u (654d) | [DFACLEI001-BLAC] 18u (654d) | [DFACLEI001-BLAC] 18u (654d) | [DFACLEI001-BLAC] 18u (654d) | [DFACLEI001-BLAC] 18u (654d)
CLABD/Stock/StorageBD/CLA-058-01-01-02;BLACK;417;0.00;C+B+A+D;856;40;[DFKSUN1025] 68u (226d) | [DFSU903001-IVOR] 49u (856d) | [DFSU903001-GREE] 50u (856d) | [DFKSUN0560-0020] 50u (381d) | [DFSU906002-KHAK] 50u (347d) | [DFSU927001-RED] 50u (297d) | [DFSU927001-RED] 50u (297d) | [DFSU901001-RED] 50u (379d)
CLABD/Stock/StorageBD/CLA-058-01-01-03;BLACK;650;0.00;A+D;618;65;[DFKSUN1513-0802] 50u (618d) | [DFKSUN1513-0802] 50u (618d) | [DFKSUN1513-0802] 50u (618d) | [DFKSUN1513-0802] 50u (618d) | [DFKSUN1513-0802] 50u (618d) | [DFSU942001-CREA] 50u (165d) | [DFSU942001-CREA] 50u (165d) | [DFSU948002-BLAC] 50u (180d) | [DFSU948001-GREE] 50u (180d) | [DFSU948001-GREE] 50u (180d) | [DFSU948001-GREE] 50u (180d) | [DFSU948001-GREE] 50u (177d) | [DFKSUN0820-0020] 50u (145d)
CLABD/Stock/StorageBD/CLA-058-01-02-01;BLACK;899;0.00;D+B+A;1163;105;[DFSU942001-TORT] 50u (185d) | [DFSU942001-TORT] 50u (185d) | [DFSU942001-TORT] 50u (185d) | [DFSU942001-TORT] 50u (185d) | [DFSU915001-TRAN] 50u (297d) | [DFSU915001-TRAN] 50u (297d) | [DFKBLU0192] 50u (1163d) | [DFKBLU0192] 50u (1163d) | [DFSU903001-GREE] 49u (741d) | [DFKBLU0192] 50u (1163d) | [DFSU903001-GREE] 50u (744d) | [DFSU932001-PURP] 50u (380d) | [DFSU906004-KHAK] 50u (212d) | [DFSU906004-KHAK] 50u (212d) | [DFSU906004-KHAK] 50u (212d) | [DFSU906004-KHAK] 50u (212d) | [DFSU906004-KHAK] 50u (212d) | [DFSU906004-KHAK] 50u (212d)
CLABD/Stock/StorageBD/CLA-058-02-01-01;BLACK;750;0.00;C+D+B+A;856;75;[DFKSUN0528-0822] 50u (640d) | [DFSU942001-BLAC] 50u (288d) | [DFSU942001-BLAC] 50u (288d) | [DFSU915001-WHIT] 50u (290d) | [DFSU915001-TAN] 50u (289d) | [DFKSUN0262-0801] 50u (289d) | [DFKSUN0262-0801] 50u (289d) | [DFKSUN0260-0801] 50u (298d) | [DFKSUN0260-0801] 50u (298d) | [DFSU903001-BLAC] 50u (856d) | [DFSU903001-BLAC] 50u (856d) | [DFSU946001-ROSE] 50u (75d) | [DFSU946001-ROSE] 50u (75d) | [DFSU946001-ROSE] 50u (75d) | [DFSU946001-ROSE] 50u (75d)
CLABD/Stock/StorageBD/CLA-058-02-01-02;BLACK;500;0.00;A+B;625;50;[DFSUN020001-BROW] 50u (297d) | [DFSUN020001-BROW] 50u (297d) | [DFSU931001-RED] 50u (297d) | [DFSU931001-RED] 50u (297d) | [DFKSUN0523] 50u (625d) | [DFKSUN0571-0003] 50u (297d) | [DFKSUN0571-0001] 50u (297d) | [DFKSUN0571-0001] 50u (297d) | [DFSU914001-BRON] 50u (298d) | [DFSUN020001-BLAC] 50u (298d)
CLABD/Stock/StorageBD/CLA-058-02-01-03;BLACK;232;0.00;B+D;577;125;[DFSH361009-FUCH-36] 1u (270d) | [DFSH361009-FUCH-37] 2u (270d) | [DFSH361009-FUCH-38] 3u (270d) | [DFSH361009-FUCH-39] 3u (270d) | [DFSH361009-FUCH-40] 2u (270d) | [DFSH361009-FUCH-41] 1u (270d) | [DFSH361009-FUCH-36] 1u (270d) | [DFSH361009-FUCH-37] 2u (270d) | [DFSH361009-FUCH-38] 3u (270d) | [DFSH361009-FUCH-39] 3u (270d) | [DFSH361009-FUCH-40] 2u (270d) | [DFSH361009-FUCH-41] 1u (270d) | [DFSH361009-FUCH-36] 1u (270d) | [DFSH361009-FUCH-37] 2u (270d) | [DFSH361009-FUCH-38] 3u (270d) | [DFSH361009-FUCH-39] 3u (270d) | [DFSH361009-FUCH-40] 2u (270d) | [DFSH361009-FUCH-41] 1u (270d) | [DFSH361009-FUCH-36] 1u (270d) | [DFSH361009-FUCH-37] 2u (270d) | [DFSH361009-FUCH-38] 3u (270d) | [DFSH361009-FUCH-39] 3u (270d) | [DFSH361009-FUCH-40] 2u (270d) | [DFSH361009-FUCH-41] 1u (270d) | [DFSH361009-FUCH-36] 1u (270d) | [DFSH361009-FUCH-37] 2u (270d) | [DFSH361009-FUCH-38] 3u (270d) | [DFSH361009-FUCH-39] 3u (270d) | [DFSH361009-FUCH-40] 2u (270d) | [DFSH361009-FUCH-41] 1u (270d) | [DFSH361009-FUCH-36] 1u (270d) | [DFSH361009-FUCH-37] 2u (270d) | [DFSH361009-FUCH-38] 3u (270d) | [DFSH361009-FUCH-39] 3u (270d) | [DFSH361009-FUCH-40] 2u (270d) | [DFSH361009-FUCH-41] 1u (270d) | [DFACCA2510-BROW] 25u (108d) | [DFACCA2506-CAME] 25u (108d) | [DFSU951001-SILV] 25u (67d) | [DFSU951001-GREE] 25u (67d) | [DFSU951000-SILV] 25u (67d) | [NVK33409-0010-38] 3u (61d) | [NVK33409-0010-39] 3u (61d) | [NVK33409-0010-36] 2u (61d) | [NVK33409-0010-41] 1u (61d) | [NVK33409-0010-40] 2u (61d) | [NVK33409-0010-37] 3u (61d) | [NVK33409-0010-40] 2u (61d) | [NVK33409-0010-41] 1u (61d) | [NVK33409-0010-39] 3u (61d) | [NVK33409-0010-38] 3u (61d) | [NVK53525-0521-41] 3u (577d) | [NVK53525-0521-42] 3u (577d) | [NVK53525-0521-43] 3u (577d) | [NVK53525-0521-44] 2u (577d) | [NVK53525-0521-45] 1u (577d)
CLABD/Stock/StorageBD/CLA-058-02-02-01;BLACK;550;0.00;A;621;55;[DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0571-0020] 50u (355d) | [DFKSUN0571-0020] 50u (355d)
CLABD/Stock/StorageBD/CLA-058-02-02-02;BLACK;700;0.00;B+A;621;70;[DFSU931001-RED] 50u (297d) | [DFSU931001-RED] 50u (297d) | [DFSU931001-RED] 50u (297d) | [DFSU931001-RED] 50u (297d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d)
CLABD/Stock/StorageBD/CLA-058-03-01-01;BLACK;1583;0.00;B+A+C;1178;160;[DFSU903001-TORT] 50u (856d) | [DFSU903001-TORT] 50u (856d) | [DFSU903001-TORT] 50u (856d) | [DFSU903001-BLAC] 50u (856d) | [DFSU901001-GREE] 50u (863d) | [DFSU901001-GREE] 45u (863d) | [DFSU901001-GREE] 50u (863d) | [DFKPCS0016] 100u (1178d) | [DFKPCS0016] 100u (1178d) | [DFKPCS0015] 100u (1178d) | [DFKPCS0015] 97u (1178d) | [DFKPCS0013] 100u (1178d) | [DFKPCS0013] 100u (1178d) | [DFKPCS0012] 100u (1178d) | [DFKPCS0012] 99u (1178d) | [DFKPCS0011] 93u (1178d) | [DFKPCS0011] 100u (1178d) | [DFKPCS0010] 99u (1178d) | [DFKPCS0010] 100u (1178d) | [DFKSUN1513-0802] 50u (564d)
CLABD/Stock/StorageBD/CLA-058-04-01-02;BLACK;800;0.00;A+D;534;80;[DFSUN020001-BROW] 50u (439d) | [DFSUN020001-BROW] 50u (439d) | [DFKSUN0228-0800] 50u (439d) | [DFKSUN0228-0800] 50u (439d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFSU932001-PURP] 50u (297d) | [DFSU932001-BLUE] 50u (297d) | [DFSU911001-GREE] 50u (297d) | [DFKSUN0262-0801] 50u (297d) | [DFSU946001-SILV] 50u (227d) | [DFSU945001-SILV] 50u (191d)
CLABD/Stock/StorageBD/CLA-058-04-02-01;BLACK;812;0.00;A+B;639;90;[DFSH370004-BLAC-36] 12u (396d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFSU915001-WHIT] 50u (290d) | [DFSU915001-TAN] 50u (290d) | [DFKSUN0260-0801] 50u (290d) | [DFKSUN0260-0801] 50u (290d)
CLABD/Stock/StorageBD/CLA-058-05-02-01;BLACK;550;0.00;A;640;55;[DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (640d)
CLABD/Stock/StorageBD/CLA-058-05-02-03;BLACK;800;0.00;A;639;80;[DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (542d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (639d) | [DFKSUN0827-0020] 50u (621d)
CLABD/Stock/StorageBD/CLA-058-06-01-01;BLACK;650;0.00;A+B;1178;95;[DFSU909001-WHIT] 50u (737d) | [DFSU909001-RED] 50u (737d) | [DFSU901001-BLAC] 50u (876d) | [DFSU901001-BLAC] 50u (876d) | [DFSU901001-BLAC] 50u (876d) | [DFKBLU0783] 50u (1178d) | [DFKBLU0783] 50u (1178d) | [DFKBLU0783] 50u (1178d) | [DFKBLU0783] 50u (1178d) | [DFKBLU0783] 50u (1178d) | [DFKBLU0783] 50u (1178d) | [DFKSUN0262-0801] 50u (297d) | [DFSU921001-GREE] 50u (149d)
CLABD/Stock/StorageBD/CLA-058-06-01-03;BLACK;750;0.00;A+B+D;864;75;[DFSU901003-YELL] 50u (864d) | [DFSU901003-YELL] 50u (864d) | [DFSU901001-BLAC] 50u (864d) | [DFSU901001-BLAC] 50u (863d) | [DFSU901001-BLAC] 50u (864d) | [DFSU901001-BLAC] 50u (863d) | [DFSU901001-BLAC] 50u (864d) | [DFSU901001-BLAC] 50u (863d) | [DFSU945001-SILV] 50u (298d) | [DFSU945001-SILV] 50u (191d) | [DFSU945001-SILV] 50u (191d) | [DFSU945001-ROSE] 50u (191d) | [DFKSUN0229] 50u (297d) | [DFKSUN0229] 50u (297d) | [DFKSUN0229] 50u (297d)
CLABD/Stock/StorageBD/CLA-058-06-03-01;BLACK;900;0.00;A;534;90;[DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d) | [DFKSUN1526-0803] 50u (534d)
CLABD/Stock/StorageBD/CLA-058-07-01-01;BLACK;750;0.00;D+A;1178;85;[DFSU913001-GREE] 50u (185d) | [DFSU913001-GREE] 50u (185d) | [DFSU913001-GREE] 50u (185d) | [DFSU913001-GREE] 50u (185d) | [DFSU913001-GREE] 50u (185d) | [DFKSUN1120] 50u (1178d) | [DFKSUN1120] 50u (1178d) | [DFKBLU0783] 50u (1178d) | [DFKBLU0783] 50u (1178d) | [DFKSUN0541-0160] 50u (1178d) | [DFKSUN0541-0160] 50u (1178d) | [DFKSUN0783-0805] 50u (639d) | [DFKSUN0783-0805] 50u (639d) | [DFKSUN0783-0805] 50u (639d) | [DFKSUN0783-0805] 50u (639d)
CLABD/Stock/StorageBD/CLA-058-07-01-02;BLACK;800;0.00;D+A+B;569;80;[DFSU913001-TORT] 50u (149d) | [DFSU913001-TORT] 50u (149d) | [DFSU913001-TORT] 50u (149d) | [DFSU913001-TORT] 50u (149d) | [DFSU913001-TORT] 50u (149d) | [DFSU913001-TORT] 50u (149d) | [DFSU913001-TORT] 50u (149d) | [DFSU913001-TORT] 50u (149d) | [DFSU913001-TORT] 50u (149d) | [DFSU942001-BROW] 50u (149d) | [DFSU942001-BROW] 50u (149d) | [DFSU934001-GREE] 50u (185d) | [DFSU942001-TORT] 50u (288d) | [DFSU942001-BLAC] 50u (288d) | [DFKSUN0229] 50u (289d) | [DFSU924001-ORAN] 50u (569d)
CLABD/Stock/StorageBD/CLA-058-07-03-01;BLACK;1150;0.00;A;640;115;[DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (640d) | [DFKSUN1526-0803] 50u (639d) | [DFKSUN1526-0803] 50u (639d)
CLABD/Stock/StorageBD/CLA-058-08-01-02;BLACK;700;0.00;A+D;534;70;[DFKSUN0211-0802] 50u (185d) | [DFKSUN0211-0802] 50u (185d) | [DFSU942001-TORT] 50u (185d) | [DFSU942001-TORT] 50u (185d) | [DFSU942001-TORT] 50u (185d) | [DFSU942001-TORT] 50u (185d) | [DFSU942001-BLAC] 50u (185d) | [DFKSUN0565-0011] 50u (297d) | [DFKSUN0561-0020] 50u (297d) | [DFKSUN1231-0020] 50u (375d) | [DFKSUN1231-0020] 50u (375d) | [DFKSUN1231-0020] 50u (375d) | [DFSU916001-BLUE] 50u (534d) | [DFKSUN0262-0801] 50u (297d)
CLABD/Stock/StorageBD/CLA-058-08-02-02;BLACK;400;0.00;A;639;40;[DFSUN020001-BURG] 50u (639d) | [DFSUN020001-BURG] 50u (639d) | [DFSUN020001-BURG] 50u (639d) | [DFSUN020001-BURG] 50u (639d) | [DFSUN020001-BURG] 50u (639d) | [DFSUN020001-BURG] 50u (639d) | [DFSUN020001-BURG] 50u (639d) | [DFSUN020001-BURG] 50u (639d)
CLABD/Stock/StorageBD/CLA-058-09-01-03;BLACK;550;0.00;A+B;639;55;[DFKSUN0827-0020] 50u (292d) | [DFKSUN0827-0020] 50u (292d) | [DFKSUN0827-0020] 50u (292d) | [DFKSUN0827-0020] 50u (292d) | [DFKSUN0827-0020] 50u (292d) | [DFKSUN0785-0800] 50u (639d) | [DFKSUN0785-0800] 50u (639d) | [DFKSUN0785-0800] 50u (639d) | [DFSU931001-RED] 50u (297d) | [DFSU923001-CREA] 50u (375d) | [DFKSUN1526-0803] 50u (534d)
CLABD/Stock/StorageBD/CLA-058-09-03-01;BLACK;950;0.00;A+D;639;95;[DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFSU925001-PINK] 50u (171d) | [DFSU925001-PINK] 50u (171d) | [DFSU925001-GREE] 50u (171d) | [DFSU926001-CARE] 50u (171d) | [DFSU926001-BURG] 50u (171d) | [DFSU926001-BURG] 50u (171d)
CLABD/Stock/StorageBD/CLA-058-09-03-02;BLACK;1100;0.00;A;640;110;[DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (621d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (640d) | [DFKSUN0827-0020] 50u (621d)
CLABD/Stock/StorageBD/CLA-059-01-02-03;BLACK;500;0.00;A;375;50;[DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d) | [DFSUN020001-BROW] 50u (375d)
CLABD/Stock/StorageBD/CLA-059-01-03-03;BLACK;350;0.00;A;639;35;[DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d)
CLABD/Stock/StorageBD/CLA-059-02-03-03;BLACK;650;0.00;A;639;65;[DFKSUN0262-0801] 50u (297d) | [DFKSUN0262-0801] 50u (297d) | [DFKSUN0262-0801] 50u (297d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d)
CLABD/Stock/StorageBD/CLA-059-04-02-03;BLACK;548;0.00;A+B+C;1178;65;[DFKSUN0781] 50u (291d) | [DFKSUN0781] 50u (291d) | [DFKSUN0781] 50u (291d) | [DFKSUN0781] 50u (291d) | [DFKSUN0541-0160] 42u (1178d) | [DFSU903001-GREE] 45u (744d) | [DFSU911001-GREE] 50u (453d) | [DFKSUN0783-0805] 50u (639d) | [DFKBLU0010] 50u (1178d) | [DFSU903001-GREE] 32u (744d) | [DFSU905001-TORT] 48u (845d) | [DFSU915001-WHIT] 31u (439d)
CLABD/Stock/StorageBD/CLA-059-04-03-03;BLACK;191;0.00;A+D;1178;125;[DFKSUN0541-0160] 47u (1178d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d) | [DFSH370011-TAN-36] 1u (129d) | [DFSH370011-TAN-37] 1u (129d) | [DFSH370011-TAN-38] 3u (129d) | [DFSH370011-TAN-39] 3u (129d) | [DFSH370011-TAN-40] 2u (129d) | [DFSH370011-TAN-41] 1u (129d) | [DFSH370011-TAN-42] 1u (129d)
CLABD/Stock/StorageBD/CLA-059-08-03-03;BLACK;1250;0.00;A;639;125;[DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d) | [DFKSUN1521-0800] 50u (639d)
CLABD/Stock/StorageBD/CLA-060-08-01-01;BLACK;33;0.00;A+B;646;30;[DFSH370006-BLAC-41] 12u (184d) | [DFSH370006-BLAC-39] 12u (184d) | [DFSH321018-MULT_-36] 1u (646d) | [DFSH321018-MULT_-37] 2u (646d) | [DFSH321018-MULT_-38] 2u (646d) | [DFSH321018-MULT_-39] 2u (646d) | [DFSH321018-MULT_-40] 1u (646d) | [DFSH321018-MULT_-41] 1u (646d)
CLABD/Stock/StorageBD/CLA-061-02-01-03;BLACK;24;0.00;A;492;20;[DFSH370006-BLAC-40] 12u (184d) | [DFSH347003_-BLAC-41] 12u (492d)
CLABD/Stock/StorageBD/CLA-061-02-02-01;BLACK;60;0.00;A;492;50;[DFSH347003_-BLAC-38] 12u (492d) | [DFSH347003_-BLAC-37] 12u (492d) | [DFSH347003_-BLAC-36] 12u (492d) | [DFSH347003_-BLAC-39] 12u (492d) | [DFSH347003_-BLAC-38] 12u (492d)
