ID_UBICACION;MARCA;STOCK_TOTAL;VALOR_STOCK_€;CLASES;DIAS_MAX;OCUPACION_%;DETALLE_CONTENIDO
CLAGD/Stock/StorageGD/CLA-042-01-02-02;GOLD;48;0.00;D+B;508;40;[TESH516001-PINK-20] 2u (142d) | [TESH516001-PINK-21] 2u (142d) | [TESH516001-PINK-22] 2u (142d) | [TESH516001-PINK-23] 2u (142d) | [TESH516001-PINK-24] 2u (142d) | [TESH516001-PINK-25] 2u (142d) | [TESH516001-NAVY-20] 2u (142d) | [TESH516001-NAVY-21] 2u (142d) | [TESH516001-NAVY-22] 2u (142d) | [TESH516001-NAVY-23] 2u (142d) | [TESH516001-NAVY-24] 2u (142d) | [TESH516001-NAVY-25] 2u (142d) | [TESH516001-WHIT-20] 2u (33d) | [TESH516001-WHIT-21] 2u (33d) | [TESH516001-WHIT-22] 2u (33d) | [TESH516001-WHIT-23] 2u (33d) | [TESH516001-WHIT-24] 2u (33d) | [TESH516001-WHIT-25] 2u (33d) | [BJSH362001-WHIT-34] 1u (508d) | [BJSH362001-WHIT-35] 2u (508d) | [BJSH362001-WHIT-36] 2u (508d) | [BJSH362001-WHIT-37] 2u (508d) | [BJSH362001-WHIT-38] 2u (508d) | [BJSH362001-WHIT-39] 2u (508d) | [BJSH362001-WHIT-40] 1u (508d)
CLAGD/Stock/StorageGD/CLA-042-01-03-02;GOLD;40;0.00;B+A;390;40;[BJSH543001-BLAC-36] 10u (390d) | [BJSH543001-BLAC-35] 10u (390d) | [BJSH543001-BLAC-35] 10u (390d) | [BJSH543001-BLAC-35] 10u (390d)
CLAGD/Stock/StorageGD/CLA-042-02-01-02;GOLD;60;0.00;A+B;522;50;[BJSH542020-TAUP-39] 10u (156d) | [BJSH542020-TAUP-39] 10u (156d) | [BJSH542020-TAUP-36] 10u (156d) | [BJSH542020-TAUP-36] 10u (156d) | [COSH283005-WHIT-32] 20u (522d)
CLAGD/Stock/StorageGD/CLA-042-02-01-03;GOLD;66;0.00;C+B+D;1263;60;[MV231601-0001-39] 5u (725d) | [MV231601-0001-36] 1u (1250d) | [MV231601-0001-40] 1u (1263d) | [MV231605-0001-40] 2u (1262d) | [MV231601-0001-41] 1u (1263d) | [MV231601-0001-37] 3u (1250d) | [MV231601-0001-40] 4u (1263d) | [MV231601-0001-38] 1u (1263d) | [MV231605-0020-39] 6u (1012d) | [MV231605-0020-40] 2u (1012d) | [MV231605-0020-37] 3u (1061d) | [MV231605-0020-38] 1u (1012d) | [MV231605-0020-36] 2u (1061d) | [MV231605-0020-41] 1u (1012d) | [COSH249005-GREY-34] 12u (549d) | [BI206500-0001-36] 3u (579d) | [BI206500-0001-38] 6u (579d) | [BI206500-0001-40] 3u (579d) | [BWSH368001-BLAC-36] 1u (487d) | [BWSH368001-BLAC-37] 2u (487d) | [BWSH368001-BLAC-38] 2u (487d) | [BWSH368001-BLAC-39] 2u (487d) | [BWSH368001-BLAC-40] 1u (487d) | [BWSH368001-BLAC-41] 1u (487d)
CLAGD/Stock/StorageGD/CLA-042-02-02-01;GOLD;50;0.00;B+A;383;50;[BJSH543001-TAUP-35] 10u (383d) | [BJSH543001-TAUP-35] 10u (383d) | [BJSH543001-TAUP-35] 10u (383d) | [BJSH543001-TAUP-34] 10u (383d) | [BJSH543001-TAUP-34] 10u (383d)
CLAGD/Stock/StorageGD/CLA-042-02-03-01;GOLD;119;0.00;D+C+B;508;120;[TESH516004-BEIGE-20] 2u (142d) | [TESH516004-BEIGE-21] 2u (142d) | [TESH516004-BEIGE-22] 2u (142d) | [TESH516004-BEIGE-23] 2u (142d) | [TESH516004-BEIGE-24] 2u (142d) | [TESH516004-BEIGE-25] 2u (142d) | [TESH516004-BEIGE-20] 2u (142d) | [TESH516004-BEIGE-21] 2u (142d) | [TESH516004-BEIGE-22] 2u (142d) | [TESH516004-BEIGE-23] 2u (142d) | [TESH516004-BEIGE-24] 2u (142d) | [TESH516004-BEIGE-25] 2u (142d) | [TESH516004-BEIGE-20] 2u (142d) | [TESH516004-BEIGE-21] 2u (142d) | [TESH516004-BEIGE-22] 2u (142d) | [TESH516004-BEIGE-23] 2u (142d) | [TESH516004-BEIGE-24] 2u (142d) | [TESH516004-BEIGE-25] 2u (142d) | [TESH516004-BEIGE-20] 2u (142d) | [TESH516004-BEIGE-21] 2u (142d) | [TESH516004-BEIGE-22] 2u (142d) | [TESH516004-BEIGE-23] 2u (142d) | [TESH516004-BEIGE-24] 2u (142d) | [TESH516004-BEIGE-25] 2u (142d) | [TESH516001-BEIG-20] 2u (24d) | [TESH516001-BEIG-21] 2u (24d) | [TESH516001-BEIG-22] 2u (24d) | [TESH516001-BEIG-23] 2u (24d) | [TESH516001-BEIG-24] 2u (24d) | [TESH516001-BEIG-25] 2u (24d) | [TESH516010-PINK-23] 1u (137d) | [TESH516010-PINK-24] 1u (137d) | [TESH516010-PINK-22] 2u (137d) | [TESH516010-PINK-20] 1u (137d) | [TESH516010-PINK-21] 1u (137d) | [TESH502010-MULT-21] 2u (137d) | [TESH502010-MULT-23] 2u (137d) | [TESH502010-MULT-24] 1u (137d) | [TESH502010-MULT-20] 1u (137d) | [TESH502010-MULT-22] 2u (137d) | [TESH502010-MULT-24] 1u (137d) | [TESH502010-MULT-20] 1u (137d) | [TESH502010-MULT-22] 2u (137d) | [TESH502010-MULT-23] 1u (137d) | [TESH502010-MULT-21] 1u (137d) | [TESH502010-MULT-22] 2u (137d) | [TESH502010-MULT-24] 1u (137d) | [TESH502010-MULT-21] 1u (137d) | [TESH502010-MULT-20] 1u (137d) | [TESH502010-MULT-23] 1u (137d) | [BWSH362002-BLAC-36] 1u (508d) | [BWSH362002-BLAC-37] 2u (508d) | [BWSH362002-BLAC-38] 2u (508d) | [BWSH362002-BLAC-39] 2u (508d) | [BWSH362002-BLAC-40] 1u (508d) | [BWSH362002-BLAC-41] 1u (508d) | [BJSH362001-WHIT-34] 1u (508d) | [BJSH362001-WHIT-35] 2u (508d) | [BJSH362001-WHIT-36] 2u (508d) | [BJSH362001-WHIT-37] 2u (508d) | [BJSH362001-WHIT-38] 2u (508d) | [BJSH362001-WHIT-39] 2u (508d) | [BJSH362001-WHIT-40] 1u (508d) | [BJSH362001-WHIT-34] 1u (508d) | [BJSH362001-WHIT-35] 2u (508d) | [BJSH362001-WHIT-36] 2u (508d) | [BJSH362001-WHIT-37] 2u (508d) | [BJSH362001-WHIT-38] 2u (508d) | [BJSH362001-WHIT-39] 2u (508d) | [BJSH362001-WHIT-40] 1u (508d)
CLAGD/Stock/StorageGD/CLA-042-03-01-02;GOLD;49;0.00;C+B;1073;50;[MV231602-0054-41] 1u (1073d) | [MV231602-0054-38] 2u (1073d) | [MV231611-0020-39] 3u (725d) | [MV231611-0020-40] 3u (1061d) | [MV231611-0020-41] 2u (1061d) | [MV231611-0020-36] 1u (761d) | [MV231611-0020-38] 1u (725d) | [MV231602-0054-38] 1u (1073d) | [MV231611-0020-39] 3u (725d) | [MV231602-0054-41] 4u (1073d) | [MV231611-0020-36] 1u (761d) | [MV231611-0020-38] 4u (725d) | [MV231611-0020-40] 1u (1061d) | [MV231602-0054-41] 3u (1073d) | [MV231611-0020-40] 1u (1061d) | [MV231611-0020-39] 2u (725d) | [MV231611-0020-36] 2u (761d) | [MV231602-0054-38] 3u (1073d) | [MV231611-0020-38] 1u (725d) | [BJSH542083-BLAC-34] 10u (493d)
CLAGD/Stock/StorageGD/CLA-042-03-01-03;GOLD;66;0.00;C+B;1061;40;[MV553202-0020-35] 4u (911d) | [MV553202-0020-32] 3u (911d) | [MV553202-0020-33] 2u (911d) | [MV553202-0020-34] 4u (911d) | [MV553202-0020-30] 6u (911d) | [MV553202-0020-35] 2u (911d) | [MV553202-0020-34] 4u (911d) | [MV553202-0020-31] 5u (911d) | [MV553202-0020-32] 1u (911d) | [MV553202-0020-33] 5u (911d) | [MV553202-0020-30] 1u (911d) | [MV231605-0020-40] 4u (1012d) | [MV231605-0020-37] 2u (1061d) | [MV231605-0020-36] 4u (1061d) | [MV231605-0020-41] 5u (1012d) | [MV231605-0020-37] 2u (1061d) | [MV231605-0020-40] 3u (1012d) | [MV231605-0020-38] 2u (1012d) | [MV231605-0020-36] 4u (1061d) | [MV231605-0020-39] 2u (1012d) | [MV231605-0020-41] 1u (1012d)
CLAGD/Stock/StorageGD/CLA-042-03-02-01;GOLD;90;0.00;B+A;450;90;[COSH542020-BLAC-36] 10u (450d) | [COSH542020-BLAC-36] 10u (450d) | [COSH542020-BLAC-36] 10u (450d) | [COSH542020-BLAC-36] 10u (450d) | [COSH542020-BLAC-35] 10u (450d) | [COSH542020-BLAC-35] 10u (450d) | [COSH542020-BLAC-35] 10u (450d) | [COSH542020-BLAC-35] 10u (450d) | [COSH542020-BLAC-34] 10u (450d)
CLAGD/Stock/StorageGD/CLA-042-03-02-03;GOLD;160;0.00;A+B;432;160;[COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [COSH542020-TAUP-23] 10u (432d) | [COSH542020-TAUP-22] 10u (432d) | [COSH542020-TAUP-22] 10u (432d) | [COSH542020-TAUP-22] 10u (432d)
CLAGD/Stock/StorageGD/CLA-042-04-02-01;GOLD;90;0.00;A+B;725;90;[BJSH542020-TAUP-33] 10u (354d) | [BJSH542020-TAUP-33] 10u (354d) | [BJSH542020-TAUP-33] 10u (354d) | [COSH542020-TAUP-36] 10u (432d) | [MI111008-0011-27] 10u (725d) | [MI111008-0011-24] 10u (725d) | [BJSH542090-GOLD-39] 10u (354d) | [BJSH542090-GOLD-38] 10u (354d) | [BJSH542090-GOLD-36] 10u (354d)
CLAGD/Stock/StorageGD/CLA-042-04-02-03;GOLD;90;0.00;B+A;450;90;[COSH542090-GOLD-32] 10u (432d) | [COSH542090-GOLD-31] 10u (432d) | [COSH542090-GOLD-30] 10u (432d) | [COSH542090-GOLD-30] 10u (432d) | [COSH542090-GOLD-29] 10u (432d) | [COSH542090-GOLD-29] 10u (432d) | [COSH542090-GOLD-27] 10u (432d) | [COSH542020-TAN-29] 10u (432d) | [COSH542020-BLAC-31] 10u (450d)
CLAGD/Stock/StorageGD/CLA-042-05-01-02;GOLD;20;0.00;A+B;432;20;[BJSH542020-TAUP-33] 10u (382d) | [COSH542020-NAVY-36] 10u (432d)
CLAGD/Stock/StorageGD/CLA-042-05-02-03;GOLD;94;0.00;A+C+B;564;90;[BJSH542020-NAVY-33] 10u (432d) | [COSH283092-MULT-24] 10u (421d) | [COSH283092-MULT-23] 10u (421d) | [COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-24] 10u (432d) | [OSSH143073-BLUE-20] 1u (564d) | [OSSH143073-BLUE-21] 1u (564d) | [OSSH143073-BLUE-22] 2u (564d) | [OSSH143073-BLUE-23] 2u (564d) | [OSSH143073-BLUE-24] 2u (564d) | [OSSH143073-BLUE-25] 2u (564d) | [OSSH143073-BLUE-26] 2u (564d) | [BJSH527060-OFFW-32] 1u (421d) | [BJSH527060-OFFW-33] 1u (421d) | [BJSH527060-OFFW-34] 1u (421d) | [BJSH527060-OFFW-35] 2u (421d) | [BJSH527060-OFFW-36] 2u (421d) | [BJSH527060-OFFW-37] 2u (421d) | [BJSH527060-OFFW-38] 1u (421d) | [BJSH527060-OFFW-39] 1u (421d) | [BJSH527060-OFFW-40] 1u (421d)
CLAGD/Stock/StorageGD/CLA-042-06-01-02;GOLD;121;0.00;B+A+C;725;120;[COSH542065-TAUP-29] 10u (432d) | [COSH542065-TAUP-29] 10u (432d) | [COSH542065-TAUP-26] 10u (432d) | [COSH542020-TAUP-30] 10u (432d) | [COSH542020-TAUP-30] 10u (432d) | [COSH542020-NAVY-27] 10u (432d) | [COSH264005-BLAC-22] 10u (444d) | [BJSH542020-NAVY-41] 10u (432d) | [BJSH542020-NAVY-33] 10u (432d) | [BJSH527060-OFFW-35] 2u (633d) | [BJSH527060-OFFW-36] 3u (633d) | [BJSH527060-OFFW-37] 2u (633d) | [MVS14163-0001-24] 12u (725d) | [MVS14163-0001-22] 12u (725d)
CLAGD/Stock/StorageGD/CLA-042-06-02-02;GOLD;20;0.00;A;444;20;[BJSH542020-BLAC-34] 10u (444d) | [BJSH542020-TAUP-33] 10u (354d)
CLAGD/Stock/StorageGD/CLA-042-06-03-02;GOLD;50;0.00;B+A;432;50;[BJSH542020-NAVY-35] 10u (432d) | [BJSH542020-NAVY-33] 10u (432d) | [BJSH542020-NAVY-33] 10u (432d) | [BJSH542020-NAVY-33] 10u (432d) | [BJSH542020-NAVY-33] 10u (432d)
CLAGD/Stock/StorageGD/CLA-042-07-01-03;GOLD;89;0.00;D+B+A;725;90;[NV230069-0160-36] 1u (579d) | [NV230069-0160-37] 2u (579d) | [NV230069-0160-38] 2u (579d) | [NV230069-0160-39] 2u (579d) | [NV230069-0160-40] 1u (579d) | [NV230069-0160-41] 1u (579d) | [COSH542083-TAUP-28] 10u (185d) | [BJSH542020-BLAC-35] 10u (444d) | [BJSH542020-TAUP-36] 10u (395d) | [COSH542020-TAUP-30] 10u (432d) | [COSH542020-NAVY-35] 10u (432d) | [COSH542020-NAVY-26] 10u (432d) | [BJSH542020-NAVY-25] 10u (725d) | [BJSH542021-NAVY-23] 10u (725d)
CLAGD/Stock/StorageGD/CLA-042-07-02-01;GOLD;48;0.00;B+D;522;40;[COSH280001-NAVY-32] 12u (522d) | [COSH280001-NAVY-31] 12u (522d) | [COSH200002-NAVY-35] 12u (522d) | [COSH200002-NAVY-31] 12u (522d)
CLAGD/Stock/StorageGD/CLA-042-07-03-01;GOLD;80;0.00;B+C;432;80;[COSH542065-TAN-32] 10u (432d) | [COSH542065-TAN-32] 10u (432d) | [COSH542065-TAN-31] 10u (432d) | [COSH542065-TAN-27] 10u (432d) | [BJSH543001-TAN-33] 10u (397d) | [BJSH542020-NAVY-35] 10u (432d) | [BJSH542020-NAVY-34] 10u (432d) | [BJSH542020-NAVY-34] 10u (432d)
CLAGD/Stock/StorageGD/CLA-042-08-01-01;GOLD;80;0.00;B+A;725;80;[BJSH542020-TAN-24] 10u (725d) | [BJSH542020-TAN-24] 10u (725d) | [KI226831-0078-41] 10u (725d) | [KI226831-0078-41] 10u (725d) | [BJSH542020-NAVY-35] 10u (444d) | [BJSH542020-TAUP-37] 10u (156d) | [BJSH542020-TAUP-36] 10u (156d) | [BJSH542020-TAUP-36] 10u (156d)
CLAGD/Stock/StorageGD/CLA-042-08-01-03;GOLD;100;0.00;D+B+A;725;100;[NV556205-0043-34] 10u (725d) | [NV556205-0043-33] 10u (725d) | [BJSH542021-TAN-23] 10u (725d) | [BJSH542021-TAN-23] 10u (725d) | [BJSH542021-TAN-23] 10u (725d) | [BJSH534002-BLAC-35] 10u (605d) | [COSH542083-TAUP-32] 10u (185d) | [COSH542083-TAUP-29] 10u (185d) | [BJSH542020-TAUP-41] 10u (156d) | [BJSH542020-TAUP-35] 10u (156d)
CLAGD/Stock/StorageGD/CLA-042-09-01-03;GOLD;77;0.00;C+B+A+D;1065;70;[MV231603-0053-36] 2u (1065d) | [MV231603-0053-41] 4u (1065d) | [MV231603-0053-37] 4u (1065d) | [MV231603-0053-38] 5u (1065d) | [BJSH373001-GOLD-32] 1u (389d) | [BJSH373001-GOLD-33] 1u (389d) | [BJSH373001-GOLD-34] 1u (389d) | [BJSH373001-GOLD-35] 2u (389d) | [BJSH373001-GOLD-36] 2u (389d) | [BJSH373001-GOLD-37] 2u (389d) | [BJSH373001-GOLD-38] 1u (389d) | [BJSH373001-GOLD-39] 1u (389d) | [BJSH373001-GOLD-40] 1u (389d) | [BJSH542020-TAUP-37] 10u (156d) | [BJSH542020-TAUP-37] 10u (156d) | [BJSH542020-TAUP-37] 10u (156d) | [BJSH542020-NAVY-34] 10u (432d) | [OSSH153016-WHIT-28] 10u (361d)
CLAGD/Stock/StorageGD/CLA-042-09-02-03;GOLD;60;0.00;B+A+C;725;60;[BJSH542020-NAVY-34] 10u (432d) | [COSH542020-BLAC-35] 10u (450d) | [MV232310-0026-39] 10u (725d) | [MV232304-0020-41] 10u (725d) | [MV232304-0020-39] 5u (725d) | [MV232304-0020-40] 5u (725d) | [MV232304-0020-37] 10u (725d)
CLAGD/Stock/StorageGD/CLA-042-09-03-01;GOLD;50;0.00;B+C+D;605;50;[BJSH534002-FUCH-37] 10u (605d) | [BJSH534001-FUCH-39-40] 10u (605d) | [BJSH534001-LIME-39-40] 10u (605d) | [BJSH534001-LIME-39-40] 10u (605d) | [OSSH153016-WHIT-29] 10u (361d)
CLAGD/Stock/StorageGD/CLA-042-09-03-03;GOLD;20;0.00;B+C;725;20;[BJSH542020-NAVY-25] 10u (725d) | [MV232305-0020-38] 10u (725d)
CLAGD/Stock/StorageGD/CLA-043-01-01-01;GOLD;102;0.00;B+C;725;100;[BJSH542020-TAN-25] 10u (725d) | [BJSH542020-TAN-24] 10u (725d) | [BJSH542020-TAN-24] 10u (725d) | [BJSH542020-TAN-22] 10u (725d) | [BJSH542020-TAN-22] 10u (725d) | [BJSH543001-BLAC-33] 10u (690d) | [BJSH543001-BLAC-33] 10u (690d) | [KI226831-0078-41] 10u (725d) | [BJSH505006-WHIT-32] 1u (579d) | [BJSH505006-WHIT-33] 1u (579d) | [BJSH505006-WHIT-34] 2u (579d) | [BJSH505006-WHIT-35] 2u (579d) | [BJSH505006-WHIT-36] 2u (579d) | [BJSH505006-WHIT-37] 2u (579d) | [BJSH505006-WHIT-38] 1u (579d) | [BJSH505006-WHIT-39] 1u (579d) | [BJSH534001-FUCH-39-40] 10u (605d)
CLAGD/Stock/StorageGD/CLA-043-01-02-01;GOLD;40;0.00;A;432;40;[COSH542020-TAUP-33] 10u (432d) | [COSH542020-TAUP-33] 10u (432d) | [COSH542020-TAUP-33] 10u (432d) | [COSH542020-TAUP-33] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-01-02-02;GOLD;69;0.00;C+B+D+A;450;60;[MV231603-0053-41] 5u (387d) | [MV231603-0053-39] 7u (387d) | [MV231603-0053-39] 4u (387d) | [MV231611-0001-38] 1u (387d) | [MV231611-0001-39] 1u (387d) | [MV231603-0053-41] 2u (387d) | [MV231611-0001-40] 1u (387d) | [MV231611-0001-36] 1u (387d) | [MV231611-0001-37] 2u (387d) | [MV231603-0053-41] 4u (387d) | [MV231603-0053-39] 14u (387d) | [MV232304-0020-37] 1u (387d) | [MV232304-0037-40] 6u (387d) | [COSH542020-BLAC-35] 10u (450d) | [COSH542020-BLAC-31] 10u (450d)
CLAGD/Stock/StorageGD/CLA-043-01-03-02;GOLD;50;0.00;A;407;50;[BJSH542020-TAUP-36] 10u (407d) | [BJSH542020-TAUP-36] 10u (407d) | [BJSH542020-TAUP-36] 10u (407d) | [BJSH542020-TAUP-36] 10u (407d) | [BJSH542020-TAUP-36] 10u (407d)
CLAGD/Stock/StorageGD/CLA-043-01-03-03;GOLD;50;0.00;C+A;725;50;[MV232305-0037-39] 10u (725d) | [MV232305-0020-37] 10u (725d) | [MV232304-0020-40] 10u (725d) | [MV232301-0020-39] 10u (725d) | [BJSH542020-TAUP-36] 10u (407d)
CLAGD/Stock/StorageGD/CLA-043-02-01-02;GOLD;90;0.00;A+B;514;90;[BJSH542020-BLAC-34] 10u (444d) | [BJSH542020-BLAC-34] 10u (444d) | [COSH283094-GOLD-23] 10u (506d) | [COSH283094-SILV-22] 10u (506d) | [COSH283094-GOLD-25] 10u (514d) | [BJSH542020-TAUP-41] 10u (345d) | [BJSH542020-TAUP-40] 10u (156d) | [BJSH542020-TAUP-39] 10u (156d) | [BJSH542020-TAUP-36] 10u (156d)
CLAGD/Stock/StorageGD/CLA-043-02-02-01;GOLD;70;0.00;A;430;70;[BJSH542020-TAN-34] 10u (430d) | [BJSH542020-TAN-33] 10u (430d) | [BJSH542020-TAN-33] 10u (374d) | [BJSH542020-TAUP-34] 10u (416d) | [BJSH542020-TAUP-34] 10u (416d) | [BJSH542020-TAUP-34] 10u (416d) | [BJSH542020-TAUP-34] 10u (416d)
CLAGD/Stock/StorageGD/CLA-043-02-02-02;GOLD;30;0.00;A+B;432;30;[BJSH542020-TAN-33] 10u (430d) | [BJSH542020-TAN-33] 10u (430d) | [COSH542065-TAUP-26] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-02-02-03;GOLD;80;0.00;A;432;80;[COSH542020-TAN-30] 10u (432d) | [COSH542020-TAN-29] 10u (432d) | [COSH542020-TAN-29] 10u (432d) | [COSH542020-TAN-29] 10u (432d) | [COSH542020-TAN-29] 10u (432d) | [COSH542020-TAN-29] 10u (432d) | [COSH542020-TAN-28] 10u (432d) | [COSH542020-TAN-28] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-02-03-01;GOLD;60;0.00;B;432;60;[COSH542020-TAUP-34] 10u (432d) | [COSH542020-TAUP-34] 10u (432d) | [COSH542020-TAUP-34] 10u (432d) | [COSH542020-TAUP-34] 10u (432d) | [COSH542020-TAUP-34] 10u (432d) | [COSH542020-TAUP-34] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-02-03-02;GOLD;170;0.00;A;432;170;[COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-26] 10u (432d) | [COSH542020-TAUP-26] 10u (432d) | [COSH542020-TAUP-26] 10u (432d) | [COSH542020-TAUP-26] 10u (432d) | [COSH542020-TAUP-26] 10u (432d) | [COSH542020-TAUP-26] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-02-03-03;GOLD;80;0.00;A;432;80;[COSH542020-TAUP-30] 10u (432d) | [COSH542020-TAUP-30] 10u (432d) | [COSH542020-TAUP-30] 10u (432d) | [COSH542020-TAUP-29] 10u (432d) | [COSH542020-TAUP-29] 10u (432d) | [COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-25] 10u (432d) | [COSH542020-TAUP-25] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-03-01-02;GOLD;50;0.00;B;725;50;[BJSH542020-NAVY-35] 10u (444d) | [MI232110-0078-38] 10u (725d) | [BJSH542083-BLAC-36] 10u (493d) | [BJSH542083-BLAC-36] 10u (493d) | [BJSH542083-BLAC-34] 10u (493d)
CLAGD/Stock/StorageGD/CLA-043-03-03-01;GOLD;100;0.00;A;432;100;[COSH542020-TAN-29] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-25] 10u (432d) | [COSH542020-TAN-24] 10u (432d) | [COSH542020-TAN-24] 10u (432d) | [COSH542020-TAN-24] 10u (432d) | [COSH542020-TAN-24] 10u (432d) | [COSH542020-TAN-24] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-03-03-02;GOLD;70;0.00;A+B;432;70;[COSH542020-TAUP-36] 10u (432d) | [COSH542020-TAUP-36] 10u (432d) | [COSH542020-TAUP-35] 10u (432d) | [COSH542020-TAUP-35] 10u (432d) | [COSH542020-TAUP-35] 10u (432d) | [COSH542020-TAUP-35] 10u (432d) | [COSH542020-TAUP-34] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-03-03-03;GOLD;150;0.00;A+B;432;150;[COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-25] 10u (432d) | [COSH542020-TAN-25] 10u (432d) | [COSH542020-TAN-22] 10u (432d) | [COSH542020-TAN-22] 10u (432d) | [COSH542020-TAN-22] 10u (432d) | [COSH542020-TAN-22] 10u (432d) | [COSH542020-TAN-22] 10u (432d) | [COSH542020-TAN-22] 10u (432d) | [COSH542020-TAN-22] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-04-01-03;GOLD;41;0.00;D+B+C;725;40;[COSH586016-SILV-33] 6u (183d) | [COSH586016-SILV-30] 2u (183d) | [COSH586016-SILV-26] 1u (183d) | [COSH586016-SILV-27] 1u (183d) | [COSH586016-SILV-32] 1u (183d) | [COSH542020-TAUP-34] 10u (432d) | [BJSH542020-NAVY-23] 10u (725d) | [MV232305-0020-37] 10u (725d)
CLAGD/Stock/StorageGD/CLA-043-04-02-01;GOLD;80;0.00;B+A;432;80;[BJSH543001-BLAC-36] 10u (383d) | [BJSH543001-BLAC-36] 10u (383d) | [BJSH543001-BLAC-36] 10u (383d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d) | [COSH542020-TAUP-27] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-04-02-02;GOLD;60;0.00;B+A;432;60;[COSH542065-TAUP-28] 10u (432d) | [COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-29] 10u (432d) | [COSH542020-TAN-29] 10u (432d) | [COSH542020-TAN-28] 10u (432d) | [COSH542020-TAN-28] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-04-03-01;GOLD;150;0.00;A;432;150;[COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-30] 10u (432d) | [COSH542020-TAN-30] 10u (432d) | [COSH542020-TAN-30] 10u (432d) | [COSH542020-TAN-28] 10u (432d) | [COSH542020-TAN-28] 10u (432d) | [COSH542020-TAN-27] 10u (432d) | [COSH542020-TAN-27] 10u (432d) | [COSH542020-TAN-27] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-04-03-03;GOLD;150;0.00;A;432;150;[COSH542020-TAN-33] 10u (432d) | [COSH542020-TAN-33] 10u (432d) | [COSH542020-TAN-33] 10u (432d) | [COSH542020-TAN-33] 10u (432d) | [COSH542020-TAN-33] 10u (432d) | [COSH542020-TAN-33] 10u (432d) | [COSH542020-TAN-33] 10u (432d) | [COSH542020-TAN-33] 10u (432d) | [COSH542020-TAN-31] 10u (432d) | [COSH542020-TAN-30] 10u (432d) | [COSH542020-TAN-30] 10u (432d) | [COSH542020-TAN-30] 10u (432d) | [COSH542020-TAN-30] 10u (432d) | [COSH542020-TAN-26] 10u (432d) | [COSH542020-TAN-24] 10u (432d)
CLAGD/Stock/StorageGD/CLA-043-05-01-01;GOLD;30;0.00;A+B;437;30;[COSH542021-TAN-25] 10u (437d) | [BJSH542090-GOLD-39] 10u (382d) | [BJSH542090-GOLD-37] 10u (382d)
