ID_UBICACION;MARCA;TEMPORADAS;STOCK_TOTAL_UBICACION;VALOR_STOCK_€;CLASES_ABC;DIAS_MAX;OCUPACION_%;PRODUCTOS_A;PRODUCTOS_B;PRODUCTOS_C;PRODUCTOS_D
CLAGD/Stock/StorageGD/CLA-031-17-01-03;GENERIC;I24+I23+V23;752;5.52;B+A+D;446;10;[TECPLV005] 14u (I24) 446d | [COMEPLV015-WHITE] 4u (I24) 304d;[TECPLV004] 51u (I24) 446d | [BWMEPLV001-BLACK] 92u (I24) 304d | [COMEPLV001-WHIT] 182u (I23) 304d | [COMEPLV005-WHIT] 124u (I23) 304d | [COMEPLV008-WHIT] 242u (V23) 304d | [COMEPLV014-WHITE] 39u (I24) 304d;;[OSMEPLV001-WHIT] 4u (I23) 304d
CLAGD/Stock/StorageGD/CLA-031-19-01-02;GENERIC;I25;335;0.00;D;130;20;;;;[BWMEPLV006] 82u (I25) 130d | [TEMEPLV010] 253u (I25) 130d
CLAGD/Stock/StorageGD/CLA-041-08-01-02;GOLD;I24+V25;291;0.00;B+C+D;482;300;;[COTXJOG015-PINK-10A] 11u (I24) 482d | [COTXDRE020-NAVY-6A] 9u (I24) 482d | [COTXDRE020-NAVY-6A] 9u (I24) 482d | [COTXDRE020-NAVY-4A] 9u (I24) 482d | [COTXTSH040-OFFW-10A] 12u (I24) 482d | [COTXTSH040-OFFW-8A] 12u (I24) 482d;[COTXTSH044-WHIT-8A] 10u (V25) 279d | [COTXTSH044-WHIT-12A] 10u (V25) 279d | [COTXTSH040-OFFW-5A] 12u (I24) 482d;[COTXTSH044-WHIT-6A] 10u (V25) 279d | [COTXTSH044-WHIT-6A] 10u (V25) 279d | [COTXTSH044-WHIT-6A] 10u (V25) 279d | [COTXTSH044-WHIT-5A] 9u (V25) 279d | [COTXTSH044-WHIT-4A] 10u (V25) 279d | [COTXTSH047-WHIT-8A] 10u (V25) 279d | [COTXTSH047-WHIT-8A] 10u (V25) 279d | [COTXTSH047-WHIT-8A] 10u (V25) 279d | [COTXTSH047-WHIT-6A] 10u (V25) 279d | [COTXTSH047-WHIT-6A] 9u (V25) 279d | [COTXTSH047-WHIT-6A] 10u (V25) 279d | [COTXTSH047-WHIT-5A] 10u (V25) 279d | [COTXTSH047-WHIT-4A] 10u (V25) 279d | [COTXTSH047-WHIT-12A] 9u (V25) 279d | [COTXTSH051-WHIT-6A] 10u (V25) 279d | [COTXTSH051-WHIT-4A] 10u (V25) 279d | [COTXTSH051-WHIT-10A] 10u (V25) 279d | [COTXJOG020-BEIG-8A] 10u (V25) 279d | [COTXJOG020-BEIG-5A] 5u (V25) 279d | [COTXJOG020-BEIG-12A] 5u (V25) 279d | [COTXDRE032-BLUE-6A] 10u (V25) 279d
CLAGD/Stock/StorageGD/CLA-072-16-03-02;GOLD;I25;290;0.00;C+A;174;290;[TESH501001-TAUP-25] 10u (I25) 174d | [TESH501001-TAUP-20] 10u (I25) 174d | [TESH501001-BEIG-24] 10u (I25) 174d | [TESH501001-BEIG-24] 10u (I25) 174d | [TESH501001-BEIG-23] 10u (I25) 174d | [TESH501001-BEIG-23] 10u (I25) 174d | [TESH501001-BEIG-23] 10u (I25) 174d | [TESH501001-BEIG-22] 10u (I25) 174d | [TESH501001-BEIG-21] 10u (I25) 174d | [TESH501001-BEIG-21] 10u (I25) 174d | [TESH501001-BEIG-21] 10u (I25) 174d | [TESH501001-BEIG-21] 10u (I25) 174d | [TESH501001-BEIG-21] 10u (I25) 174d | [TESH501001-BEIG-20] 10u (I25) 174d;;[TESH501002-BRON-25] 10u (I25) 174d | [TESH501002-BRON-25] 10u (I25) 174d | [TESH501002-BRON-24] 10u (I25) 174d | [TESH501002-BRON-24] 10u (I25) 174d | [TESH501002-BRON-23] 10u (I25) 174d | [TESH501002-BRON-23] 10u (I25) 174d | [TESH501002-BRON-22] 10u (I25) 174d | [TESH501002-BRON-22] 10u (I25) 174d | [TESH501002-BRON-22] 10u (I25) 174d | [TESH501002-BRON-22] 10u (I25) 174d | [TESH501002-BRON-21] 10u (I25) 174d | [TESH501002-BRON-21] 10u (I25) 174d | [TESH501002-BRON-20] 10u (I25) 174d | [TESH501002-BRON-20] 10u (I25) 174d | [TESH501002-BRON-20] 10u (I25) 174d;
CLAGD/Stock/StorageGD/CLA-031-18-03-02;GENERIC;I25;271;0.00;D;130;10;;;;[BWMEPLV004] 271u (I25) 130d
CLAGD/Stock/StorageGD/CLA-031-12-01-02;GOLD;I25;260;0.00;C+B;144;260;;[TESH500017-SILV-21] 10u (I25) 144d | [TESH500017-SILV-20] 10u (I25) 144d | [TESH500017-SILV-20] 10u (I25) 144d | [TESH500017-PINK-23] 10u (I25) 144d | [TESH500017-PINK-23] 10u (I25) 144d | [TESH500017-PINK-20] 10u (I25) 144d | [TESH500017-PINK-20] 10u (I25) 144d | [TESH500017-PINK-20] 10u (I25) 144d;[TESH500017-SILV-22] 10u (I25) 144d | [TESH500017-PINK-24] 10u (I25) 144d | [TESH500017-PINK-24] 10u (I25) 144d | [TESH500017-PINK-24] 10u (I25) 144d | [TESH500017-PINK-22] 10u (I25) 144d | [TESH500017-PINK-22] 10u (I25) 144d | [TESH500017-PINK-22] 10u (I25) 144d | [TESH500017-PINK-22] 10u (I25) 144d | [TESH500017-PINK-21] 10u (I25) 144d | [TESH500017-PINK-21] 10u (I25) 144d | [TESH500017-PINK-21] 10u (I25) 144d | [TESH500016-BEIG-25] 10u (I25) 144d | [TESH500016-BEIG-23] 10u (I25) 144d | [TESH500016-BEIG-22] 10u (I25) 144d | [TESH500016-BEIG-21] 10u (I25) 144d | [TESH500016-BEIG-21] 10u (I25) 144d | [TESH500016-BEIG-21] 10u (I25) 144d | [TESH500016-BEIG-20] 10u (I25) 144d;
CLAGD/Stock/StorageGD/CLA-041-07-01-02;GOLD;I24+I25;251;0.00;B+C+A+D;482;250;[COTXJOG015-BLAC-10A] 8u (I24) 110d | [COTXJOG016-BLAC-8A] 15u (I24) 110d;[COTXSWE013-BLAC-10A] 12u (I24) 482d | [COTXHOD014-GREY-8A] 9u (I24) 482d | [COTXHOD014-GREY-8A] 9u (I24) 482d | [COTXHOD014-GREY-6A] 9u (I24) 482d | [COTXHOD014-GREY-6A] 8u (I24) 482d | [COTXHOD014-GREY-6A] 8u (I24) 482d | [COTXSKI019-NAVY-12A] 12u (I24) 482d | [COTXSKI019-NAVY-10A] 12u (I24) 482d | [COTXSKI019-NAVY-10A] 12u (I24) 482d | [COTXSKI019-NAVY-6A] 12u (I24) 482d | [COTXSKI019-NAVY-6A] 12u (I24) 482d | [COTXSKI019-NAVY-6A] 11u (I24) 482d | [COTXSKI019-NAVY-5A] 11u (I24) 482d | [COTXJOG016-PINK-5A] 8u (I24) 110d | [COTXJOG016-PINK-12A] 8u (I24) 110d | [COTXJOG016-PINK-10A] 12u (I24) 110d | [COTXJOG015-BLAC-6A] 8u (I24) 110d;[COTXHOD014-GREY-12A] 8u (I24) 482d | [COTXJOG015-BLAC-5A] 8u (I24) 110d | [COTXTSH057-OFFW-8A] 10u (I25) 110d | [COTXTSH057-OFFW-6A] 10u (I25) 110d | [COTXTSH055-OFFW-8A] 10u (I25) 110d;[COTXTSH057-OFFW-4A] 9u (I25) 110d
CLAGD/Stock/StorageGD/CLA-031-13-01-02;GOLD;I25;250;0.00;C+B;144;250;;[TESH500019-PINK-22] 10u (I25) 144d | [TESH500019-NAVY-23] 10u (I25) 144d | [TESH500015-OFFW-25] 10u (I25) 144d | [TESH500015-OFFW-25] 10u (I25) 144d | [TESH500015-OFFW-23] 10u (I25) 144d | [TESH500015-OFFW-23] 10u (I25) 144d | [TESH500015-OFFW-23] 10u (I25) 144d | [TESH500015-OFFW-22] 10u (I25) 144d | [TESH500015-OFFW-22] 10u (I25) 144d | [TESH500015-OFFW-22] 10u (I25) 144d | [TESH500015-OFFW-21] 10u (I25) 144d | [TESH500015-OFFW-21] 10u (I25) 144d | [TESH500015-OFFW-21] 10u (I25) 144d | [TESH500015-OFFW-20] 10u (I25) 144d | [TESH500015-OFFW-20] 10u (I25) 144d | [TESH500015-OFFW-20] 10u (I25) 144d | [TESH500015-BLAC-25] 10u (I25) 144d | [TESH500015-BLAC-25] 10u (I25) 144d | [TESH500015-BLAC-24] 10u (I25) 144d | [TESH500015-BLAC-23] 10u (I25) 144d;[TESH500019-SILVER-24] 10u (I25) 144d | [TESH500016-BEIG-22] 10u (I25) 144d | [TESH500015-BLAC-22] 10u (I25) 144d | [TESH500015-BLAC-21] 10u (I25) 144d | [TESH500015-BLAC-20] 10u (I25) 144d;
CLAGD/Stock/StorageGD/CLA-047-07-02-02;GOLD;I25;250;1596.20;B+C+D;214;250;;[COSH249006-NAVY-30] 10u (I25) 214d | [COSH249005-PINK-30] 10u (I25) 214d | [COSH249005-PINK-30] 10u (I25) 214d | [COSH249005-PINK-30] 10u (I25) 214d | [COSH249005-PINK-30] 10u (I25) 214d | [COSH249005-PINK-28] 10u (I25) 214d | [COSH249005-PINK-28] 10u (I25) 214d | [COSH249005-PINK-28] 10u (I25) 214d | [COSH249005-PINK-28] 10u (I25) 214d | [COSH249005-PINK-28] 10u (I25) 214d | [COSH249005-PINK-28] 10u (I25) 214d | [COSH249005-PINK-27] 10u (I25) 214d | [COSH249005-PINK-27] 10u (I25) 214d | [COSH249005-PINK-27] 10u (I25) 214d | [COSH249005-PINK-26] 10u (I25) 214d | [COSH249005-NAVY-30] 10u (I25) 214d | [COSH249005-NAVY-28] 10u (I25) 214d | [COSH249005-GREY-30] 10u (I25) 214d | [COSH249005-GREY-30] 10u (I25) 214d | [COSH249005-GREY-28] 10u (I25) 214d;[COSH249006-NAVY-29] 10u (I25) 214d;[COSH249005-PINK-29] 10u (I25) 214d | [COSH249005-PINK-29] 10u (I25) 214d | [COSH249005-PINK-29] 10u (I25) 214d | [COSH249005-PINK-29] 10u (I25) 214d
CLAGD/Stock/StorageGD/CLA-041-08-01-03;GOLD;I24+V25+I25;240;0.00;C+B+D;482;240;;[COTXDRE024-GREY-6A] 12u (I24) 482d | [COTXDRE020-NAVY-8A] 9u (I24) 482d | [COTXDRE026-BEIG-10A] 9u (I24) 482d | [COTXDRE026-BEIG-5A] 9u (I24) 482d | [COTXDRE026-BEIG-4A] 9u (I24) 482d | [COTXJOG016-GREY-5A] 10u (I24) 110d | [COTXSKI018-BEIG-10A] 12u (I24) 482d | [COTXTSH036-OFFW-5A] 15u (I24) 482d;[COTXDRE024-GREY-10A] 12u (I24) 482d | [COTXSWE017-BEIG-5A] 12u (I24) 482d | [COTXDRE026-BEIG-6A] 9u (I24) 482d | [COTXDRE026-BEIG-6A] 9u (I24) 482d | [COTXDRE026-BEIG-6A] 9u (I24) 482d | [COTXSKI028-PINK-8A] 10u (I25) 110d | [COTXTSH035-OFFW-5A] 12u (I24) 482d | [COTXTSH035-OFFW-4A] 12u (I24) 482d | [COTXHOD014-GREY-5A] 8u (I24) 482d | [COTXSKI029-PINK-8A] 9u (I25) 110d;[COTXJOG020-NAVY-12A] 5u (V25) 279d | [COTXSKI028-PINK-12A] 10u (I25) 110d | [COTXSKI028-PINK-10A] 10u (I25) 110d | [COTXSKI028-PINK-10A] 10u (I25) 110d | [COTXSKI029-PINK-5A] 9u (I25) 110d | [COTXSKI029-PINK-10A] 9u (I25) 110d
CLAGD/Stock/StorageGD/CLA-047-09-02-02;GOLD;I25;240;1388.00;B+C+D;214;240;;[COSH249006-NAVY-30] 10u (I25) 214d | [COSH249006-NAVY-28] 10u (I25) 214d | [COSH249006-NAVY-27] 10u (I25) 214d | [COSH249005-PINK-31] 10u (I25) 214d | [COSH249005-PINK-30] 10u (I25) 214d | [COSH249005-NAVY-31] 10u (I25) 214d | [COSH249005-GREY-35] 10u (I25) 214d | [COSH249005-GREY-35] 10u (I25) 214d | [COSH249005-GREY-30] 10u (I25) 214d | [COSH249005-GREY-30] 10u (I25) 214d | [COSH249005-GREY-27] 10u (I25) 214d | [COSH249005-GREY-25] 10u (I25) 214d | [COSH249005-GREY-25] 10u (I25) 214d | [COSH249005-GREY-25] 10u (I25) 214d;[COSH249006-NAVY-26] 10u (I25) 214d;[COSH249005-PINK-34] 10u (I25) 214d | [COSH249005-NAVY-29] 10u (I25) 214d | [COSH249005-GREY-36] 10u (I25) 214d | [COSH249005-GREY-36] 10u (I25) 214d | [COSH249005-GREY-33] 10u (I25) 214d | [COSH249005-GREY-33] 10u (I25) 214d | [COSH249005-GREY-31] 10u (I25) 214d | [COSH249005-GREY-31] 10u (I25) 214d | [COSH249005-GREY-31] 10u (I25) 214d
CLAGD/Stock/StorageGD/CLA-047-08-02-03;GOLD;I25;230;1596.20;B+D;214;230;;[COSH249005-PINK-30] 10u (I25) 214d | [COSH249005-PINK-27] 10u (I25) 214d | [COSH249005-NAVY-35] 10u (I25) 214d | [COSH249005-NAVY-34] 10u (I25) 214d | [COSH249005-NAVY-33] 10u (I25) 214d | [COSH249005-NAVY-32] 10u (I25) 214d | [COSH249005-NAVY-31] 10u (I25) 214d | [COSH249005-NAVY-28] 10u (I25) 214d | [COSH249005-NAVY-28] 10u (I25) 214d | [COSH249005-NAVY-27] 10u (I25) 214d | [COSH249005-NAVY-27] 10u (I25) 214d | [COSH249005-GREY-29] 10u (I25) 214d | [COSH249005-GREY-29] 10u (I25) 214d | [COSH249005-GREY-29] 10u (I25) 214d | [COSH249005-GREY-28] 10u (I25) 214d | [COSH249005-GREY-27] 10u (I25) 214d | [COSH249005-GREY-27] 10u (I25) 214d;;[COSH249005-NAVY-26] 10u (I25) 214d | [COSH249005-NAVY-26] 10u (I25) 214d | [COSH249005-NAVY-26] 10u (I25) 214d | [COSH249005-NAVY-26] 10u (I25) 214d | [COSH249005-NAVY-25] 10u (I25) 214d | [COSH249005-GREY-26] 10u (I25) 214d
CLAGD/Stock/StorageGD/CLA-045-07-02-03;GOLD;V25;228;0.00;D;329;190;;;;[COSH319002-GREE-26] 2u (V25) 329d | [COSH319002-GREE-27] 2u (V25) 329d | [COSH319002-GREE-28] 2u (V25) 329d | [COSH319002-GREE-29] 2u (V25) 329d | [COSH319002-GREE-30] 2u (V25) 329d | [COSH319002-GREE-31] 2u (V25) 329d | [COSH319002-GREE-26] 2u (V25) 329d | [COSH319002-GREE-27] 2u (V25) 329d | [COSH319002-GREE-28] 2u (V25) 329d | [COSH319002-GREE-29] 2u (V25) 329d | [COSH319002-GREE-30] 2u (V25) 329d | [COSH319002-GREE-31] 2u (V25) 329d | [COSH319002-GREE-26] 2u (V25) 329d | [COSH319002-GREE-27] 2u (V25) 329d | [COSH319002-GREE-28] 2u (V25) 329d | [COSH319002-GREE-29] 2u (V25) 329d | [COSH319002-GREE-30] 2u (V25) 329d | [COSH319002-GREE-31] 2u (V25) 329d | [COSH319002-GREE-26] 2u (V25) 329d | [COSH319002-GREE-27] 2u (V25) 329d | [COSH319002-GREE-28] 2u (V25) 329d | [COSH319002-GREE-29] 2u (V25) 329d | [COSH319002-GREE-30] 2u (V25) 329d | [COSH319002-GREE-31] 2u (V25) 329d | [COSH319002-GREE-26] 2u (V25) 329d | [COSH319002-GREE-27] 2u (V25) 329d | [COSH319002-GREE-28] 2u (V25) 329d | [COSH319002-GREE-29] 2u (V25) 329d | [COSH319002-GREE-30] 2u (V25) 329d | [COSH319002-GREE-31] 2u (V25) 329d | [COSH319002-GREE-26] 2u (V25) 329d | [COSH319002-GREE-27] 2u (V25) 329d | [COSH319002-GREE-28] 2u (V25) 329d | [COSH319002-GREE-29] 2u (V25) 329d | [COSH319002-GREE-30] 2u (V25) 329d | [COSH319002-GREE-31] 2u (V25) 329d | [COSH319002-GREE-26] 2u (V25) 329d | [COSH319002-GREE-27] 2u (V25) 329d | [COSH319002-GREE-28] 2u (V25) 329d | [COSH319002-GREE-29] 2u (V25) 329d | [COSH319002-GREE-30] 2u (V25) 329d | [COSH319002-GREE-31] 2u (V25) 329d | [COSH319002-GREE-26] 2u (V25) 329d | [COSH319002-GREE-27] 2u (V25) 329d | [COSH319002-GREE-28] 2u (V25) 329d | [COSH319002-GREE-29] 2u (V25) 329d | [COSH319002-GREE-30] 2u (V25) 329d | [COSH319002-GREE-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d | [COSH319001-WHIT-26] 2u (V25) 329d | [COSH319001-WHIT-27] 2u (V25) 329d | [COSH319001-WHIT-28] 2u (V25) 329d | [COSH319001-WHIT-29] 2u (V25) 329d | [COSH319001-WHIT-30] 2u (V25) 329d | [COSH319001-WHIT-31] 2u (V25) 329d
CLAGD/Stock/StorageGD/CLA-041-05-01-03;GOLD;V25+I25+I24;226;222.00;D+C+B;482;220;;[COTXHOD014-GREY-6A] 9u (I24) 482d;[COTXSWE025-BEIG-4A] 9u (I25) 110d | [COTXSWE025-BEIG-8A] 10u (I25) 110d | [COTXSWE025-BEIG-8A] 10u (I25) 110d | [COTXSWE025-BEIG-10A] 10u (I25) 110d | [COTXTSH045-WHIT-8A] 10u (V25) 279d | [COTXHOD014-GREY-5A] 9u (I24) 482d | [COTXDRE037-BEIG-5A] 6u (I25) 110d | [COTXDRE037-BEIG-10A] 6u (I25) 110d | [COTXDRE037-BEIG-10A] 6u (I25) 110d;[COTXTSH053-WHIT-8A] 10u (V25) 279d | [COTXTSH053-WHIT-6A] 10u (V25) 279d | [COTXTSH053-WHIT-10A] 9u (V25) 279d | [COTXTSH045-WHIT-5A] 10u (V25) 279d | [COTXDRE028-MULT-8A] 15u (V25) 279d | [COTXDRE028-MULT-6A] 15u (V25) 279d | [COTXDRE028-MULT-10A] 15u (V25) 279d | [COTXTSH053-WHIT-8A] 9u (V25) 279d | [COTXTSH053-WHIT-5A] 10u (V25) 279d | [COTXTSH053-WHIT-5A] 9u (V25) 279d | [COTXTSH053-WHIT-12A] 9u (V25) 279d | [COTXTSH053-WHIT-10A] 10u (V25) 279d | [COTXTSH045-WHIT-4A] 10u (V25) 279d
CLAGD/Stock/StorageGD/CLA-047-04-03-01;GOLD;I25;220;892.80;A+C+B;195;220;[BJSH543002-TAUP-40] 10u (I25) 195d | [BJSH543002-TAUP-39] 10u (I25) 195d | [BJSH543002-TAUP-39] 10u (I25) 195d | [BJSH543002-TAUP-39] 10u (I25) 195d | [BJSH543002-TAUP-39] 10u (I25) 195d | [BJSH543002-TAUP-39] 10u (I25) 195d | [BJSH543002-TAUP-38] 10u (I25) 195d | [BJSH543002-TAUP-37] 10u (I25) 195d | [BJSH543002-TAUP-36] 10u (I25) 195d | [BJSH543002-TAUP-36] 10u (I25) 195d | [BJSH543002-TAUP-36] 10u (I25) 195d | [BJSH543002-TAUP-35] 10u (I25) 195d;[COSH224055-PEWT-30] 10u (I25) 172d | [COSH224055-PEWT-29] 10u (I25) 172d;[COSH224055-PEWT-33] 10u (I25) 172d | [COSH224055-PEWT-33] 10u (I25) 172d | [COSH224055-PEWT-31] 10u (I25) 172d | [COSH224055-PEWT-31] 10u (I25) 172d | [COSH224054-PINK-34] 10u (I25) 172d | [COSH224054-PINK-33] 10u (I25) 172d | [COSH224054-PINK-30] 10u (I25) 172d | [COSH224054-PINK-30] 10u (I25) 172d;
CLAGD/Stock/StorageGD/CLA-041-05-01-02;GOLD;V25+I25+I24;211;0.00;D+C+B;482;210;;[COTXSKI018-BEIG-8A] 11u (I24) 482d;[COTXSWE025-BEIG-6A] 10u (I25) 110d | [COTXSWE025-BEIG-6A] 10u (I25) 110d | [COTXDRE020-BEIG-6A] 9u (I24) 482d | [COTXTSH045-WHIT-8A] 10u (V25) 279d | [COTXTSH045-WHIT-6A] 10u (V25) 279d | [COTXTSH045-WHIT-6A] 10u (V25) 279d | [COTXTSH045-WHIT-6A] 10u (V25) 279d | [COTXSKI018-BEIG-6A] 11u (I24) 482d | [COTXSKI018-BEIG-4A] 11u (I24) 482d | [COTXSWE022-BEIG-6A] 10u (I25) 110d | [COTXSKI029-PINK-8A] 9u (I25) 110d | [COTXSKI029-PINK-6A] 9u (I25) 110d | [COTXDRE037-BEIG-4A] 4u (I25) 110d;[COTXDRE032-BLUE-8A] 10u (V25) 279d | [COTXDRE031-BEIG-8A] 10u (V25) 279d | [COTXDRE031-BEIG-6A] 10u (V25) 279d | [COTXDRE030-PINK-8A] 10u (V25) 279d | [COTXDRE030-PINK-6A] 10u (V25) 279d | [COTXSWE022-BEIG-4A] 18u (I25) 110d | [COTXSKI029-PINK-5A] 9u (I25) 110d
CLAGD/Stock/StorageGD/CLA-047-08-02-02;GOLD;I25;210;694.00;B+C+D;214;210;;[COSH249006-NAVY-35] 10u (I25) 214d | [COSH249006-NAVY-32] 10u (I25) 214d | [COSH249006-NAVY-31] 10u (I25) 214d | [COSH249006-NAVY-31] 10u (I25) 214d | [COSH249005-PINK-26] 10u (I25) 214d | [COSH249005-PINK-26] 10u (I25) 214d | [COSH249005-GREY-29] 10u (I25) 214d | [COSH249005-GREY-29] 10u (I25) 214d | [COSH249005-GREY-29] 10u (I25) 214d | [COSH249005-GREY-28] 10u (I25) 214d | [COSH249005-GREY-27] 10u (I25) 214d | [COSH249005-GREY-27] 10u (I25) 214d;[COSH249006-NAVY-34] 10u (I25) 214d | [COSH249006-NAVY-34] 10u (I25) 214d | [COSH249006-NAVY-33] 10u (I25) 214d | [COSH249006-NAVY-33] 10u (I25) 214d | [COSH249006-NAVY-29] 10u (I25) 214d | [COSH249006-NAVY-29] 10u (I25) 214d | [COSH249006-NAVY-25] 10u (I25) 214d;[COSH249005-PINK-32] 10u (I25) 214d | [COSH249005-GREY-32] 10u (I25) 214d
CLAGD/Stock/StorageGD/CLA-072-15-02-03;GOLD;I25;210;0.00;C+B+A;174;210;[TESH501001-BEIG-24] 10u (I25) 174d | [TESH501001-BEIG-23] 10u (I25) 174d | [TESH501001-BEIG-23] 10u (I25) 174d | [TESH501001-BEIG-23] 10u (I25) 174d | [TESH501001-BEIG-22] 10u (I25) 174d | [TESH501001-BEIG-22] 10u (I25) 174d | [TESH501001-BEIG-22] 10u (I25) 174d | [TESH501001-BEIG-22] 10u (I25) 174d | [TESH501001-BEIG-22] 10u (I25) 174d | [TESH501001-BEIG-20] 10u (I25) 174d | [TESH501001-BEIG-20] 10u (I25) 174d | [TESH501001-BEIG-20] 10u (I25) 174d;[TESH501001-BEIG-25] 10u (I25) 174d;[TESH501002-BRON-25] 10u (I25) 174d | [TESH501002-BRON-24] 10u (I25) 174d | [TESH501002-BRON-23] 10u (I25) 174d | [TESH501002-BRON-23] 10u (I25) 174d | [TESH501002-BRON-21] 10u (I25) 174d | [TESH501002-BRON-21] 10u (I25) 174d | [TESH501002-BRON-20] 10u (I25) 174d | [TESH501002-BRON-20] 10u (I25) 174d;
CLAGD/Stock/StorageGD/CLA-041-07-01-01;GOLD;I24+I25;208;0.00;B+C+D+A;482;250;[COTXJOG015-BEIG-8A] 11u (I24) 110d;[COTXHOD014-GREY-10A] 9u (I24) 482d | [COTXHOD014-GREY-10A] 9u (I24) 482d | [COTXHOD014-GREY-4A] 8u (I24) 482d | [COTXDRE026-BEIG-12A] 9u (I24) 482d | [COTXDRE026-BEIG-10A] 9u (I24) 482d | [COTXDRE026-BEIG-8A] 9u (I24) 482d | [COTXDRE026-BEIG-8A] 9u (I24) 482d | [COTXDRE023-BEIG-10A] 9u (I24) 482d | [COTXSKI019-NAVY-10A] 11u (I24) 482d | [COTXSKI019-NAVY-8A] 12u (I24) 482d | [COTXSKI019-NAVY-8A] 11u (I24) 482d | [COTXSKI019-NAVY-4A] 12u (I24) 482d | [COTXJOG015-BEIG-6A] 11u (I24) 110d | [COTXJOG015-BEIG-10A] 11u (I24) 110d;[COTXHOD016-PINK-12A] 5u (I25) 110d | [COTXDRE036-GREY-12A] 5u (I25) 110d | [COTXDRE035-BEIG-8A] 5u (I25) 110d | [COTXDRE035-BEIG-8A] 5u (I25) 110d | [COTXJOG015-BURG-8A] 9u (I25) 110d | [COTXJOG015-BURG-6A] 9u (I25) 110d;[COTXHOD016-PINK-10A] 5u (I25) 110d | [COTXHOD016-PINK-10A] 5u (I25) 110d | [COTXHOD016-PINK-10A] 5u (I25) 110d | [COTXHOD016-PINK-10A] 5u (I25) 110d
