ID_UBICACION;STOCK_TOTAL;MARCA;CLASES_ABC;ANTIGUEDAD_MAX;OCUPACION_%;PRODUCTOS_A;PRODUCTOS_B;PRODUCTOS_C;PRODUCTOS_D
CLABD/Stock/StorageBD/CLA-054-05-01-01;8249;BLACK;B;625;1650;;[IBG2023001519706] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001519690] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519683] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519676] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519645] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519614] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519607] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519591] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519584] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519577] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519553] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519546] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519539] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519522] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519515] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519508] [DFACLY2301-PINK_C_50] Pack Lanyard V23 Pink x 50 unid (50u) | [IBG2023001519492] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519478] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519454] [DFACLY2301-YELL] Lanyard V23 Yellow (49u) | [IBG2023001519430] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519423] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519416] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519393] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519386] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519362] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519355] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519348] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519331] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519324] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519317] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519300] [DFACLY2301-YELL_C_50] Pack Lanyard V23 Yellow x 50 unid (50u) | [IBG2023001519294] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519270] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519263] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519256] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519249] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519218] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519201] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519195] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519188] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519171] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519164] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519157] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519140] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519133] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519126] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519119] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519102] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519096] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519089] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519072] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519065] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519058] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519041] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519034] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519027] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519010] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001519003] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518983] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518976] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518969] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518952] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518938] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518921] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518914] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518891] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518884] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518877] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518860] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518853] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518846] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518839] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518822] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518815] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518808] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518792] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518778] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518761] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518747] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518730] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518723] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518716] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518709] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518693] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518686] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518679] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518655] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518648] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518631] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518624] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518617] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518600] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518594] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518587] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518570] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518563] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518556] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518532] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518525] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518518] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518501] [DFACLY2301-GREY_C_50] Pack Lanyard V23 Grey x 50 unid (50u) | [IBG2023001518495] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518488] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518471] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518464] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518457] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518440] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518433] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518419] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518402] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518396] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518389] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518372] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518365] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518341] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518334] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518327] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518310] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518303] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518297] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518280] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518273] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518266] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518259] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518242] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518235] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518228] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518211] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518204] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518198] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518174] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518150] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518143] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518105] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518099] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518082] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518075] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518068] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518051] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518044] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518037] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518020] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518013] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001518006] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517993] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517986] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517979] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517962] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517955] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517948] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517900] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517887] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517870] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517856] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517849] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517832] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517825] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517818] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517788] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517771] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517764] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517757] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517740] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517733] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u) | [IBG2023001517726] [DFACLY2301-WHIT_C_50] Pack Lanyard V23 White x 50 unid (50u);;
CLABD/Stock/StorageBD/CLA-053-05-01-02;4000;BLACK;D;88;160;;;;[IBGB2400000726218] [DFACLY2501-YELL] CORD LANYARD YELLOW (250u) | [IBGB2400000726214] [DFACLY2501-PINK] CORD LANYARD PINK (250u) | [IBGB2400000726212] [DFACLY2501-PINK] CORD LANYARD PINK (250u) | [IBGB2400000726211] [DFACLY2501-PINK] CORD LANYARD PINK (250u) | [IBGB2400000726210] [DFACLY2501-PINK] CORD LANYARD PINK (250u) | [IBGB2400000726208] [DFACLY2501-PINK] CORD LANYARD PINK (250u) | [IBGB2400000726207] [DFACLY2501-PINK] CORD LANYARD PINK (250u) | [IBGB2400000726206] [DFACLY2501-PINK] CORD LANYARD PINK (250u) | [IBGB2400000726205] [DFACLY2501-PINK] CORD LANYARD PINK (250u) | [IBGB2400000726203] [DFACLY2501-PEAC] CORD LANYARD PEACH (250u) | [IBGB2400000726202] [DFACLY2501-PEAC] CORD LANYARD PEACH (250u) | [IBGB2400000726200] [DFACLY2501-PEAC] CORD LANYARD PEACH (250u) | [IBGB2400000726194] [DFACLY2501-PEAC] CORD LANYARD PEACH (250u) | [IBGB2400000726193] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u) | [IBGB2400000726191] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u) | [IBGB2400000726184] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u)
CLABD/Stock/StorageBD/CLA-072-07-01-03;4000;BLACK;D;88;160;;;;[IBGB2400000726224] [DFACLY2501-YELL] CORD LANYARD YELLOW (250u) | [IBGB2400000726223] [DFACLY2501-YELL] CORD LANYARD YELLOW (250u) | [IBGB2400000726222] [DFACLY2501-YELL] CORD LANYARD YELLOW (250u) | [IBGB2400000726219] [DFACLY2501-YELL] CORD LANYARD YELLOW (250u) | [IBGB2400000726217] [DFACLY2501-YELL] CORD LANYARD YELLOW (250u) | [IBGB2400000726216] [DFACLY2501-YELL] CORD LANYARD YELLOW (250u) | [IBGB2400000726201] [DFACLY2501-PEAC] CORD LANYARD PEACH (250u) | [IBGB2400000726199] [DFACLY2501-PEAC] CORD LANYARD PEACH (250u) | [IBGB2400000726198] [DFACLY2501-PEAC] CORD LANYARD PEACH (250u) | [IBGB2400000726197] [DFACLY2501-PEAC] CORD LANYARD PEACH (250u) | [IBGB2400000726192] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u) | [IBGB2400000726190] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u) | [IBGB2400000726188] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u) | [IBGB2400000726187] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u) | [IBGB2400000726186] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u) | [IBGB2400000726185] [DFACLY2501-BLAC] CORD LANYARD BLACK (250u)
CLABD/Stock/StorageBD/CLA-054-07-01-03;2499;BLACK;B+A+C;556;260;[IBGB2400000040492] [DFTXSOC010-WHIT-36-40] CHECK SOCKS WHITE (36-40) (100u) | [IBGB2400000040470] [DFTXSOC009-WHIT-41-46] DF PATCH SOCKS WHITE (41-46) (100u) | [IBGB2400000040467] [DFTXSOC009-WHIT-41-46] DF PATCH SOCKS WHITE (41-46) (100u) | [IBGB2400000040464] [DFTXSOC009-WHIT-41-46] DF PATCH SOCKS WHITE (41-46) (100u) | [IBGB2400000345259] [DFTXSOC014-SAND_C_36-40_36-40_100] PACK GLITTER SOCKS SAND (100u) | [IBGB2400000345257] [DFTXSOC014-SAND_C_36-40_36-40_100] PACK GLITTER SOCKS SAND (100u) | [IBGB2400000345256] [DFTXSOC014-SAND_C_36-40_36-40_100] PACK GLITTER SOCKS SAND (100u) | [IBGB2400000345254] [DFTXSOC014-ORAN_C_36-40_36-40_100] PACK GLITTER SOCKS ORANGE (100u) | [IBGB2400000345253] [DFTXSOC014-ORAN_C_36-40_36-40_100] PACK GLITTER SOCKS ORANGE (100u) | [IBGB2400000345252] [DFTXSOC014-ORAN_C_36-40_36-40_100] PACK GLITTER SOCKS ORANGE (100u) | [IBGB2400000345251] [DFTXSOC014-GREE_C_36-40_36-40_100] PACK GLITTER SOCKS GREEN (100u) | [IBGB2400000345250] [DFTXSOC014-GREE_C_36-40_36-40_100] PACK GLITTER SOCKS GREEN (100u) | [IBGB2400000345248] [DFTXSOC014-GREE_C_36-40_36-40_100] PACK GLITTER SOCKS GREEN (100u);[IBGB2400000040499] [DFTXSOC010-WHIT-41-46] CHECK SOCKS WHITE (41-46) (100u) | [IBGB2400000040497] [DFTXSOC010-WHIT-41-46] CHECK SOCKS WHITE (41-46) (100u) | [IBGB2400000040496] [DFTXSOC010-WHIT-41-46] CHECK SOCKS WHITE (41-46) (100u) | [IBGB2400000040494] [DFTXSOC010-WHIT-41-46] CHECK SOCKS WHITE (41-46) (100u) | [IBGB2400000401756] [DFTXSOC022-PINK_C_36-40_36-40_50] PACK GLITTER SOCKS GRADIENT PINK (50u) | [IBGB2400000345266] [DFTXSOC022-PURP_C_36-40_36-40_100] PACK GLITTER SOCKS GRADIENT PURPLE (100u) | [IBGB2400000345265] [DFTXSOC022-PURP_C_36-40_36-40_100] PACK GLITTER SOCKS GRADIENT PURPLE (100u) | [IBGB2400000345263] [DFTXSOC022-PINK-36-40] GLITTER SOCKS GRADIENT PINK (36-40) (49u) | [IBGB2400000345261] [DFTXSOC022-PINK_C_36-40_36-40_100] PACK GLITTER SOCKS GRADIENT PINK (100u) | [IBGB2400000345260] [DFTXSOC022-PINK_C_36-40_36-40_100] PACK GLITTER SOCKS GRADIENT PINK (100u);[IBGB2400000040382] [DFTXSOC006-WHIT-41-46] DF CAPITAL SOCKS WHITE (41-46) (100u) | [IBGB2400000040379] [DFTXSOC006-WHIT-36-40] DF CAPITAL SOCKS WHITE (36-40) (100u) | [IBGB2400000040378] [DFTXSOC006-WHIT-36-40] DF CAPITAL SOCKS WHITE (36-40) (100u);
